supercontig	IES_in_supercontig_start	IES_in_supercontig_end	IES_ID	IES_size	start_supercontig	end_supercontig	chromosome_name	supercontig_in_chromosome_start	supercontig_in_chromosome_end	IES_in_chromosome_start	IES_in_chromosome_end
supercont2.10	438741	442707	IES-00182-r8	3967	2098439	1	chr2	187812	2286250	1843544	1847511
supercont2.10	449196	451595	IES-00183-r10	2400	2098439	1	chr2	187812	2286250	1834656	1837056
supercont2.10	459975	461646	IES-00184-r7	1672	2098439	1	chr2	187812	2286250	1824605	1826277
supercont2.10	462819	465402	IES-00185-r11	2584	2098439	1	chr2	187812	2286250	1820849	1823433
supercont2.10	470546	472216	IES-00186-r12	1671	2098439	1	chr2	187812	2286250	1814035	1815706
supercont2.10	486233	490027	IES-00187-r14	3795	2098439	1	chr2	187812	2286250	1796224	1800019
supercont2.10	495883	500022	IES-00188-r14	4140	2098439	1	chr2	187812	2286250	1786229	1790369
supercont2.10	524926	527708	IES-00189-r16	2783	2098439	1	chr2	187812	2286250	1758543	1761326
supercont2.10	542927	544884	IES-00190-r12	1958	2098439	1	chr2	187812	2286250	1741367	1743325
supercont2.10	598051	603906	IES-00191-r12	5856	2098439	1	chr2	187812	2286250	1682345	1688201
supercont2.10	653213	662041	IES-00192-r13	8829	2098439	1	chr2	187812	2286250	1624210	1633039
supercont2.10	675562	677369	IES-00193-r14	1808	2098439	1	chr2	187812	2286250	1608882	1610690
supercont2.10	748177	751109	IES-00194-r13	2933	2098439	1	chr2	187812	2286250	1535142	1538075
supercont2.10	775497	776036	IES-00195-r15	540	2098439	1	chr2	187812	2286250	1510215	1510755
supercont2.10	811438	811770	IES-00196-r13	333	2098439	1	chr2	187812	2286250	1474481	1474814
supercont2.10	817576	821295	IES-00197-r23	3720	2098439	1	chr2	187812	2286250	1464956	1468676
supercont2.10	823727	827318	IES-00198-r12	3592	2098439	1	chr2	187812	2286250	1458933	1462525
supercont2.10	832045	836276	IES-00199-r19	4232	2098439	1	chr2	187812	2286250	1449975	1454207
supercont2.10	863881	865657	IES-00200-r13	1777	2098439	1	chr2	187812	2286250	1420594	1422371
supercont2.10	871713	875181	IES-00201-r10	3469	2098439	1	chr2	187812	2286250	1411070	1414539
supercont2.10	907759	911571	IES-00202-r15	3813	2098439	1	chr2	187812	2286250	1374680	1378493
supercont2.10	945157	950316	IES-00203-r14	5160	2098439	1	chr2	187812	2286250	1335935	1341095
supercont2.10	956987	957479	IES-00204-r13	493	2098439	1	chr2	187812	2286250	1328772	1329265
supercont2.10	963118	964793	IES-00205-r16	1676	2098439	1	chr2	187812	2286250	1321458	1323134
supercont2.10	980882	983998	IES-00206-r7	3117	2098439	1	chr2	187812	2286250	1302253	1305370
supercont2.10	1005842	1008164	IES-00207-r7	2323	2098439	1	chr2	187812	2286250	1278087	1280410
supercont2.10	1009303	1011909	IES-00208-r11	2607	2098439	1	chr2	187812	2286250	1274342	1276949
supercont2.10	1011990	1014405	IES-00209-r15	2416	2098439	1	chr2	187812	2286250	1271846	1274262
supercont2.10	1017420	1018370	IES-00210-r10	951	2098439	1	chr2	187812	2286250	1267881	1268832
supercont2.10	1040500	1040912	IES-00211-r17	413	2098439	1	chr2	187812	2286250	1245339	1245752
supercont2.10	1049491	1057779	IES-00212-r7	8289	2098439	1	chr2	187812	2286250	1228472	1236761
supercont2.10	1066935	1070669	IES-00213-r8	3735	2098439	1	chr2	187812	2286250	1215582	1219317
supercont2.10	1072303	1075929	IES-00214-r6	3627	2098439	1	chr2	187812	2286250	1210322	1213949
supercont2.10	1082572	1083444	IES-00215-r15	873	2098439	1	chr2	187812	2286250	1202807	1203680
supercont2.10	1092953	1094043	IES-00216-r16	1091	2098439	1	chr2	187812	2286250	1192208	1193299
supercont2.10	1108554	1110638	IES-00217-r11	2085	2098439	1	chr2	187812	2286250	1175613	1177698
supercont2.10	1113323	1114181	IES-00218-r18	859	2098439	1	chr2	187812	2286250	1172070	1172929
supercont2.10	1124454	1125100	IES-00219-r14	647	2098439	1	chr2	187812	2286250	1161151	1161798
supercont2.10	1141949	1144003	IES-00220-r10	2055	2098439	1	chr2	187812	2286250	1142248	1144303
supercont2.10	1154723	1156283	IES-00221-r18	1561	2098439	1	chr2	187812	2286250	1129968	1131529
supercont2.10	1162994	1164916	IES-00222-r9	1923	2098439	1	chr2	187812	2286250	1121335	1123258
supercont2.10	1179224	1179880	IES-00223-r10	657	2098439	1	chr2	187812	2286250	1106371	1107028
supercont2.10	1184217	1186177	IES-00224-r14	1961	2098439	1	chr2	187812	2286250	1100074	1102035
supercont2.10	1215867	1218049	IES-00225-r14	2183	2098439	1	chr2	187812	2286250	1068202	1070385
supercont2.10	1272281	1273517	IES-00226-r12	1237	2098439	1	chr2	187812	2286250	1012734	1013971
supercont2.10	1282013	1283795	IES-00227-r20	1783	2098439	1	chr2	187812	2286250	1002456	1004239
supercont2.10	1290820	1291764	IES-00228-r14	945	2098439	1	chr2	187812	2286250	994487	995432
supercont2.10	1334807	1341671	IES-00229-r19	6865	2098439	1	chr2	187812	2286250	944580	951445
supercont2.10	1365995	1369050	IES-00230-r14	3056	2098439	1	chr2	187812	2286250	917201	920257
supercont2.10	1425773	1427237	IES-00231-r8	1465	2098439	1	chr2	187812	2286250	859014	860479
supercont2.10	1435947	1440405	IES-00232-r16	4459	2098439	1	chr2	187812	2286250	845846	850305
supercont2.10	1471745	1477245	IES-00233-r18	5501	2098439	1	chr2	187812	2286250	809006	814507
supercont2.10	1483381	1483894	IES-00234-r17	514	2098439	1	chr2	187812	2286250	802357	802871
supercont2.10	1526648	1528379	IES-00235-r10	1732	2098439	1	chr2	187812	2286250	757872	759604
supercont2.10	1544770	1546704	IES-00236-r6	1935	2098439	1	chr2	187812	2286250	739547	741482
supercont2.10	1587629	1590271	IES-00237-r12	2643	2098439	1	chr2	187812	2286250	695980	698623
supercont2.10	1699340	1701630	IES-00238-r12	2291	2098439	1	chr2	187812	2286250	584621	586912
supercont2.10	1711603	1712209	IES-00239-r16	607	2098439	1	chr2	187812	2286250	574042	574649
supercont2.10	1728581	1730145	IES-00240-r13	1565	2098439	1	chr2	187812	2286250	556106	557671
supercont2.10	1763220	1768596	IES-00241-r8	5377	2098439	1	chr2	187812	2286250	517655	523032
supercont2.10	1796873	1797740	IES-00242-r13	868	2098439	1	chr2	187812	2286250	488511	489379
supercont2.10	1801878	1802478	IES-00243-r9	601	2098439	1	chr2	187812	2286250	483773	484374
supercont2.10	1827195	1828040	IES-00244-r9	846	2098439	1	chr2	187812	2286250	458211	459057
supercont2.10	1835363	1838857	IES-00245-r18	3495	2098439	1	chr2	187812	2286250	447394	450889
supercont2.10	1855205	1855911	IES-00246-r15	707	2098439	1	chr2	187812	2286250	430340	431047
supercont2.10	1861136	1862201	IES-00247-r12	1066	2098439	1	chr2	187812	2286250	424050	425116
supercont2.10	1891416	1894526	IES-00248-r26	3111	2098439	1	chr2	187812	2286250	391725	394836
supercont2.10	1899136	1906162	IES-00249-r14	7027	2098439	1	chr2	187812	2286250	380089	387116
supercont2.10	1943037	1946883	IES-00250-r16	3847	2098439	1	chr2	187812	2286250	339368	343215
supercont2.10	1969857	1970651	IES-00251-r15	795	2098439	1	chr2	187812	2286250	315600	316395
supercont2.10	1994480	1996024	IES-00252-r11	1545	2098439	1	chr2	187812	2286250	290227	291772
supercont2.10	2029392	2033110	IES-00253-r10	3719	2098439	1	chr2	187812	2286250	253141	256860
supercont2.10	2039042	2040273	IES-00254-r14	1232	2098439	1	chr2	187812	2286250	245978	247210
supercont2.10	2064127	2065770	IES-00255-r13	1644	2098439	1	chr2	187812	2286250	220481	222125
supercont2.10	2071493	2074817	IES-00256-r15	3325	2098439	1	chr2	187812	2286250	211434	214759
supercont2.10	2077209	2081744	IES-00257-r17	4536	2098439	1	chr2	187812	2286250	204507	209043
supercont2.101	15262	22258	IES-00287-r12	6997	1	382529	chr2	19091326	19473854	19106588	19113585
supercont2.101	42392	44765	IES-00288-r19	2374	1	382529	chr2	19091326	19473854	19133718	19136092
supercont2.101	71701	73135	IES-00289-r11	1435	1	382529	chr2	19091326	19473854	19163027	19164462
supercont2.101	126624	129841	IES-00290-r12	3218	1	382529	chr2	19091326	19473854	19217950	19221168
supercont2.101	151839	156031	IES-00291-r14	4193	1	382529	chr2	19091326	19473854	19243165	19247358
supercont2.101	177491	189506	IES-00292-r12	12016	1	382529	chr2	19091326	19473854	19268817	19280833
supercont2.101	191825	195441	IES-00293-r10	3617	1	382529	chr2	19091326	19473854	19283151	19286768
supercont2.101	208816	210608	IES-00294-r9	1793	1	382529	chr2	19091326	19473854	19300142	19301935
supercont2.101	216936	219138	IES-00295-r16	2203	1	382529	chr2	19091326	19473854	19308262	19310465
supercont2.101	243597	244357	IES-00296-r7	761	1	382529	chr2	19091326	19473854	19334923	19335684
supercont2.101	258437	260222	IES-00297-r14	1786	1	382529	chr2	19091326	19473854	19349763	19351549
supercont2.101	262905	264089	IES-00298-r18	1185	1	382529	chr2	19091326	19473854	19354231	19355416
supercont2.101	271412	272578	IES-00299-r16	1167	1	382529	chr2	19091326	19473854	19362738	19363905
supercont2.101	292862	294118	IES-00300-r10	1257	1	382529	chr2	19091326	19473854	19384188	19385445
supercont2.101	320847	322983	IES-00301-r20	2137	1	382529	chr2	19091326	19473854	19412173	19414310
supercont2.101	337731	339367	IES-00302-r19	1637	1	382529	chr2	19091326	19473854	19429057	19430694
supercont2.101	345506	347188	IES-00303-r15	1683	1	382529	chr2	19091326	19473854	19436832	19438515
supercont2.101	359063	363949	IES-00304-r15	4887	1	382529	chr2	19091326	19473854	19450389	19455276
supercont2.106	18632	20011	IES-00388-r14	1380	365570	1	chr2	23473654	23839223	23819213	23820593
supercont2.106	24057	25578	IES-00389-r9	1522	365570	1	chr2	23473654	23839223	23813646	23815168
supercont2.106	26449	29835	IES-00390-r10	3387	365570	1	chr2	23473654	23839223	23809389	23812776
supercont2.106	51856	53655	IES-00392-r8	1800	365570	1	chr2	23473654	23839223	23785569	23787369
supercont2.106	65343	74737	IES-00393-r7	9395	365570	1	chr2	23473654	23839223	23764487	23773882
supercont2.106	92200	98405	IES-00394-r10	6206	365570	1	chr2	23473654	23839223	23740819	23747025
supercont2.106	100437	102535	IES-00395-r4	2099	365570	1	chr2	23473654	23839223	23736689	23738788
supercont2.106	112245	114775	IES-00396-r12	2531	365570	1	chr2	23473654	23839223	23724449	23726980
supercont2.106	118513	131581	IES-00397-r9	13069	365570	1	chr2	23473654	23839223	23707643	23720712
supercont2.106	135555	148748	IES-00398-r16	13194	365570	1	chr2	23473654	23839223	23690476	23703670
supercont2.106	164191	167599	IES-00399-r19	3409	365570	1	chr2	23473654	23839223	23671625	23675034
supercont2.106	196338	203056	IES-00400-r17	6719	365570	1	chr2	23473654	23839223	23636168	23642887
supercont2.106	204685	205474	IES-00401-r12	790	365570	1	chr2	23473654	23839223	23633750	23634540
supercont2.106	208706	209637	IES-00402-r12	932	365570	1	chr2	23473654	23839223	23629587	23630519
supercont2.106	217448	219466	IES-00403-r12	2019	365570	1	chr2	23473654	23839223	23619758	23621777
supercont2.106	221700	223452	IES-00404-r15	1753	365570	1	chr2	23473654	23839223	23615772	23617525
supercont2.106	226937	227439	IES-00405-r17	503	365570	1	chr2	23473654	23839223	23611785	23612288
supercont2.106	248825	250671	IES-00406-r9	1847	365570	1	chr2	23473654	23839223	23588553	23590400
supercont2.106	257801	262364	IES-00407-r19	4564	365570	1	chr2	23473654	23839223	23576860	23581424
supercont2.106	291030	293686	IES-00408-r17	2657	365570	1	chr2	23473654	23839223	23545538	23548195
supercont2.106	319026	320658	IES-00409-r19	1633	365570	1	chr2	23473654	23839223	23518566	23520199
supercont2.106	327688	329775	IES-00410-r21	2088	365570	1	chr2	23473654	23839223	23509449	23511537
supercont2.106	353409	354800	IES-00411-r19	1392	365570	1	chr2	23473654	23839223	23484424	23485816
supercont2.113	29419	31674	IES-00567-r11	2256	1	304979	chr2	4609031	4914009	4638450	4640706
supercont2.113	35326	41519	IES-00568-r22	6194	1	304979	chr2	4609031	4914009	4644357	4650551
supercont2.113	45712	49319	IES-00569-r13	3608	1	304979	chr2	4609031	4914009	4654743	4658351
supercont2.113	58998	61229	IES-00570-r12	2232	1	304979	chr2	4609031	4914009	4668029	4670261
supercont2.113	81398	82699	IES-00571-r15	1302	1	304979	chr2	4609031	4914009	4690429	4691731
supercont2.113	89106	91030	IES-00572-r21	1925	1	304979	chr2	4609031	4914009	4698137	4700062
supercont2.113	126375	132156	IES-00573-r21	5782	1	304979	chr2	4609031	4914009	4735406	4741188
supercont2.113	137465	137792	IES-00574-r16	328	1	304979	chr2	4609031	4914009	4746496	4746824
supercont2.113	159787	162562	IES-00575-r12	2776	1	304979	chr2	4609031	4914009	4768818	4771594
supercont2.113	188182	189786	IES-00576-r13	1605	1	304979	chr2	4609031	4914009	4797213	4798818
supercont2.113	199350	204494	IES-00577-r10	5145	1	304979	chr2	4609031	4914009	4808381	4813526
supercont2.113	207401	210098	IES-00578-r13	2698	1	304979	chr2	4609031	4914009	4816432	4819130
supercont2.113	216072	217937	IES-00579-r16	1866	1	304979	chr2	4609031	4914009	4825103	4826969
supercont2.113	235136	237454	IES-00580-r11	2319	1	304979	chr2	4609031	4914009	4844167	4846486
supercont2.113	239537	241244	IES-00581-r16	1708	1	304979	chr2	4609031	4914009	4848568	4850276
supercont2.113	257242	260042	IES-00582-r14	2801	1	304979	chr2	4609031	4914009	4866273	4869074
supercont2.113	267565	271226	IES-00583-r6	3662	1	304979	chr2	4609031	4914009	4876596	4880258
supercont2.113	273036	273931	IES-00584-r9	896	1	304979	chr2	4609031	4914009	4882067	4882963
supercont2.113	275407	277438	IES-00585-r10	2032	1	304979	chr2	4609031	4914009	4884438	4886470
supercont2.113	282642	284580	IES-00586-r11	1939	1	304979	chr2	4609031	4914009	4891673	4893612
supercont2.113	285466	291642	IES-00587-r11	6177	1	304979	chr2	4609031	4914009	4894497	4900674
supercont2.113	300613	303451	IES-00588-r9	2839	1	304979	chr2	4609031	4914009	4909644	4912483
supercont2.116	5475	7354	IES-00643-r12	1880	338725	1	chr2	15739958	16078682	16071329	16073209
supercont2.116	10586	13633	IES-00644-r6	3048	338725	1	chr2	15739958	16078682	16065050	16068098
supercont2.116	14709	17908	IES-00645-r6	3200	338725	1	chr2	15739958	16078682	16060775	16063975
supercont2.116	18954	22697	IES-00646-r6	3744	338725	1	chr2	15739958	16078682	16055986	16059730
supercont2.116	34205	35819	IES-00647-r8	1615	338725	1	chr2	15739958	16078682	16042864	16044479
supercont2.116	40411	44071	IES-00648-r15	3661	338725	1	chr2	15739958	16078682	16034612	16038273
supercont2.116	46415	46859	IES-00649-r5	445	338725	1	chr2	15739958	16078682	16031824	16032269
supercont2.116	48036	51816	IES-00650-r7	3781	338725	1	chr2	15739958	16078682	16026867	16030648
supercont2.116	53412	60004	IES-00651-r7	6593	338725	1	chr2	15739958	16078682	16018679	16025272
supercont2.116	62618	67157	IES-00652-r7	4540	338725	1	chr2	15739958	16078682	16011526	16016066
supercont2.116	68074	79773	IES-00653-r6	11700	338725	1	chr2	15739958	16078682	15998910	16010610
supercont2.116	80571	85316	IES-00654-r8	4746	338725	1	chr2	15739958	16078682	15993367	15998113
supercont2.116	92918	96078	IES-00655-r8	3161	338725	1	chr2	15739958	16078682	15982605	15985766
supercont2.116	98162	103373	IES-00656-r7	5212	338725	1	chr2	15739958	16078682	15975310	15980522
supercont2.116	105635	113776	IES-00657-r4	8142	338725	1	chr2	15739958	16078682	15964907	15973049
supercont2.116	121293	123235	IES-00658-r6	1943	338725	1	chr2	15739958	16078682	15955448	15957391
supercont2.116	126767	139112	IES-00659-r8	12346	338725	1	chr2	15739958	16078682	15939571	15951917
supercont2.116	148012	161905	IES-00660-r10	13894	338725	1	chr2	15739958	16078682	15916778	15930672
supercont2.116	169331	176403	IES-00661-r5	7073	338725	1	chr2	15739958	16078682	15902280	15909353
supercont2.116	179211	182951	IES-00662-r9	3741	338725	1	chr2	15739958	16078682	15895732	15899473
supercont2.116	184630	200945	IES-00663-r10	16316	338725	1	chr2	15739958	16078682	15877738	15894054
supercont2.116	203719	210035	IES-00664-r10	6317	338725	1	chr2	15739958	16078682	15868648	15874965
supercont2.116	231993	241379	IES-00665-r9	9387	338725	1	chr2	15739958	16078682	15837304	15846691
supercont2.116	255206	258184	IES-00666-r16	2979	338725	1	chr2	15739958	16078682	15820499	15823478
supercont2.116	260105	262571	IES-00667-r13	2467	338725	1	chr2	15739958	16078682	15816112	15818579
supercont2.116	272284	273417	IES-00668-r9	1134	338725	1	chr2	15739958	16078682	15805266	15806400
supercont2.116	281722	285062	IES-00669-r11	3341	338725	1	chr2	15739958	16078682	15793621	15796962
supercont2.116	293376	302163	IES-00670-r19	8788	338725	1	chr2	15739958	16078682	15776520	15785308
supercont2.116	304346	305449	IES-00671-r11	1104	338725	1	chr2	15739958	16078682	15773234	15774338
supercont2.116	325424	329503	IES-00673-r10	4080	338725	1	chr2	15739958	16078682	15749180	15753260
supercont2.117	31794	38188	IES-00675-r10	6395	18664	1	chr2	11390681	11409344	11371157	11377552
supercont2.117	70799	73046	IES-00676-r16	2248	18664	1	chr2	11390681	11409344	11336299	11338547
supercont2.117	75882	78856	IES-00677-r12	2975	18664	1	chr2	11390681	11409344	11330489	11333464
supercont2.117	134085	135937	IES-00678-r6	1853	18664	1	chr2	11390681	11409344	11273408	11275261
supercont2.117	138523	140659	IES-00679-r15	2137	18664	1	chr2	11390681	11409344	11268686	11270823
supercont2.117	163395	164583	IES-00680-r14	1189	18664	1	chr2	11390681	11409344	11244762	11245951
supercont2.117	195500	195749	IES-00681-r7	250	18664	1	chr2	11390681	11409344	11213596	11213846
supercont2.117	253558	256560	IES-00682-r8	3003	18664	1	chr2	11390681	11409344	11152785	11155788
supercont2.117	265995	267718	IES-00683-r16	1724	18664	1	chr2	11390681	11409344	11141627	11143351
supercont2.117	296492	299817	IES-00684-r9	3326	18664	1	chr2	11390681	11409344	11109528	11112854
supercont2.133	9427	11187	IES-01109-r10	1761	1	292427	chr2	16598639	16891065	16608066	16609827
supercont2.133	41367	43116	IES-01110-r13	1750	1	292427	chr2	16598639	16891065	16640006	16641756
supercont2.133	45072	55755	IES-01111-r6	10684	1	292427	chr2	16598639	16891065	16643711	16654395
supercont2.133	57202	60677	IES-01112-r15	3476	1	292427	chr2	16598639	16891065	16655841	16659317
supercont2.133	69878	71399	IES-01113-r9	1522	1	292427	chr2	16598639	16891065	16668517	16670039
supercont2.133	83190	88900	IES-01114-r8	5711	1	292427	chr2	16598639	16891065	16681829	16687540
supercont2.133	90446	97555	IES-01115-r9	7110	1	292427	chr2	16598639	16891065	16689085	16696195
supercont2.133	102123	102425	IES-01116-r9	303	1	292427	chr2	16598639	16891065	16700762	16701065
supercont2.133	105004	106603	IES-01117-r10	1600	1	292427	chr2	16598639	16891065	16703643	16705243
supercont2.133	114539	116320	IES-01118-r13	1782	1	292427	chr2	16598639	16891065	16713178	16714960
supercont2.133	130513	139302	IES-01119-r15	8790	1	292427	chr2	16598639	16891065	16729152	16737942
supercont2.133	149461	153724	IES-01120-r19	4264	1	292427	chr2	16598639	16891065	16748100	16752364
supercont2.133	191221	196167	IES-01121-r9	4947	1	292427	chr2	16598639	16891065	16789860	16794807
supercont2.133	237577	239134	IES-01122-r13	1558	1	292427	chr2	16598639	16891065	16836216	16837774
supercont2.133	247528	251018	IES-01123-r15	3491	1	292427	chr2	16598639	16891065	16846167	16849658
supercont2.133	255415	255768	IES-01124-r13	354	1	292427	chr2	16598639	16891065	16854054	16854408
supercont2.133	270255	284038	IES-01125-r14	13784	1	292427	chr2	16598639	16891065	16868894	16882678
supercont2.135	3616	10936	IES-01145-r7	7321	279200	152670	chr2	24436826	24563356	24705090	24712411
supercont2.135	12795	15171	IES-01146-r10	2377	279200	152670	chr2	24436826	24563356	24700855	24703232
supercont2.135	16485	20592	IES-01147-r9	4108	279200	152670	chr2	24436826	24563356	24695434	24699542
supercont2.135	31060	34075	IES-01148-r3	3016	279200	152670	chr2	24436826	24563356	24681951	24684967
supercont2.135	43323	54371	IES-01149-r11	11049	279200	152670	chr2	24436826	24563356	24661655	24672704
supercont2.135	55936	60265	IES-01150-r13	4330	279200	152670	chr2	24436826	24563356	24655761	24660091
supercont2.135	61876	64239	IES-01151-r19	2364	279200	152670	chr2	24436826	24563356	24651787	24654151
supercont2.135	105710	107542	IES-01152-r4	1833	279200	152670	chr2	24436826	24563356	24608484	24610317
supercont2.135	109674	125340	IES-01153-r5	15667	279200	152670	chr2	24436826	24563356	24590686	24606353
supercont2.135	127479	128331	IES-01154-r6	853	279200	152670	chr2	24436826	24563356	24587695	24588548
supercont2.135	131169	131523	IES-01155-r6	355	279200	152670	chr2	24436826	24563356	24584503	24584858
supercont2.135	190833	196940	IES-01156-r8	6108	279200	152670	chr2	24436826	24563356	24519086	24525194
supercont2.135	207093	212070	IES-01157-r11	4978	279200	152670	chr2	24436826	24563356	24503956	24508934
supercont2.135	238056	241138	IES-01158-r15	3083	279200	152670	chr2	24436826	24563356	24474888	24477971
supercont2.135	243252	245799	IES-01159-r14	2548	279200	152670	chr2	24436826	24563356	24470227	24472775
supercont2.135	250566	254926	IES-01160-r19	4361	279200	152670	chr2	24436826	24563356	24461100	24465461
supercont2.135	262311	265202	IES-01161-r9	2892	279200	152670	chr2	24436826	24563356	24450824	24453716
supercont2.136	10871	20314	IES-01162-r20	9444	290657	1	chr2	18585248	18875904	18855591	18865035
supercont2.136	29225	31665	IES-01163-r13	2441	290657	1	chr2	18585248	18875904	18844240	18846681
supercont2.136	54162	59759	IES-01164-r16	5598	290657	1	chr2	18585248	18875904	18816146	18821744
supercont2.136	82803	95923	IES-01165-r3	13121	290657	1	chr2	18585248	18875904	18779982	18793103
supercont2.136	109091	115090	IES-01166-r12	6000	290657	1	chr2	18585248	18875904	18760815	18766815
supercont2.136	147363	149547	IES-01167-r7	2185	290657	1	chr2	18585248	18875904	18726358	18728543
supercont2.136	157761	161356	IES-01168-r15	3596	290657	1	chr2	18585248	18875904	18714549	18718145
supercont2.136	164285	167842	IES-01169-r17	3558	290657	1	chr2	18585248	18875904	18708063	18711621
supercont2.136	195096	200312	IES-01170-r12	5217	290657	1	chr2	18585248	18875904	18675593	18680810
supercont2.136	212667	215247	IES-01171-r23	2581	290657	1	chr2	18585248	18875904	18660658	18663239
supercont2.136	216146	221273	IES-01172-r14	5128	290657	1	chr2	18585248	18875904	18654632	18659760
supercont2.136	235205	237916	IES-01173-r10	2712	290657	1	chr2	18585248	18875904	18637989	18640701
supercont2.136	239584	250600	IES-01174-r9	11017	290657	1	chr2	18585248	18875904	18625305	18636322
supercont2.136	253938	261282	IES-01175-r23	7345	290657	1	chr2	18585248	18875904	18614623	18621968
supercont2.136	270731	274596	IES-01176-r22	3866	290657	1	chr2	18585248	18875904	18601309	18605175
supercont2.142	16825	20209	IES-01291-r9	3385	274437	1	chr2	11624279	11898715	11878507	11881892
supercont2.142	26211	28123	IES-01292-r6	1913	274437	1	chr2	11624279	11898715	11870593	11872506
supercont2.142	30798	35567	IES-01293-r7	4770	274437	1	chr2	11624279	11898715	11863149	11867919
supercont2.142	36911	40516	IES-01294-r5	3606	274437	1	chr2	11624279	11898715	11858200	11861806
supercont2.142	41840	48625	IES-01295-r8	6786	274437	1	chr2	11624279	11898715	11850091	11856877
supercont2.142	53206	58771	IES-01296-r3	5566	274437	1	chr2	11624279	11898715	11839945	11845511
supercont2.142	60013	78555	IES-01297-r4	18543	274437	1	chr2	11624279	11898715	11820161	11838704
supercont2.142	81446	82050	IES-01298-r11	605	274437	1	chr2	11624279	11898715	11816666	11817271
supercont2.142	83711	87220	IES-01299-r9	3510	274437	1	chr2	11624279	11898715	11811496	11815006
supercont2.142	88235	99667	IES-01300-r10	11433	274437	1	chr2	11624279	11898715	11799049	11810482
supercont2.142	102684	113103	IES-01301-r10	10420	274437	1	chr2	11624279	11898715	11785613	11796033
supercont2.142	126463	130030	IES-01302-r10	3568	274437	1	chr2	11624279	11898715	11768686	11772254
supercont2.142	142555	151196	IES-01303-r5	8642	274437	1	chr2	11624279	11898715	11747520	11756162
supercont2.142	173186	175726	IES-01304-r11	2541	274437	1	chr2	11624279	11898715	11722990	11725531
supercont2.142	228424	231996	IES-01305-r13	3573	274437	1	chr2	11624279	11898715	11666720	11670293
supercont2.142	238480	246678	IES-01306-r9	8199	274437	1	chr2	11624279	11898715	11652038	11660237
supercont2.145	7661	27017	IES-01340-r14	19357	268170	1	chr2	2286351	2554520	2527504	2546861
supercont2.145	39188	40352	IES-01341-r11	1165	268170	1	chr2	2286351	2554520	2514169	2515334
supercont2.145	43631	46025	IES-01342-r12	2395	268170	1	chr2	2286351	2554520	2508496	2510891
supercont2.145	71011	74480	IES-01343-r9	3470	268170	1	chr2	2286351	2554520	2480041	2483511
supercont2.145	79666	82329	IES-01344-r13	2664	268170	1	chr2	2286351	2554520	2472192	2474856
supercont2.145	86063	87794	IES-01345-r13	1732	268170	1	chr2	2286351	2554520	2466727	2468459
supercont2.145	94417	94895	IES-01346-r11	479	268170	1	chr2	2286351	2554520	2459626	2460105
