supercontig	IES_in_supercontig_start	IES_in_supercontig_end	IES_ID	IES_size	start_supercontig	end_supercontig	chromosome_name	supercontig_in_chromosome_start	supercontig_in_chromosome_end	IES_in_chromosome_start	IES_in_chromosome_end
supercont2.1	1105737	1109547	IES-00043-r8	3811	3543150	1	chr4	5827052	9370201	8260655	8264466
supercont2.1	1126719	1128186	IES-00044-r12	1468	3543150	1	chr4	5827052	9370201	8242016	8243484
supercont2.1	1155721	1156869	IES-00045-r16	1149	3543150	1	chr4	5827052	9370201	8213333	8214482
supercont2.1	1161565	1162378	IES-00046-r14	814	3543150	1	chr4	5827052	9370201	8207824	8208638
supercont2.1	1178280	1178736	IES-00047-r14	457	3543150	1	chr4	5827052	9370201	8191466	8191923
supercont2.1	1200563	1200793	IES-00048-r12	231	3543150	1	chr4	5827052	9370201	8169409	8169640
supercont2.1	1224146	1224761	IES-00049-r12	616	3543150	1	chr4	5827052	9370201	8145441	8146057
supercont2.1	1260178	1262118	IES-00050-r7	1941	3543150	1	chr4	5827052	9370201	8108084	8110025
supercont2.1	1292002	1293720	IES-00051-r12	1719	3543150	1	chr4	5827052	9370201	8076482	8078201
supercont2.1	1296824	1298338	IES-00052-r14	1515	3543150	1	chr4	5827052	9370201	8071864	8073379
supercont2.1	1321057	1323168	IES-00053-r11	2112	3543150	1	chr4	5827052	9370201	8047034	8049146
supercont2.1	1329867	1331144	IES-00054-r15	1278	3543150	1	chr4	5827052	9370201	8039058	8040336
supercont2.1	1337385	1346926	IES-00055-r17	9542	3543150	1	chr4	5827052	9370201	8023276	8032818
supercont2.1	1351892	1352713	IES-00056-r16	822	3543150	1	chr4	5827052	9370201	8017489	8018311
supercont2.1	1370693	1372864	IES-00057-r12	2172	3543150	1	chr4	5827052	9370201	7997338	7999510
supercont2.1	1411163	1417882	IES-00058-r13	6720	3543150	1	chr4	5827052	9370201	7952320	7959040
supercont2.1	1429509	1429785	IES-00059-r21	277	3543150	1	chr4	5827052	9370201	7940417	7940694
supercont2.1	1447331	1447884	IES-00060-r15	554	3543150	1	chr4	5827052	9370201	7922318	7922872
supercont2.1	1470792	1473098	IES-00061-r20	2307	3543150	1	chr4	5827052	9370201	7897104	7899411
supercont2.1	1490236	1491148	IES-00062-r8	913	3543150	1	chr4	5827052	9370201	7879054	7879967
supercont2.1	1494772	1496240	IES-00063-r15	1469	3543150	1	chr4	5827052	9370201	7873962	7875431
supercont2.1	1504387	1506160	IES-00064-r15	1774	3543150	1	chr4	5827052	9370201	7864042	7865816
supercont2.1	1533391	1535439	IES-00065-r10	2049	3543150	1	chr4	5827052	9370201	7834763	7836812
supercont2.1	1597385	1600961	IES-00066-r15	3577	3543150	1	chr4	5827052	9370201	7769241	7772818
supercont2.1	1664474	1668527	IES-00067-r16	4054	3543150	1	chr4	5827052	9370201	7701675	7705729
supercont2.1	1706998	1710511	IES-00068-r12	3514	3543150	1	chr4	5827052	9370201	7659691	7663205
supercont2.1	1738036	1740624	IES-00069-r15	2589	3543150	1	chr4	5827052	9370201	7629578	7632167
supercont2.1	1765012	1765342	IES-00070-r7	331	3543150	1	chr4	5827052	9370201	7604860	7605191
supercont2.1	1768032	1770424	IES-00071-r17	2393	3543150	1	chr4	5827052	9370201	7599778	7602171
supercont2.1	1817660	1819691	IES-00072-r14	2032	3543150	1	chr4	5827052	9370201	7550511	7552543
supercont2.1	1852550	1853064	IES-00073-r19	515	3543150	1	chr4	5827052	9370201	7517138	7517653
supercont2.1	1860311	1862754	IES-00074-r10	2444	3543150	1	chr4	5827052	9370201	7507448	7509892
supercont2.1	1875799	1877208	IES-00075-r18	1410	3543150	1	chr4	5827052	9370201	7492994	7494404
supercont2.1	1893488	1894756	IES-00076-r7	1269	3543150	1	chr4	5827052	9370201	7475446	7476715
supercont2.1	1913897	1914600	IES-00077-r16	704	3543150	1	chr4	5827052	9370201	7455602	7456306
supercont2.1	1919025	1920534	IES-00078-r21	1510	3543150	1	chr4	5827052	9370201	7449668	7451178
supercont2.1	1936435	1938003	IES-00079-r19	1569	3543150	1	chr4	5827052	9370201	7432199	7433768
supercont2.1	1954935	1957699	IES-00080-r8	2765	3543150	1	chr4	5827052	9370201	7412503	7415268
supercont2.1	1988405	1990684	IES-00081-r11	2280	3543150	1	chr4	5827052	9370201	7379518	7381798
supercont2.1	2022881	2025167	IES-00082-r14	2287	3543150	1	chr4	5827052	9370201	7345035	7347322
supercont2.1	2027233	2029387	IES-00083-r14	2155	3543150	1	chr4	5827052	9370201	7340815	7342970
supercont2.1	2035824	2039134	IES-00084-r11	3311	3543150	1	chr4	5827052	9370201	7331068	7334379
supercont2.1	2041209	2044892	IES-00085-r11	3684	3543150	1	chr4	5827052	9370201	7325310	7328994
supercont2.1	2046593	2049158	IES-00086-r12	2566	3543150	1	chr4	5827052	9370201	7321044	7323610
supercont2.1	2052609	2057091	IES-00087-r12	4483	3543150	1	chr4	5827052	9370201	7313111	7317594
supercont2.1	2060779	2062534	IES-00088-r4	1756	3543150	1	chr4	5827052	9370201	7307668	7309424
supercont2.1	2069631	2071702	IES-00089-r21	2072	3543150	1	chr4	5827052	9370201	7298500	7300572
supercont2.1	2092172	2093589	IES-00090-r10	1418	3543150	1	chr4	5827052	9370201	7276613	7278031
supercont2.1	2095733	2096908	IES-00091-r13	1176	3543150	1	chr4	5827052	9370201	7273294	7274470
supercont2.1	2103352	2104982	IES-00092-r12	1631	3543150	1	chr4	5827052	9370201	7265220	7266851
supercont2.1	2145022	2146643	IES-00093-r18	1622	3543150	1	chr4	5827052	9370201	7223559	7225181
supercont2.1	2152992	2156502	IES-00094-r9	3511	3543150	1	chr4	5827052	9370201	7213700	7217211
supercont2.1	2212005	2215846	IES-00095-r9	3842	3543150	1	chr4	5827052	9370201	7154356	7158198
supercont2.1	2224656	2231880	IES-00096-r12	7225	3543150	1	chr4	5827052	9370201	7138322	7145547
supercont2.1	2241838	2243628	IES-00097-r16	1791	3543150	1	chr4	5827052	9370201	7126574	7128365
supercont2.1	2286832	2289791	IES-00098-r8	2960	3543150	1	chr4	5827052	9370201	7080411	7083371
supercont2.1	2358363	2359865	IES-00099-r16	1503	3543150	1	chr4	5827052	9370201	7010337	7011840
supercont2.1	2361476	2362609	IES-00100-r22	1134	3543150	1	chr4	5827052	9370201	7007593	7008727
supercont2.1	2367900	2368978	IES-00101-r15	1079	3543150	1	chr4	5827052	9370201	7001224	7002303
supercont2.1	2373962	2377804	IES-00102-r15	3843	3543150	1	chr4	5827052	9370201	6992398	6996241
supercont2.1	2379227	2384123	IES-00103-r16	4897	3543150	1	chr4	5827052	9370201	6986079	6990976
supercont2.1	2385088	2387258	IES-00104-r8	2171	3543150	1	chr4	5827052	9370201	6982944	6985115
supercont2.1	2396884	2399493	IES-00105-r15	2610	3543150	1	chr4	5827052	9370201	6970709	6973319
supercont2.1	2402495	2403728	IES-00106-r10	1234	3543150	1	chr4	5827052	9370201	6966474	6967708
supercont2.1	2406239	2408754	IES-00107-r14	2516	3543150	1	chr4	5827052	9370201	6961448	6963964
supercont2.1	2415218	2418131	IES-00108-r9	2914	3543150	1	chr4	5827052	9370201	6952071	6954985
supercont2.1	2433176	2434431	IES-00109-r22	1256	3543150	1	chr4	5827052	9370201	6935771	6937027
supercont2.1	2466273	2467944	IES-00110-r16	1672	3543150	1	chr4	5827052	9370201	6902258	6903930
supercont2.1	2479502	2480169	IES-00111-r13	668	3543150	1	chr4	5827052	9370201	6890033	6890701
supercont2.1	2483845	2486439	IES-00112-r11	2595	3543150	1	chr4	5827052	9370201	6883763	6886358
supercont2.1	2496496	2497718	IES-00113-r12	1223	3543150	1	chr4	5827052	9370201	6872484	6873707
supercont2.1	2514760	2517617	IES-00114-r15	2858	3543150	1	chr4	5827052	9370201	6852585	6855443
supercont2.1	2535040	2535701	IES-00115-r9	662	3543150	1	chr4	5827052	9370201	6834501	6835163
supercont2.1	2542686	2544468	IES-00116-r11	1783	3543150	1	chr4	5827052	9370201	6825734	6827517
supercont2.1	2588655	2589594	IES-00117-r21	940	3543150	1	chr4	5827052	9370201	6780608	6781548
supercont2.1	2606320	2609095	IES-00118-r16	2776	3543150	1	chr4	5827052	9370201	6761107	6763883
supercont2.1	2612776	2616334	IES-00119-r24	3559	3543150	1	chr4	5827052	9370201	6753868	6757427
supercont2.1	2645552	2649441	IES-00120-r14	3890	3543150	1	chr4	5827052	9370201	6720761	6724651
supercont2.1	2651295	2652920	IES-00121-r26	1626	3543150	1	chr4	5827052	9370201	6717282	6718908
supercont2.1	2710739	2717618	IES-00122-r24	6880	3543150	1	chr4	5827052	9370201	6652584	6659464
supercont2.1	2726788	2727419	IES-00123-r7	632	3543150	1	chr4	5827052	9370201	6642783	6643415
supercont2.1	2735366	2737499	IES-00124-r13	2134	3543150	1	chr4	5827052	9370201	6632703	6634837
supercont2.1	2756773	2759755	IES-00125-r11	2983	3543150	1	chr4	5827052	9370201	6610447	6613430
supercont2.1	2775886	2777918	IES-00126-r17	2033	3543150	1	chr4	5827052	9370201	6592284	6594317
supercont2.1	2816550	2817399	IES-00127-r16	850	3543150	1	chr4	5827052	9370201	6552803	6553653
supercont2.1	2842923	2849826	IES-00128-r13	6904	3543150	1	chr4	5827052	9370201	6520376	6527280
supercont2.1	2850984	2852308	IES-00129-r16	1325	3543150	1	chr4	5827052	9370201	6517894	6519219
supercont2.1	2864773	2865985	IES-00130-r12	1213	3543150	1	chr4	5827052	9370201	6504217	6505430
supercont2.1	2903745	2905963	IES-00131-r12	2219	3543150	1	chr4	5827052	9370201	6464239	6466458
supercont2.1	2907060	2909867	IES-00132-r11	2808	3543150	1	chr4	5827052	9370201	6460335	6463143
supercont2.1	2965727	2970200	IES-00133-r16	4474	3543150	1	chr4	5827052	9370201	6400002	6404476
supercont2.1	3030545	3032774	IES-00134-r13	2230	3543150	1	chr4	5827052	9370201	6337428	6339658
supercont2.1	3061739	3063904	IES-00135-r16	2166	3543150	1	chr4	5827052	9370201	6306298	6308464
supercont2.1	3100972	3102487	IES-00136-r14	1516	3543150	1	chr4	5827052	9370201	6267715	6269231
supercont2.1	3122601	3123925	IES-00137-r16	1325	3543150	1	chr4	5827052	9370201	6246277	6247602
supercont2.1	3126053	3127690	IES-00138-r12	1638	3543150	1	chr4	5827052	9370201	6242512	6244150
supercont2.1	3148178	3149129	IES-00139-r14	952	3543150	1	chr4	5827052	9370201	6221073	6222025
supercont2.1	3200157	3201035	IES-00140-r11	879	3543150	1	chr4	5827052	9370201	6169167	6170046
supercont2.1	3216261	3216710	IES-00141-r14	450	3543150	1	chr4	5827052	9370201	6153492	6153942
supercont2.1	3221193	3221833	IES-00142-r13	641	3543150	1	chr4	5827052	9370201	6148369	6149010
supercont2.1	3226328	3228970	IES-00143-r12	2643	3543150	1	chr4	5827052	9370201	6141232	6143875
supercont2.1	3269193	3269918	IES-00145-r14	726	3543150	1	chr4	5827052	9370201	6100284	6101010
supercont2.1	3298561	3301234	IES-00146-r20	2674	3543150	1	chr4	5827052	9370201	6068968	6071642
supercont2.1	3311270	3314049	IES-00147-r7	2780	3543150	1	chr4	5827052	9370201	6056153	6058933
supercont2.1	3333330	3336179	IES-00148-r16	2850	3543150	1	chr4	5827052	9370201	6034023	6036873
supercont2.1	3368899	3369143	IES-00149-r12	245	3543150	1	chr4	5827052	9370201	6001059	6001304
supercont2.1	3395803	3396450	IES-00150-r9	648	3543150	1	chr4	5827052	9370201	5973752	5974400
supercont2.1	3416483	3418782	IES-00151-r9	2300	3543150	1	chr4	5827052	9370201	5951420	5953720
supercont2.1	3430266	3439342	IES-00152-r10	9077	3543150	1	chr4	5827052	9370201	5930860	5939937
supercont2.1	3449063	3452349	IES-00153-r6	3287	3543150	1	chr4	5827052	9370201	5917853	5921140
supercont2.1	3454503	3456960	IES-00154-r10	2458	3543150	1	chr4	5827052	9370201	5913242	5915700
supercont2.1	3471060	3474908	IES-00155-r17	3849	3543150	1	chr4	5827052	9370201	5895294	5899143
supercont2.1	3506321	3506570	IES-00156-r26	250	3543150	1	chr4	5827052	9370201	5863632	5863882
supercont2.1	3515156	3515595	IES-00157-r12	440	3543150	1	chr4	5827052	9370201	5854607	5855047
supercont2.1	3524336	3527531	IES-00158-r11	3196	3543150	1	chr4	5827052	9370201	5842671	5845867
supercont2.118	11786	20479	IES-00685-r17	8694	1	333073	chr4	16458112	16791184	16469898	16478592
supercont2.118	40190	40895	IES-00686-r15	706	1	333073	chr4	16458112	16791184	16498302	16499008
supercont2.118	44724	48492	IES-00687-r13	3769	1	333073	chr4	16458112	16791184	16502836	16506605
supercont2.118	61006	64074	IES-00688-r9	3069	1	333073	chr4	16458112	16791184	16519118	16522187
supercont2.118	78112	79452	IES-00689-r7	1341	1	333073	chr4	16458112	16791184	16536224	16537565
supercont2.118	81303	82399	IES-00690-r6	1097	1	333073	chr4	16458112	16791184	16539415	16540512
supercont2.118	83293	84098	IES-00691-r18	806	1	333073	chr4	16458112	16791184	16541405	16542211
supercont2.118	93195	93692	IES-00692-r9	498	1	333073	chr4	16458112	16791184	16551307	16551805
supercont2.118	103890	108759	IES-00693-r12	4870	1	333073	chr4	16458112	16791184	16562002	16566872
supercont2.118	133391	140394	IES-00694-r7	7004	1	333073	chr4	16458112	16791184	16591503	16598507
supercont2.118	168368	169344	IES-00695-r8	977	1	333073	chr4	16458112	16791184	16626480	16627457
supercont2.118	175648	177903	IES-00696-r13	2256	1	333073	chr4	16458112	16791184	16633760	16636016
supercont2.118	180590	183691	IES-00697-r8	3102	1	333073	chr4	16458112	16791184	16638702	16641804
supercont2.118	189030	192192	IES-00698-r13	3163	1	333073	chr4	16458112	16791184	16647142	16650305
supercont2.118	197577	198099	IES-00699-r7	523	1	333073	chr4	16458112	16791184	16655689	16656212
supercont2.118	207868	217661	IES-00700-r5	9794	1	333073	chr4	16458112	16791184	16665980	16675774
supercont2.118	219494	224770	IES-00701-r13	5277	1	333073	chr4	16458112	16791184	16677606	16682883
supercont2.118	225752	228383	IES-00702-r13	2632	1	333073	chr4	16458112	16791184	16683864	16686496
supercont2.118	232475	235091	IES-00703-r14	2617	1	333073	chr4	16458112	16791184	16690587	16693204
supercont2.118	246640	248510	IES-00704-r14	1871	1	333073	chr4	16458112	16791184	16704752	16706623
supercont2.118	253725	256651	IES-00705-r14	2927	1	333073	chr4	16458112	16791184	16711837	16714764
supercont2.118	259383	265809	IES-00706-r8	6427	1	333073	chr4	16458112	16791184	16717495	16723922
supercont2.118	274172	278190	IES-00707-r12	4019	1	333073	chr4	16458112	16791184	16732284	16736303
supercont2.118	284392	286786	IES-00708-r14	2395	1	333073	chr4	16458112	16791184	16742504	16744899
supercont2.118	288876	291719	IES-00709-r20	2844	1	333073	chr4	16458112	16791184	16746988	16749832
supercont2.118	293549	302033	IES-00710-r15	8485	1	333073	chr4	16458112	16791184	16751661	16760146
supercont2.118	321316	326315	IES-00711-r7	5000	1	333073	chr4	16458112	16791184	16779428	16784428
supercont2.12	36056	38312	IES-00738-r14	2257	1746771	1	chr4	23060377	24807147	24768836	24771093
supercont2.12	44929	46457	IES-00739-r14	1529	1746771	1	chr4	23060377	24807147	24760691	24762220
supercont2.12	72066	73114	IES-00740-r23	1049	1746771	1	chr4	23060377	24807147	24734034	24735083
supercont2.12	78519	81590	IES-00741-r15	3072	1746771	1	chr4	23060377	24807147	24725558	24728630
supercont2.12	161723	163872	IES-00742-r14	2150	1746771	1	chr4	23060377	24807147	24643276	24645426
supercont2.12	178918	180582	IES-00743-r15	1665	1746771	1	chr4	23060377	24807147	24626566	24628231
supercont2.12	199664	200230	IES-00744-r14	567	1746771	1	chr4	23060377	24807147	24606918	24607485
supercont2.12	237536	243329	IES-00745-r8	5794	1746771	1	chr4	23060377	24807147	24563819	24569613
supercont2.12	261326	261985	IES-00746-r19	660	1746771	1	chr4	23060377	24807147	24545163	24545823
supercont2.12	356742	359005	IES-00747-r11	2264	1746771	1	chr4	23060377	24807147	24448143	24450407
supercont2.12	373432	377035	IES-00748-r12	3604	1746771	1	chr4	23060377	24807147	24430113	24433717
supercont2.12	384932	386360	IES-00749-r10	1429	1746771	1	chr4	23060377	24807147	24420788	24422217
supercont2.12	444550	447540	IES-00750-r3	2991	1746771	1	chr4	23060377	24807147	24359608	24362599
supercont2.12	474902	475931	IES-00751-r16	1030	1746771	1	chr4	23060377	24807147	24331217	24332247
supercont2.12	560111	565279	IES-00752-r10	5169	1746771	1	chr4	23060377	24807147	24241869	24247038
supercont2.12	570501	571315	IES-00753-r6	815	1746771	1	chr4	23060377	24807147	24235833	24236648
supercont2.12	580307	582097	IES-00754-r17	1791	1746771	1	chr4	23060377	24807147	24225051	24226842
supercont2.12	590026	591180	IES-00755-r20	1155	1746771	1	chr4	23060377	24807147	24215968	24217123
supercont2.12	611981	612807	IES-00756-r6	827	1746771	1	chr4	23060377	24807147	24194341	24195168
supercont2.12	615235	620324	IES-00757-r10	5090	1746771	1	chr4	23060377	24807147	24186824	24191914
supercont2.12	717714	718338	IES-00758-r25	625	1746771	1	chr4	23060377	24807147	24088810	24089435
supercont2.12	728076	730572	IES-00759-r15	2497	1746771	1	chr4	23060377	24807147	24076576	24079073
supercont2.12	771249	776495	IES-00760-r12	5247	1746771	1	chr4	23060377	24807147	24030653	24035900
supercont2.12	781004	785175	IES-00761-r7	4172	1746771	1	chr4	23060377	24807147	24021973	24026145
supercont2.12	795653	797235	IES-00763-r21	1583	1746771	1	chr4	23060377	24807147	24009913	24011496
supercont2.12	830525	832854	IES-00764-r16	2330	1746771	1	chr4	23060377	24807147	23974294	23976624
supercont2.12	867278	869079	IES-00765-r9	1802	1746771	1	chr4	23060377	24807147	23938069	23939871
supercont2.12	875096	876054	IES-00766-r12	959	1746771	1	chr4	23060377	24807147	23931094	23932053
supercont2.12	944495	947212	IES-00767-r13	2718	1746771	1	chr4	23060377	24807147	23859936	23862654
supercont2.12	967953	969010	IES-00768-r10	1058	1746771	1	chr4	23060377	24807147	23838138	23839196
supercont2.12	1046243	1049531	IES-00769-r10	3289	1746771	1	chr4	23060377	24807147	23757617	23760906
supercont2.12	1052380	1053248	IES-00770-r16	869	1746771	1	chr4	23060377	24807147	23753900	23754769
supercont2.12	1060916	1063184	IES-00771-r9	2269	1746771	1	chr4	23060377	24807147	23743964	23746233
supercont2.12	1068303	1072996	IES-00772-r8	4694	1746771	1	chr4	23060377	24807147	23734152	23738846
supercont2.12	1089627	1090847	IES-00773-r12	1221	1746771	1	chr4	23060377	24807147	23716301	23717522
supercont2.12	1092132	1095017	IES-00774-r8	2886	1746771	1	chr4	23060377	24807147	23712131	23715017
supercont2.12	1096118	1098712	IES-00775-r7	2595	1746771	1	chr4	23060377	24807147	23708436	23711031
supercont2.12	1111715	1113681	IES-00776-r17	1967	1746771	1	chr4	23060377	24807147	23693467	23695434
supercont2.12	1131280	1131853	IES-00777-r8	574	1746771	1	chr4	23060377	24807147	23675295	23675869
supercont2.12	1136470	1138135	IES-00778-r5	1666	1746771	1	chr4	23060377	24807147	23669013	23670679
supercont2.12	1186456	1189709	IES-00779-r18	3254	1746771	1	chr4	23060377	24807147	23617439	23620693
supercont2.12	1277917	1279235	IES-00781-r13	1319	1746771	1	chr4	23060377	24807147	23527913	23529232
supercont2.12	1335169	1337401	IES-00782-r9	2233	1746771	1	chr4	23060377	24807147	23469747	23471980
supercont2.12	1389455	1391798	IES-00783-r14	2344	1746771	1	chr4	23060377	24807147	23415350	23417694
supercont2.12	1397642	1400810	IES-00784-r14	3169	1746771	1	chr4	23060377	24807147	23406338	23409507
supercont2.12	1491626	1499517	IES-00785-r8	7892	1746771	1	chr4	23060377	24807147	23307631	23315523
supercont2.12	1501020	1502868	IES-00786-r12	1849	1746771	1	chr4	23060377	24807147	23304280	23306129
supercont2.12	1506028	1510870	IES-00787-r16	4843	1746771	1	chr4	23060377	24807147	23296278	23301121
supercont2.12	1515818	1519229	IES-00788-r13	3412	1746771	1	chr4	23060377	24807147	23287919	23291331
supercont2.12	1523635	1525113	IES-00789-r12	1479	1746771	1	chr4	23060377	24807147	23282035	23283514
supercont2.12	1528237	1531412	IES-00790-r16	3176	1746771	1	chr4	23060377	24807147	23275736	23278912
supercont2.12	1533990	1534383	IES-00791-r13	394	1746771	1	chr4	23060377	24807147	23272765	23273159
supercont2.12	1551243	1553804	IES-00792-r22	2562	1746771	1	chr4	23060377	24807147	23253344	23255906
supercont2.12	1564622	1565632	IES-00793-r18	1011	1746771	1	chr4	23060377	24807147	23241516	23242527
supercont2.12	1592265	1593212	IES-00794-r17	948	1746771	1	chr4	23060377	24807147	23213936	23214884
supercont2.12	1602163	1605071	IES-00795-r17	2909	1746771	1	chr4	23060377	24807147	23202077	23204986
supercont2.12	1618144	1619008	IES-00796-r14	865	1746771	1	chr4	23060377	24807147	23188140	23189005
supercont2.12	1629549	1632171	IES-00797-r15	2623	1746771	1	chr4	23060377	24807147	23174977	23177600
supercont2.12	1671775	1673949	IES-00798-r22	2175	1746771	1	chr4	23060377	24807147	23133199	23135374
supercont2.12	1684200	1691505	IES-00799-r10	7306	1746771	1	chr4	23060377	24807147	23115643	23122949
supercont2.12	1704452	1706551	IES-00800-r12	2100	1746771	1	chr4	23060377	24807147	23100597	23102697
supercont2.12	1707710	1710353	IES-00801-r12	2644	1746771	1	chr4	23060377	24807147	23096795	23099439
supercont2.12	1711722	1713944	IES-00802-r8	2223	1746771	1	chr4	23060377	24807147	23093204	23095427
supercont2.12	1716047	1718731	IES-00803-r12	2685	1746771	1	chr4	23060377	24807147	23088417	23091102
supercont2.12	1720287	1723980	IES-00804-r12	3694	1746771	1	chr4	23060377	24807147	23083168	23086862
supercont2.12	1735474	1736217	IES-00805-r14	744	1746771	1	chr4	23060377	24807147	23070931	23071675
supercont2.121	24918	31707	IES-00818-r12	6790	1	319872	chr4	19416511	19736382	19441429	19448219
supercont2.121	34822	37429	IES-00819-r10	2608	1	319872	chr4	19416511	19736382	19451333	19453941
supercont2.121	50868	57243	IES-00820-r15	6376	1	319872	chr4	19416511	19736382	19467379	19473755
supercont2.121	58859	59786	IES-00821-r15	928	1	319872	chr4	19416511	19736382	19475370	19476298
supercont2.121	69729	72280	IES-00822-r9	2552	1	319872	chr4	19416511	19736382	19486240	19488792
supercont2.121	91447	96246	IES-00823-r12	4800	1	319872	chr4	19416511	19736382	19507958	19512758
supercont2.121	98190	99482	IES-00824-r14	1293	1	319872	chr4	19416511	19736382	19514701	19515994
supercont2.121	135208	140086	IES-00825-r15	4879	1	319872	chr4	19416511	19736382	19551719	19556598
supercont2.121	145707	149410	IES-00826-r18	3704	1	319872	chr4	19416511	19736382	19562218	19565922
supercont2.121	153564	156935	IES-00827-r13	3372	1	319872	chr4	19416511	19736382	19570075	19573447
supercont2.121	177779	183480	IES-00828-r16	5702	1	319872	chr4	19416511	19736382	19594290	19599992
supercont2.121	204362	206811	IES-00829-r12	2450	1	319872	chr4	19416511	19736382	19620873	19623323
supercont2.121	211010	220819	IES-00830-r12	9810	1	319872	chr4	19416511	19736382	19627521	19637331
supercont2.121	226639	228623	IES-00831-r9	1985	1	319872	chr4	19416511	19736382	19643150	19645135
supercont2.121	229063	233083	IES-00832-r12	4021	1	319872	chr4	19416511	19736382	19645574	19649595
