supercontig	IES_in_supercontig_start	IES_in_supercontig_end	IES_ID	IES_size	start_supercontig	end_supercontig	chromosome_name	supercontig_in_chromosome_start	supercontig_in_chromosome_end	IES_in_chromosome_start	IES_in_chromosome_end
supercont2.113	45712	49319	IES-00569-r13	3608	315365	344693	chr1	34558666	34587994	34604378	34607986
supercont2.113	58998	61229	IES-00570-r12	2232	315365	344693	chr1	34558666	34587994	34617664	34619896
supercont2.113	81398	82699	IES-00571-r15	1302	315365	344693	chr1	34558666	34587994	34640064	34641366
supercont2.113	89106	91030	IES-00572-r21	1925	315365	344693	chr1	34558666	34587994	34647772	34649697
supercont2.113	126375	132156	IES-00573-r21	5782	315365	344693	chr1	34558666	34587994	34685041	34690823
supercont2.113	137465	137792	IES-00574-r16	328	315365	344693	chr1	34558666	34587994	34696131	34696459
supercont2.113	159787	162562	IES-00575-r12	2776	315365	344693	chr1	34558666	34587994	34718453	34721229
supercont2.113	188182	189786	IES-00576-r13	1605	315365	344693	chr1	34558666	34587994	34746848	34748453
supercont2.113	199350	204494	IES-00577-r10	5145	315365	344693	chr1	34558666	34587994	34758016	34763161
supercont2.113	207401	210098	IES-00578-r13	2698	315365	344693	chr1	34558666	34587994	34766067	34768765
supercont2.113	216072	217937	IES-00579-r16	1866	315365	344693	chr1	34558666	34587994	34774738	34776604
supercont2.113	235136	237454	IES-00580-r11	2319	315365	344693	chr1	34558666	34587994	34793802	34796121
supercont2.113	239537	241244	IES-00581-r16	1708	315365	344693	chr1	34558666	34587994	34798203	34799911
supercont2.113	257242	260042	IES-00582-r14	2801	315365	344693	chr1	34558666	34587994	34815908	34818709
supercont2.113	267565	271226	IES-00583-r6	3662	315365	344693	chr1	34558666	34587994	34826231	34829893
supercont2.113	273036	273931	IES-00584-r9	896	315365	344693	chr1	34558666	34587994	34831702	34832598
supercont2.113	275407	277438	IES-00585-r10	2032	315365	344693	chr1	34558666	34587994	34834073	34836105
supercont2.113	282642	284580	IES-00586-r11	1939	315365	344693	chr1	34558666	34587994	34841308	34843247
supercont2.113	285466	291642	IES-00587-r11	6177	315365	344693	chr1	34558666	34587994	34844132	34850309
supercont2.113	300613	303451	IES-00588-r9	2839	315365	344693	chr1	34558666	34587994	34859279	34862118
supercont2.119	987	14517	IES-00712-r7	13531	1	347086	chr1	21201919	21549004	21202906	21216437
supercont2.119	16108	23041	IES-00713-r7	6934	1	347086	chr1	21201919	21549004	21218027	21224961
supercont2.119	33393	34511	IES-00714-r6	1119	1	347086	chr1	21201919	21549004	21235312	21236431
supercont2.119	36133	37848	IES-00715-r6	1716	1	347086	chr1	21201919	21549004	21238052	21239768
supercont2.119	44261	50842	IES-00716-r9	6582	1	347086	chr1	21201919	21549004	21246180	21252762
supercont2.119	84851	90754	IES-00717-r12	5904	1	347086	chr1	21201919	21549004	21286770	21292674
supercont2.119	99622	102673	IES-00718-r7	3052	1	347086	chr1	21201919	21549004	21301541	21304593
supercont2.119	106914	108851	IES-00719-r13	1938	1	347086	chr1	21201919	21549004	21308833	21310771
supercont2.119	113603	115036	IES-00720-r22	1434	1	347086	chr1	21201919	21549004	21315522	21316956
supercont2.119	138586	142058	IES-00721-r18	3473	1	347086	chr1	21201919	21549004	21340505	21343978
supercont2.119	144793	148408	IES-00722-r12	3616	1	347086	chr1	21201919	21549004	21346712	21350328
supercont2.119	185169	188210	IES-00723-r20	3042	1	347086	chr1	21201919	21549004	21387088	21390130
supercont2.119	192593	199096	IES-00724-r8	6504	1	347086	chr1	21201919	21549004	21394512	21401016
supercont2.119	202158	206165	IES-00725-r17	4008	1	347086	chr1	21201919	21549004	21404077	21408085
supercont2.119	229814	231162	IES-00726-r9	1349	1	347086	chr1	21201919	21549004	21431733	21433082
supercont2.119	234727	236150	IES-00727-r9	1424	1	347086	chr1	21201919	21549004	21436646	21438070
supercont2.119	238230	240963	IES-00728-r12	2734	1	347086	chr1	21201919	21549004	21440149	21442883
supercont2.119	246723	249033	IES-00729-r18	2311	1	347086	chr1	21201919	21549004	21448642	21450953
supercont2.119	252072	255993	IES-00730-r18	3922	1	347086	chr1	21201919	21549004	21453991	21457913
supercont2.119	271119	273388	IES-00731-r20	2270	1	347086	chr1	21201919	21549004	21473038	21475308
supercont2.119	277450	279245	IES-00732-r14	1796	1	347086	chr1	21201919	21549004	21479369	21481165
supercont2.119	300329	306307	IES-00733-r15	5979	1	347086	chr1	21201919	21549004	21502248	21508227
supercont2.119	309466	310985	IES-00734-r12	1520	1	347086	chr1	21201919	21549004	21511385	21512905
supercont2.119	312238	317380	IES-00735-r8	5143	1	347086	chr1	21201919	21549004	21514157	21519300
supercont2.119	322132	323505	IES-00736-r10	1374	1	347086	chr1	21201919	21549004	21524051	21525425
supercont2.119	336578	339252	IES-00737-r6	2675	1	347086	chr1	21201919	21549004	21538497	21541172
supercont2.120	12008	12408	IES-00806-r16	401	1	327221	chr1	33004912	33332132	33016920	33017321
supercont2.120	35438	39959	IES-00807-r17	4522	1	327221	chr1	33004912	33332132	33040350	33044872
supercont2.120	51498	51944	IES-00808-r21	447	1	327221	chr1	33004912	33332132	33056410	33056857
supercont2.120	60830	62384	IES-00809-r16	1555	1	327221	chr1	33004912	33332132	33065742	33067297
supercont2.120	141670	145416	IES-00810-r10	3747	1	327221	chr1	33004912	33332132	33146582	33150329
supercont2.120	160818	163564	IES-00811-r12	2747	1	327221	chr1	33004912	33332132	33165730	33168477
supercont2.120	196053	198156	IES-00812-r19	2104	1	327221	chr1	33004912	33332132	33200965	33203069
supercont2.120	236984	237797	IES-00813-r12	814	1	327221	chr1	33004912	33332132	33241896	33242710
supercont2.120	243098	244566	IES-00814-r12	1469	1	327221	chr1	33004912	33332132	33248010	33249479
supercont2.120	264534	267427	IES-00815-r17	2894	1	327221	chr1	33004912	33332132	33269446	33272340
supercont2.120	288654	290638	IES-00816-r10	1985	1	327221	chr1	33004912	33332132	33293566	33295551
supercont2.120	305700	307930	IES-00817-r9	2231	1	327221	chr1	33004912	33332132	33310612	33312843
supercont2.122	12591	14108	IES-00836-r18	1518	1	314420	chr1	8153685	8468104	8166276	8167794
supercont2.122	18282	30530	IES-00837-r10	12249	1	314420	chr1	8153685	8468104	8171967	8184216
supercont2.122	35362	40473	IES-00838-r13	5112	1	314420	chr1	8153685	8468104	8189047	8194159
supercont2.122	86590	87690	IES-00839-r9	1101	1	314420	chr1	8153685	8468104	8240275	8241376
supercont2.122	190369	192498	IES-00840-r16	2130	1	314420	chr1	8153685	8468104	8344054	8346184
supercont2.122	202045	204656	IES-00841-r13	2612	1	314420	chr1	8153685	8468104	8355730	8358342
supercont2.122	284510	285902	IES-00842-r16	1393	1	314420	chr1	8153685	8468104	8438195	8439588
supercont2.132	25078	29789	IES-01091-r9	4712	1	295213	chr1	20906606	21201818	20931684	20936396
supercont2.132	57799	61679	IES-01092-r4	3881	1	295213	chr1	20906606	21201818	20964405	20968286
supercont2.132	101668	108123	IES-01093-r12	6456	1	295213	chr1	20906606	21201818	21008274	21014730
supercont2.132	115637	118685	IES-01094-r13	3049	1	295213	chr1	20906606	21201818	21022243	21025292
supercont2.132	122231	131495	IES-01095-r11	9265	1	295213	chr1	20906606	21201818	21028837	21038102
supercont2.132	147578	149555	IES-01096-r15	1978	1	295213	chr1	20906606	21201818	21054184	21056162
supercont2.132	156033	161505	IES-01097-r16	5473	1	295213	chr1	20906606	21201818	21062639	21068112
supercont2.132	164840	167270	IES-01098-r13	2431	1	295213	chr1	20906606	21201818	21071446	21073877
supercont2.132	168545	171305	IES-01099-r8	2761	1	295213	chr1	20906606	21201818	21075151	21077912
supercont2.132	172679	184917	IES-01100-r12	12239	1	295213	chr1	20906606	21201818	21079285	21091524
supercont2.132	201866	213428	IES-01101-r14	11563	1	295213	chr1	20906606	21201818	21108472	21120035
supercont2.132	214636	217786	IES-01102-r12	3151	1	295213	chr1	20906606	21201818	21121242	21124393
supercont2.132	218482	222796	IES-01103-r15	4315	1	295213	chr1	20906606	21201818	21125088	21129403
supercont2.132	226239	231621	IES-01104-r9	5383	1	295213	chr1	20906606	21201818	21132845	21138228
supercont2.132	232973	236972	IES-01105-r10	4000	1	295213	chr1	20906606	21201818	21139579	21143579
supercont2.132	238767	240186	IES-01106-r12	1420	1	295213	chr1	20906606	21201818	21145373	21146793
supercont2.132	260578	262651	IES-01107-r12	2074	1	295213	chr1	20906606	21201818	21167184	21169258
supercont2.132	283935	290852	IES-01108-r10	6918	1	295213	chr1	20906606	21201818	21190541	21197459
supercont2.14	1545	9937	IES-01217-r9	8393	1	1489856	chr1	31326236	32816091	31327781	31336174
supercont2.14	13266	14410	IES-01218-r11	1145	1	1489856	chr1	31326236	32816091	31339502	31340647
supercont2.14	16768	24589	IES-01219-r10	7822	1	1489856	chr1	31326236	32816091	31343004	31350826
supercont2.14	26273	37603	IES-01220-r12	11331	1	1489856	chr1	31326236	32816091	31352509	31363840
supercont2.14	40845	42538	IES-01221-r13	1694	1	1489856	chr1	31326236	32816091	31367081	31368775
supercont2.14	49098	52612	IES-01222-r15	3515	1	1489856	chr1	31326236	32816091	31375334	31378849
supercont2.14	138701	139585	IES-01223-r8	885	1	1489856	chr1	31326236	32816091	31464937	31465822
supercont2.14	168170	171125	IES-01224-r7	2956	1	1489856	chr1	31326236	32816091	31494406	31497362
supercont2.14	172180	179891	IES-01225-r10	7712	1	1489856	chr1	31326236	32816091	31498416	31506128
supercont2.14	185251	188572	IES-01226-r8	3322	1	1489856	chr1	31326236	32816091	31511487	31514809
supercont2.14	246728	252048	IES-01227-r13	5321	1	1489856	chr1	31326236	32816091	31572964	31578285
supercont2.14	286297	286939	IES-01228-r14	643	1	1489856	chr1	31326236	32816091	31612533	31613176
supercont2.14	355586	356012	IES-01229-r19	427	1	1489856	chr1	31326236	32816091	31681822	31682249
supercont2.14	399470	403215	IES-01230-r14	3746	1	1489856	chr1	31326236	32816091	31725706	31729452
supercont2.14	429593	432006	IES-01231-r12	2414	1	1489856	chr1	31326236	32816091	31755829	31758243
supercont2.14	472462	477418	IES-01232-r15	4957	1	1489856	chr1	31326236	32816091	31798698	31803655
supercont2.14	514904	516942	IES-01233-r13	2039	1	1489856	chr1	31326236	32816091	31841140	31843179
supercont2.14	522341	524294	IES-01234-r12	1954	1	1489856	chr1	31326236	32816091	31848577	31850531
supercont2.14	543532	546337	IES-01235-r17	2806	1	1489856	chr1	31326236	32816091	31869768	31872574
supercont2.14	592071	594104	IES-01236-r7	2034	1	1489856	chr1	31326236	32816091	31918307	31920341
supercont2.14	648614	652333	IES-01237-r15	3720	1	1489856	chr1	31326236	32816091	31974850	31978570
supercont2.14	711560	715075	IES-01238-r17	3516	1	1489856	chr1	31326236	32816091	32037796	32041312
supercont2.14	758976	760680	IES-01239-r19	1705	1	1489856	chr1	31326236	32816091	32085212	32086917
supercont2.14	774556	777498	IES-01240-r16	2943	1	1489856	chr1	31326236	32816091	32100792	32103735
supercont2.14	784073	787997	IES-01241-r13	3925	1	1489856	chr1	31326236	32816091	32110309	32114234
supercont2.14	805978	807459	IES-01242-r16	1482	1	1489856	chr1	31326236	32816091	32132214	32133696
supercont2.14	817614	818068	IES-01243-r10	455	1	1489856	chr1	31326236	32816091	32143850	32144305
supercont2.14	832136	837463	IES-01244-r10	5328	1	1489856	chr1	31326236	32816091	32158372	32163700
supercont2.14	855308	856677	IES-01245-r17	1370	1	1489856	chr1	31326236	32816091	32181544	32182914
supercont2.14	923579	924754	IES-01246-r14	1176	1	1489856	chr1	31326236	32816091	32249815	32250991
supercont2.14	932888	934181	IES-01247-r18	1294	1	1489856	chr1	31326236	32816091	32259124	32260418
supercont2.14	942527	948710	IES-01248-r20	6184	1	1489856	chr1	31326236	32816091	32268763	32274947
supercont2.14	952515	956728	IES-01249-r12	4214	1	1489856	chr1	31326236	32816091	32278751	32282965
supercont2.14	993532	996469	IES-01250-r14	2938	1	1489856	chr1	31326236	32816091	32319768	32322706
supercont2.14	1009655	1012544	IES-01251-r14	2890	1	1489856	chr1	31326236	32816091	32335891	32338781
supercont2.14	1255686	1258100	IES-01252-r11	2415	1	1489856	chr1	31326236	32816091	32581922	32584337
supercont2.14	1270560	1272551	IES-01253-r15	1992	1	1489856	chr1	31326236	32816091	32596796	32598788
supercont2.14	1316387	1319801	IES-01254-r19	3415	1	1489856	chr1	31326236	32816091	32642623	32646038
supercont2.14	1322513	1326508	IES-01255-r9	3996	1	1489856	chr1	31326236	32816091	32648749	32652745
supercont2.14	1346966	1348558	IES-01256-r15	1593	1	1489856	chr1	31326236	32816091	32673202	32674795
supercont2.14	1410314	1412227	IES-01257-r17	1914	1	1489856	chr1	31326236	32816091	32736550	32738464
supercont2.14	1418165	1418861	IES-01258-r17	697	1	1489856	chr1	31326236	32816091	32744401	32745098
supercont2.14	1460474	1463287	IES-01259-r15	2814	1	1489856	chr1	31326236	32816091	32786710	32789524
supercont2.148	5483	10041	IES-01403-r11	4559	1	257301	chr1	35728631	35985931	35734114	35738673
supercont2.148	12461	13566	IES-01404-r13	1106	1	257301	chr1	35728631	35985931	35741092	35742198
supercont2.148	17583	18906	IES-01405-r11	1324	1	257301	chr1	35728631	35985931	35746214	35747538
supercont2.148	22267	24502	IES-01406-r26	2236	1	257301	chr1	35728631	35985931	35750898	35753134
supercont2.148	27577	34590	IES-01407-r17	7014	1	257301	chr1	35728631	35985931	35756208	35763222
supercont2.148	60643	65619	IES-01408-r20	4977	1	257301	chr1	35728631	35985931	35789274	35794251
supercont2.148	68158	70146	IES-01409-r19	1989	1	257301	chr1	35728631	35985931	35796789	35798778
supercont2.148	72922	78060	IES-01410-r18	5139	1	257301	chr1	35728631	35985931	35801553	35806692
supercont2.148	81352	82956	IES-01411-r18	1605	1	257301	chr1	35728631	35985931	35809983	35811588
supercont2.148	96892	101147	IES-01412-r10	4256	1	257301	chr1	35728631	35985931	35825523	35829779
supercont2.148	107089	113286	IES-01413-r17	6198	1	257301	chr1	35728631	35985931	35835720	35841918
supercont2.148	114523	119663	IES-01414-r18	5141	1	257301	chr1	35728631	35985931	35843154	35848295
supercont2.148	123353	126809	IES-01415-r15	3457	1	257301	chr1	35728631	35985931	35851984	35855441
supercont2.148	143576	145270	IES-01416-r12	1695	1	257301	chr1	35728631	35985931	35872207	35873902
supercont2.148	165734	167826	IES-01417-r19	2093	1	257301	chr1	35728631	35985931	35894365	35896458
supercont2.148	178635	179533	IES-01418-r8	899	1	257301	chr1	35728631	35985931	35907266	35908165
supercont2.148	180633	184433	IES-01419-r13	3801	1	257301	chr1	35728631	35985931	35909264	35913065
supercont2.148	185243	187408	IES-01420-r15	2166	1	257301	chr1	35728631	35985931	35913874	35916040
supercont2.148	221844	226151	IES-01421-r16	4308	1	257301	chr1	35728631	35985931	35950475	35954783
supercont2.149	12829	16562	IES-01422-r12	3734	1	257631	chr1	13001632	13259262	13014461	13018195
supercont2.149	30076	38756	IES-01423-r13	8681	1	257631	chr1	13001632	13259262	13031708	13040389
supercont2.149	41283	51060	IES-01424-r5	9778	1	257631	chr1	13001632	13259262	13042915	13052693
supercont2.149	68665	73720	IES-01425-r16	5056	1	257631	chr1	13001632	13259262	13070297	13075353
supercont2.149	76242	80761	IES-01426-r13	4520	1	257631	chr1	13001632	13259262	13077874	13082394
supercont2.149	81756	86173	IES-01427-r16	4418	1	257631	chr1	13001632	13259262	13083388	13087806
supercont2.149	91014	98524	IES-01428-r9	7511	1	257631	chr1	13001632	13259262	13092646	13100157
supercont2.149	116109	125294	IES-01429-r17	9186	1	257631	chr1	13001632	13259262	13117741	13126927
supercont2.149	129884	140668	IES-01430-r10	10785	1	257631	chr1	13001632	13259262	13131516	13142301
supercont2.149	143738	147747	IES-01431-r13	4010	1	257631	chr1	13001632	13259262	13145370	13149380
supercont2.149	152254	156302	IES-01432-r11	4049	1	257631	chr1	13001632	13259262	13153886	13157935
supercont2.149	173071	174774	IES-01433-r18	1704	1	257631	chr1	13001632	13259262	13174703	13176407
supercont2.149	179857	184812	IES-01434-r11	4956	1	257631	chr1	13001632	13259262	13181489	13186445
supercont2.149	189455	191156	IES-01435-r16	1702	1	257631	chr1	13001632	13259262	13191087	13192789
supercont2.149	199692	201834	IES-01436-r14	2143	1	257631	chr1	13001632	13259262	13201324	13203467
supercont2.149	221706	229614	IES-01437-r11	7909	1	257631	chr1	13001632	13259262	13223338	13231247
supercont2.149	230827	233120	IES-01438-r9	2294	1	257631	chr1	13001632	13259262	13232459	13234753
supercont2.149	237293	238375	IES-01439-r17	1083	1	257631	chr1	13001632	13259262	13238925	13240008
supercont2.149	240086	244768	IES-01440-r15	4683	1	257631	chr1	13001632	13259262	13241718	13246401
supercont2.152	17505	24604	IES-01524-r11	7100	248339	1	chr1	10527374	10775712	10751109	10758209
supercont2.152	30476	32100	IES-01525-r11	1625	248339	1	chr1	10527374	10775712	10743613	10745238
supercont2.152	82156	85356	IES-01526-r16	3201	248339	1	chr1	10527374	10775712	10690357	10693558
supercont2.152	112025	113712	IES-01527-r5	1688	248339	1	chr1	10527374	10775712	10662001	10663689
supercont2.152	142930	145623	IES-01528-r15	2694	248339	1	chr1	10527374	10775712	10630090	10632784
supercont2.152	151467	153800	IES-01529-r10	2334	248339	1	chr1	10527374	10775712	10621913	10624247
supercont2.152	157202	157771	IES-01530-r11	570	248339	1	chr1	10527374	10775712	10617942	10618512
supercont2.152	170565	172322	IES-01531-r23	1758	248339	1	chr1	10527374	10775712	10603391	10605149
supercont2.152	177683	181870	IES-01532-r11	4188	248339	1	chr1	10527374	10775712	10593843	10598031
supercont2.152	202827	205860	IES-01533-r11	3034	248339	1	chr1	10527374	10775712	10569853	10572887
supercont2.152	211944	217174	IES-01534-r10	5231	248339	1	chr1	10527374	10775712	10558539	10563770
supercont2.152	220598	226253	IES-01535-r17	5656	248339	1	chr1	10527374	10775712	10549460	10555116
supercont2.158	12257	19126	IES-01610-r10	6870	1	227193	chr1	24023378	24250570	24035635	24042505
supercont2.158	23516	26072	IES-01611-r7	2557	1	227193	chr1	24023378	24250570	24046894	24049451
supercont2.158	49750	50736	IES-01612-r23	987	1	227193	chr1	24023378	24250570	24073128	24074115
supercont2.158	122140	125424	IES-01613-r18	3285	1	227193	chr1	24023378	24250570	24145518	24148803
supercont2.158	167790	171831	IES-01614-r8	4042	1	227193	chr1	24023378	24250570	24191168	24195210
supercont2.158	188187	191940	IES-01615-r12	3754	1	227193	chr1	24023378	24250570	24211565	24215319
supercont2.158	199457	201498	IES-01616-r17	2042	1	227193	chr1	24023378	24250570	24222835	24224877
supercont2.158	202416	205789	IES-01617-r8	3374	1	227193	chr1	24023378	24250570	24225794	24229168
supercont2.158	207345	214065	IES-01618-r9	6721	1	227193	chr1	24023378	24250570	24230723	24237444
supercont2.16	11104	12554	IES-01635-r11	1451	1	258671	chr1	33332233	33590903	33343337	33344788
supercont2.16	15745	19034	IES-01636-r10	3290	1	258671	chr1	33332233	33590903	33347978	33351268
supercont2.16	23718	26630	IES-01637-r16	2913	1	258671	chr1	33332233	33590903	33355951	33358864
supercont2.16	53621	56419	IES-01638-r6	2799	1	258671	chr1	33332233	33590903	33385854	33388653
supercont2.16	131661	133980	IES-01639-r14	2320	1	258671	chr1	33332233	33590903	33463894	33466214
supercont2.16	142139	146295	IES-01640-r17	4157	1	258671	chr1	33332233	33590903	33474372	33478529
supercont2.16	154194	156602	IES-01641-r17	2409	1	258671	chr1	33332233	33590903	33486427	33488836
supercont2.16	159347	163398	IES-01642-r15	4052	1	258671	chr1	33332233	33590903	33491580	33495632
supercont2.16	171418	172599	IES-01643-r10	1182	1	258671	chr1	33332233	33590903	33503651	33504833
supercont2.16	193416	197478	IES-01644-r15	4063	1	258671	chr1	33332233	33590903	33525649	33529712
supercont2.16	202841	205858	IES-01645-r9	3018	1	258671	chr1	33332233	33590903	33535074	33538092
supercont2.16	209670	212722	IES-01646-r15	3053	1	258671	chr1	33332233	33590903	33541903	33544956
supercont2.16	233758	235853	IES-01647-r15	2096	1	258671	chr1	33332233	33590903	33565991	33568087
supercont2.16	252453	255063	IES-01648-r17	2611	1	258671	chr1	33332233	33590903	33584686	33587297
supercont2.16	280456	287558	IES-01649-r22	7103	1	258671	chr1	33332233	33590903	33612689	33619792
supercont2.16	342097	342884	IES-01650-r14	788	1	258671	chr1	33332233	33590903	33674330	33675118
supercont2.16	347635	350271	IES-01651-r10	2637	1	258671	chr1	33332233	33590903	33679868	33682505
supercont2.16	374234	380389	IES-01652-r10	6156	1	258671	chr1	33332233	33590903	33706467	33712623
