chain	chainscore	refname	refsize	strand	refstart	refend	refshift	refnameshift	queryname	querysize	qstrand	querystart	queryend	queryshift	chainID	ungapsize
chain	1000	scf_8254464	407255	+	350333	356630	356702	scf_8254406	chr2	25514821	-	478715	485012	484372	5230	6297
chain	1000	scf_8254406	840097	+	356702	360858	360858	scf_8254406	chr2	25514821	+	484372	488528	489378	2806	4156
chain	1000	scf_8254406	840097	+	360858	375286	356622	scf_8254464	chr2	25514821	+	489378	503806	492151	2807	14428
chain	1000	scf_8254464	407255	+	356622	371932	375479	scf_8254406	chr2	25514821	-	492151	507461	504118	5229	15310
chain	1000	scf_8254406	840097	+	375479	379927	372509	scf_8254464	chr2	25514821	+	504118	508566	508047	2808	4448
chain	1000	scf_8254464	407255	+	372509	374212	379925	scf_8254406	chr2	25514821	-	508047	509750	512384	5228	1703
chain	1000	scf_8254464	407255	+	374211	378035	378035	scf_8254464	chr2	25514821	-	513563	517387	521580	5227	3824
chain	1000	scf_8254406	840097	+	379925	385195	374211	scf_8254464	chr2	25514821	+	512384	517654	513563	2809	5270
chain	1000	scf_8254464	407255	+	378035	379252	385195	scf_8254406	chr2	25514821	-	521580	522797	523031	5226	1217
chain	1000	scf_8254464	407255	+	379251	385415	385413	scf_8254464	chr2	25514821	-	528762	534926	536982	5225	6164
chain	1000	scf_8254464	407255	+	385413	387651	387651	scf_8254464	chr2	25514821	-	536982	539220	541433	5224	2238
chain	1000	scf_8254464	407255	+	387651	393641	415245	scf_8254406	chr2	25514821	-	541433	547423	552921	5223	5990
chain	1000	scf_8254406	840097	+	385195	414681	379251	scf_8254464	chr2	25514821	+	523031	552517	528762	2810	29486
chain	1000	scf_8254406	840097	+	415245	418429	393641	scf_8254464	chr2	25514821	+	552921	556105	553267	2811	3184
chain	1000	scf_8254464	407255	+	393641	398827	418423	scf_8254406	chr2	25514821	-	553267	558453	557670	5222	5186
chain	1000	scf_8254464	407255	+	398821	400828	400828	scf_8254464	chr2	25514821	-	562429	564436	566682	5221	2007
chain	1000	scf_8254406	840097	+	418423	426076	398821	scf_8254464	chr2	25514821	+	557670	565323	562429	2812	7653
chain	1000	scf_8254464	407255	+	400828	407222	426076	scf_8254406	chr2	25514821	-	566682	573076	568773	5220	6394
chain	1000	scf_8254406	840097	+	426076	431344	16	scf_8254632	chr2	25514821	+	568773	574041	573125	2813	5268
chain	1000	scf_8254632	79368	+	16	8014	431343	scf_8254406	chr2	25514821	-	573125	581123	574648	5219	7998
chain	1000	scf_8254406	840097	+	431343	441315	8756	scf_8254632	chr2	25514821	+	574648	584620	584629	2814	9972
chain	1000	scf_8254632	79368	+	8756	11092	441306	scf_8254406	chr2	25514821	-	584629	586965	586911	5218	2336
chain	1000	scf_8254632	79368	+	11090	17583	17581	scf_8254632	chr2	25514821	-	591509	598002	604017	5217	6493
chain	1000	scf_8254632	79368	+	17581	27015	27013	scf_8254632	chr2	25514821	-	604017	613451	617913	5216	9434
chain	1000	scf_8254632	79368	+	27013	30590	30585	scf_8254632	chr2	25514821	-	617913	621490	624328	5215	3577
chain	1000	scf_8254406	840097	+	441306	480499	11090	scf_8254632	chr2	25514821	+	586911	626104	591509	2815	39193
chain	1000	scf_8254632	79368	+	30585	34317	480498	scf_8254406	chr2	25514821	-	624328	628060	629435	5214	3732
chain	1000	scf_8254632	79368	+	34315	44775	47658	scf_8254632	chr2	25514821	-	630421	640881	649245	5213	10460
chain	1000	scf_8254632	79368	+	47658	53190	53190	scf_8254632	chr2	25514821	-	649245	654777	658141	5212	5532
chain	1000	scf_8254406	840097	+	480498	513248	34315	scf_8254632	chr2	25514821	+	629435	662185	630421	2816	32750
chain	1000	scf_8254632	79368	+	53190	63461	513513	scf_8254406	chr2	25514821	-	658141	668412	662694	5211	10271
chain	1000	scf_8254632	79368	+	63460	65998	524861	scf_8254406	chr2	25514821	-	670807	673345	677287	5210	2538
chain	1000	scf_8254406	840097	+	513513	524861	63460	scf_8254632	chr2	25514821	+	662694	674042	670807	2817	11348
chain	1000	scf_8254406	840097	+	524861	528955	65993	scf_8254632	chr2	25514821	+	677287	681381	680807	2818	4094
chain	1000	scf_8254632	79368	+	65993	79345	542400	scf_8254406	chr2	25514821	-	680807	694159	690240	5209	13352
chain	1000	scf_8254406	840097	+	542400	548140	302	scf_8254496	chr2	25514821	+	690240	695980	696386	2819	5740
chain	1000	scf_8254496	209627	+	302	3627	548140	scf_8254406	chr2	25514821	-	696386	699711	698621	5208	3325
chain	1000	scf_8254496	209627	+	3627	9743	9908	scf_8254496	chr2	25514821	-	702718	708834	708934	5207	6116
chain	1000	scf_8254496	209627	+	9908	13839	13982	scf_8254496	chr2	25514821	-	708934	712865	713223	5206	3931
chain	1000	scf_8254496	209627	+	13982	17190	17190	scf_8254496	chr2	25514821	-	713223	716431	717023	5205	3208
chain	1000	scf_8254496	209627	+	17190	19532	19522	scf_8254496	chr2	25514821	-	717023	719365	720667	5204	2342
chain	1000	scf_8254496	209627	+	19522	29451	29440	scf_8254496	chr2	25514821	-	720667	730596	732688	5203	9929
chain	1000	scf_8254406	840097	+	548140	582806	3627	scf_8254496	chr2	25514821	+	698621	733287	702718	2820	34666
chain	1000	scf_8254406	840097	+	582428	585274	585859	scf_8254406	chr2	25514821	+	733090	735936	736966	2821	2846
chain	1000	scf_8254406	840097	+	585859	588439	588912	scf_8254406	chr2	25514821	+	736966	739546	742785	2822	2580
chain	1000	scf_8254496	209627	+	29440	37456	582428	scf_8254406	chr2	25514821	-	732688	740704	733090	5202	8016
chain	1000	scf_8254406	840097	+	588912	590943	37456	scf_8254496	chr2	25514821	+	742785	744816	745648	2823	2031
chain	1000	scf_8254406	840097	+	592742	596379	601915	scf_8254406	chr2	25514821	+	746390	750027	759603	2824	3637
chain	1000	scf_8254496	209627	+	37456	54675	592742	scf_8254406	chr2	25514821	-	745648	762867	746390	5201	17219
chain	1000	scf_8254406	840097	+	601915	608850	54673	scf_8254496	chr2	25514821	+	759603	766538	764497	2825	6935
chain	1000	scf_8254406	840097	+	608848	614736	615128	scf_8254406	chr2	25514821	+	769451	775339	775874	2826	5888
chain	1000	scf_8254496	209627	+	54673	68023	608848	scf_8254406	chr2	25514821	-	764497	777847	769451	5200	13350
chain	1000	scf_8254496	209627	+	68023	70101	70098	scf_8254496	chr2	25514821	-	779237	781315	784228	5199	2078
chain	1000	scf_8254406	840097	+	615128	641610	68023	scf_8254496	chr2	25514821	+	775874	802356	779237	2827	26482
chain	1000	scf_8254406	840097	+	641610	647745	647742	scf_8254406	chr2	25514821	+	802870	809005	814506	2828	6135
chain	1000	scf_8254406	840097	+	647742	657892	112654	scf_8254496	chr2	25514821	+	814506	824656	826880	2829	10150
chain	1000	scf_8254496	209627	+	70098	111661	641610	scf_8254406	chr2	25514821	-	784228	825791	802870	5198	41563
chain	1000	scf_8254406	840097	+	657891	659984	659983	scf_8254406	chr2	25514821	+	828571	830664	831576	2830	2093
chain	1000	scf_8254406	840097	+	659983	666950	666942	scf_8254406	chr2	25514821	+	831576	838543	840032	2831	6967
chain	1000	scf_8254406	840097	+	666942	672756	672755	scf_8254406	chr2	25514821	+	840032	845846	850304	2832	5814
chain	1000	scf_8254406	840097	+	672755	679158	679258	scf_8254406	chr2	25514821	+	850304	856707	856909	2833	6403
chain	1000	scf_8254406	840097	+	679258	681362	681362	scf_8254406	chr2	25514821	+	856909	859013	860478	2834	2104
chain	1000	scf_8254496	209627	+	112654	150374	657891	scf_8254406	chr2	25514821	-	826880	864600	828571	5197	37720
chain	1000	scf_8254496	209627	+	150371	158037	158036	scf_8254496	chr2	25514821	-	865820	873486	876332	5196	7666
chain	1000	scf_8254496	209627	+	158036	160934	709565	scf_8254406	chr2	25514821	-	876332	879230	882476	5195	2898
chain	1000	scf_8254406	840097	+	681362	703260	150371	scf_8254496	chr2	25514821	+	860478	882376	865820	2835	21898
chain	1000	scf_8254406	840097	+	709565	711425	160933	scf_8254496	chr2	25514821	+	882476	884336	882691	2836	1860
chain	1000	scf_8254496	209627	+	160933	169125	707704	scf_8254406	chr2	25514821	-	882691	890883	889074	5194	8192
chain	1000	scf_8254406	840097	+	707704	709656	715843	scf_8254406	chr2	25514821	+	889074	891026	891126	2837	1952
chain	1000	scf_8254496	209627	+	169120	171331	171331	scf_8254496	chr2	25514821	-	891760	893971	897544	5193	2211
chain	1000	scf_8254406	840097	+	715843	724017	169120	scf_8254496	chr2	25514821	+	891126	899300	891760	2838	8174
chain	1000	scf_8254496	209627	+	171331	173597	174540	scf_8254496	chr2	25514821	-	897544	899810	900762	5192	2266
chain	1000	scf_8254496	209627	+	174540	182347	723926	scf_8254406	chr2	25514821	-	900762	908569	902637	5191	7807
chain	1000	scf_8254406	840097	+	723926	738271	183258	scf_8254496	chr2	25514821	+	902637	916982	915220	2839	14345
chain	1000	scf_8254496	209627	+	183258	185810	738265	scf_8254406	chr2	25514821	-	915220	917772	920255	5190	2552
chain	1000	scf_8254406	840097	+	738265	745167	185792	scf_8254496	chr2	25514821	+	920255	927157	920674	2840	6902
chain	1000	scf_8254496	209627	+	185792	197658	197658	scf_8254496	chr2	25514821	-	920674	932540	934676	5189	11866
chain	1000	scf_8254496	209627	+	197658	202139	203102	scf_8254496	chr2	25514821	-	934676	939157	946544	5188	4481
chain	1000	scf_8254496	209627	+	203102	207087	762297	scf_8254406	chr2	25514821	-	946544	950529	951444	5187	3985
chain	1000	scf_8254406	840097	+	762297	768093	768091	scf_8254406	chr2	25514821	+	951444	957240	958583	2841	5796
chain	1000	scf_8254717	160769	+	1373	4485	803994	scf_8254406	chr2	25514821	-	986516	989628	995431	5183	3112
chain	1000	scf_8254406	840097	+	768091	803994	1373	scf_8254717	chr2	25514821	+	958583	994486	986516	2842	35903
chain	1000	scf_8254717	160769	+	4475	7943	10025	scf_8254717	chr2	25514821	-	995736	999204	1002473	5182	3468
chain	1000	scf_8254406	840097	+	803994	811018	4475	scf_8254717	chr2	25514821	+	995431	1002455	995736	2843	7024
chain	1000	scf_8254717	160769	+	10025	12481	811014	scf_8254406	chr2	25514821	-	1002473	1004929	1004238	5181	2456
chain	1000	scf_8254406	840097	+	811014	812921	812919	scf_8254406	chr2	25514821	+	1004238	1006145	1007819	2844	1907
chain	1000	scf_8254406	840097	+	812919	814731	814726	scf_8254406	chr2	25514821	+	1007819	1009631	1010270	2845	1812
chain	1000	scf_8254406	840097	+	814726	817189	13268	scf_8254717	chr2	25514821	+	1010270	1012733	1010871	2846	2463
chain	1000	scf_8254717	160769	+	13268	18284	817189	scf_8254406	chr2	25514821	-	1010871	1015887	1013970	5180	5016
chain	1000	scf_8254717	160769	+	18280	34382	34382	scf_8254717	chr2	25514821	-	1020750	1036852	1039934	5179	16102
chain	1000	scf_8254406	840097	+	817189	840097	18280	scf_8254717	chr2	25514821	+	1013970	1036878	1020750	2847	22908
chain	1000	scf_8254717	160769	+	34382	36496	36494	scf_8254717	chr2	25514821	-	1039934	1042048	1044595	5178	2114
chain	1000	scf_8254717	160769	+	36494	41253	41253	scf_8254717	chr2	25514821	-	1044595	1049354	1053722	5177	4759
chain	1000	scf_8254717	160769	+	41253	48637	48635	scf_8254717	chr2	25514821	-	1053722	1061106	1063998	5176	7384
chain	1000	scf_8254717	160769	+	48635	53285	53190	scf_8254717	chr2	25514821	-	1063998	1068648	1079182	5175	4650
chain	1000	scf_8254717	160769	+	53190	57555	57540	scf_8254717	chr2	25514821	-	1079182	1083547	1089687	5174	4365
chain	1000	scf_8254717	160769	+	57540	59115	59110	scf_8254717	chr2	25514821	-	1089687	1091262	1091921	5173	1575
chain	1000	scf_8254717	160769	+	59110	67387	67383	scf_8254717	chr2	25514821	-	1091921	1100198	1102527	5172	8277
chain	1000	scf_8254717	160769	+	67383	71753	71752	scf_8254717	chr2	25514821	-	1102527	1106897	1109382	5171	4370
chain	1000	scf_8254717	160769	+	71752	74980	74980	scf_8254717	chr2	25514821	-	1109382	1112610	1117720	5170	3228
chain	1000	scf_8254717	160769	+	74980	78889	78888	scf_8254717	chr2	25514821	-	1117720	1121629	1125831	5169	3909
chain	1000	scf_8254717	160769	+	78888	83390	85909	scf_8254717	chr2	25514821	-	1125831	1130333	1135061	5168	4502
chain	1000	scf_8254717	160769	+	85909	87272	89358	scf_8254717	chr2	25514821	-	1135061	1136424	1139458	5167	1363
chain	1000	scf_8254717	160769	+	89358	92168	92974	scf_8254717	chr2	25514821	-	1139458	1142268	1145785	5166	2810
chain	1000	scf_8254717	160769	+	92974	96329	96325	scf_8254717	chr2	25514821	-	1145785	1149140	1154232	5165	3355
chain	1000	scf_8254717	160769	+	96325	104404	104396	scf_8254717	chr2	25514821	-	1154232	1162311	1166273	5164	8079
chain	1000	scf_8254717	160769	+	104396	106167	111987	scf_8254717	chr2	25514821	-	1166273	1168044	1179595	5163	1771
chain	1000	scf_8254717	160769	+	111987	115578	115576	scf_8254717	chr2	25514821	-	1179595	1183186	1185598	5162	3591
chain	1000	scf_8254717	160769	+	115576	117634	0	scf_8255100	chr2	25514821	-	1185598	1187656	1189040	5161	2058
chain	1000	scf_8255100	1118	+	0	1118	117630	scf_8254717	chr2	25514821	+	1189040	1190158	1189090	2861	1118
chain	1000	scf_8254717	160769	+	117630	123206	123204	scf_8254717	chr2	25514821	-	1189090	1194666	1199347	5160	5576
chain	1000	scf_8254717	160769	+	123204	125324	125424	scf_8254717	chr2	25514821	-	1199347	1201467	1201892	5159	2120
chain	1000	scf_8254717	160769	+	125424	126637	126636	scf_8254717	chr2	25514821	-	1201892	1203105	1204576	5158	1213
chain	1000	scf_8254717	160769	+	126636	128855	128838	scf_8254717	chr2	25514821	-	1204576	1206795	1207726	5157	2219
chain	1000	scf_8254717	160769	+	128838	134426	145179	scf_8254717	chr2	25514821	-	1207726	1213314	1242248	5156	5588
chain	1000	scf_8254717	160769	+	145179	151053	151153	scf_8254717	chr2	25514821	-	1242248	1248122	1250217	5155	5874
chain	1000	scf_8254717	160769	+	151153	152723	0	scf_8255607	chr2	25514821	-	1250217	1251787	1250989	5154	1570
chain	1000	scf_8255607	1028	+	0	1028	152823	scf_8254717	chr2	25514821	-	1250989	1252017	1252133	5153	1028
chain	1000	scf_8255295	1020	+	0	1020	157867	scf_8254717	chr2	25514821	-	1252746	1253766	1268539	5152	1020
chain	1000	scf_8254717	160769	+	152823	155503	0	scf_8255295	chr2	25514821	-	1252133	1254813	1252746	5151	2680
chain	1000	scf_8254717	160769	+	157867	159209	159309	scf_8254717	chr2	25514821	-	1268539	1269881	1269953	5149	1342
chain	1000	scf_8254717	160769	+	159309	160767	0	scf_8254783	chr2	25514821	-	1269953	1271411	1273645	5148	1458
chain	1000	scf_8254783	212546	+	0	2434	13867	scf_8254783	chr2	25514821	-	1273645	1276079	1311826	5147	2434
chain	1000	scf_8254783	212546	+	13867	26787	39277	scf_8254783	chr2	25514821	-	1311826	1324746	1342266	5146	12920
chain	1000	scf_8254783	212546	+	39277	41139	41132	scf_8254783	chr2	25514821	-	1342266	1344128	1346208	5145	1862
chain	1000	scf_8254783	212546	+	41132	54757	54757	scf_8254783	chr2	25514821	-	1346208	1359833	1363072	5144	13625
chain	1000	scf_8254783	212546	+	54757	80465	80457	scf_8254783	chr2	25514821	-	1363072	1388780	1391847	5143	25708
chain	1000	scf_8254783	212546	+	80457	84903	84900	scf_8254783	chr2	25514821	-	1391847	1396293	1399888	5142	4446
chain	1000	scf_8254783	212546	+	84900	91523	91647	scf_8254783	chr2	25514821	-	1399888	1406511	1408230	5141	6623
chain	1000	scf_8254783	212546	+	91647	97279	97278	scf_8254783	chr2	25514821	-	1408230	1413862	1423143	5140	5632
chain	1000	scf_8254783	212546	+	97278	125531	125530	scf_8254783	chr2	25514821	-	1423143	1451396	1457119	5139	28253
chain	1000	scf_8254783	212546	+	125530	128379	129361	scf_8254783	chr2	25514821	-	1457119	1459968	1464409	5138	2849
chain	1000	scf_8254783	212546	+	129361	134978	135058	scf_8254783	chr2	25514821	-	1464409	1470026	1470126	5137	5617
chain	1000	scf_8254783	212546	+	135058	137212	137811	scf_8254783	chr2	25514821	-	1470126	1472280	1478986	5136	2154
chain	1000	scf_8254783	212546	+	137811	138925	138970	scf_8254783	chr2	25514821	-	1478986	1480100	1480200	5135	1114
chain	1000	scf_8254783	212546	+	138970	142196	143412	scf_8254783	chr2	25514821	-	1480200	1483426	1483526	5134	3226
chain	1000	scf_8254783	212546	+	143412	144585	144685	scf_8254783	chr2	25514821	-	1483526	1484699	1495108	5133	1173
chain	1000	scf_8254783	212546	+	144685	145829	146915	scf_8254783	chr2	25514821	-	1495108	1496252	1497595	5132	1144
chain	1000	scf_8254783	212546	+	146915	161573	162417	scf_8254783	chr2	25514821	-	1497595	1512253	1517179	5131	14658
chain	1000	scf_8254783	212546	+	162417	165857	165857	scf_8254783	chr2	25514821	-	1517179	1520619	1523028	5130	3440
chain	1000	scf_8254783	212546	+	165857	176972	176971	scf_8254783	chr2	25514821	-	1523028	1534143	1536775	5129	11115
chain	1000	scf_8254783	212546	+	176971	178324	178224	scf_8254783	chr2	25514821	-	1536775	1538128	1538228	5128	1353
chain	1000	scf_8254783	212546	+	178224	188792	0	scf_8255275	chr2	25514821	-	1538228	1548796	1548711	5127	10568
chain	1000	scf_8255275	1306	+	0	1306	188786	scf_8254783	chr2	25514821	-	1548711	1550017	1549675	5126	1306
chain	1000	scf_8254783	212546	+	188786	191262	191257	scf_8254783	chr2	25514821	-	1549675	1552151	1559705	5125	2476
chain	1000	scf_8254783	212546	+	191257	194044	195020	scf_8254783	chr2	25514821	-	1559705	1562492	1563592	5124	2787
chain	1000	scf_8254783	212546	+	195020	199194	206567	scf_8254783	chr2	25514821	-	1563592	1567766	1588419	5123	4174
chain	1000	scf_8254783	212546	+	206567	209150	2323	scf_8254679	chr2	25514821	-	1588419	1591002	1595251	5122	2583
chain	1000	scf_8254679	65021	+	2323	8042	12538	scf_8254679	chr2	25514821	-	1595251	1600970	1610811	5121	5719
chain	1000	scf_8254679	65021	+	12538	28718	28714	scf_8254679	chr2	25514821	-	1610811	1626991	1628213	5120	16180
chain	1000	scf_8254679	65021	+	28714	36129	36126	scf_8254679	chr2	25514821	-	1628213	1635628	1637727	5119	7415
chain	1000	scf_8254679	65021	+	36126	48134	48134	scf_8254679	chr2	25514821	-	1637727	1649735	1653059	5118	12008
chain	1000	scf_8254679	65021	+	48134	51366	51534	scf_8254679	chr2	25514821	-	1653059	1656291	1656605	5117	3232
chain	1000	scf_8254679	65021	+	51534	54901	54900	scf_8254679	chr2	25514821	-	1656605	1659972	1660556	5116	3367
chain	1000	scf_8254679	65021	+	54900	61804	62049	scf_8254679	chr2	25514821	-	1660556	1667460	1668391	5115	6904
chain	1000	scf_8254679	65021	+	62049	63750	0	scf_8254710	chr2	25514821	-	1668391	1670092	1719272	5114	1701
chain	1000	scf_8254710	17201	+	0	1380	1380	scf_8254710	chr2	25514821	-	1719272	1720652	1725650	5108	1380
chain	1000	scf_8254710	17201	+	1380	3183	3179	scf_8254710	chr2	25514821	-	1725650	1727453	1729253	5107	1803
chain	1000	scf_8254710	17201	+	3179	6047	6045	scf_8254710	chr2	25514821	-	1729253	1732121	1738967	5106	2868
chain	1000	scf_8254710	17201	+	6045	8018	8016	scf_8254710	chr2	25514821	-	1738967	1740940	1750335	5105	1973
chain	1000	scf_8254710	17201	+	8016	9283	0	scf_8254178	chr2	25514821	-	1750335	1751602	2477637	5104	1267
chain	1000	scf_8254178	1324	+	0	1324	0	scf_8254671	chr2	25514821	-	2477637	2478961	2687480	5027	1324
