chain	chainscore	refname	refsize	strand	refstart	refend	refshift	refnameshift	queryname	querysize	qstrand	querystart	queryend	queryshift	chainID	ungapsize
chain	1000	scf_8254815	909308	+	174407	176752	176736	scf_8254815	chr4	31722566	+	1255039	1257384	1258901	7800	2345
chain	1000	scf_8254815	909308	+	176736	180485	180479	scf_8254815	chr4	31722566	+	1258901	1262650	1267605	7801	3749
chain	1000	scf_8254815	909308	+	180479	186065	186059	scf_8254815	chr4	31722566	+	1267605	1273191	1279283	7802	5586
chain	1000	scf_8254815	909308	+	186059	191482	191467	scf_8254815	chr4	31722566	+	1279283	1284706	1286360	7803	5423
chain	1000	scf_8254815	909308	+	191467	192987	192968	scf_8254815	chr4	31722566	+	1286360	1287880	1290706	7804	1520
chain	1000	scf_8254815	909308	+	192968	218554	218549	scf_8254815	chr4	31722566	+	1290706	1316292	1320203	7805	25586
chain	1000	scf_8254815	909308	+	218549	221417	221415	scf_8254815	chr4	31722566	+	1320203	1323071	1327258	7806	2868
chain	1000	scf_8254815	909308	+	221415	225228	225223	scf_8254815	chr4	31722566	+	1327258	1331071	1338999	7807	3813
chain	1000	scf_8254815	909308	+	225223	230782	230782	scf_8254815	chr4	31722566	+	1338999	1344558	1345586	7808	5559
chain	1000	scf_8254815	909308	+	230782	240872	240857	scf_8254815	chr4	31722566	+	1345586	1355676	1358537	7809	10090
chain	1000	scf_8254815	909308	+	240857	243498	243949	scf_8254815	chr4	31722566	+	1358537	1361178	1361497	7810	2641
chain	1000	scf_8254815	909308	+	243949	255702	255631	scf_8254815	chr4	31722566	+	1361497	1373250	1373418	7811	11753
chain	1000	scf_8254815	909308	+	255631	256803	256803	scf_8254815	chr4	31722566	+	1373418	1374590	1379006	7812	1172
chain	1000	scf_8254815	909308	+	256803	259997	259916	scf_8254815	chr4	31722566	+	1379006	1382200	1382300	7813	3194
chain	1000	scf_8254815	909308	+	259916	273392	273321	scf_8254815	chr4	31722566	+	1382300	1395776	1395876	7814	13476
chain	1000	scf_8254815	909308	+	273321	285258	285257	scf_8254815	chr4	31722566	+	1395876	1407813	1412039	7815	11937
chain	1000	scf_8254815	909308	+	285257	291030	291029	scf_8254815	chr4	31722566	+	1412039	1417812	1421422	7816	5773
chain	1000	scf_8254815	909308	+	291029	293653	293558	scf_8254815	chr4	31722566	+	1421422	1424046	1424146	7817	2624
chain	1000	scf_8254815	909308	+	293558	302451	302437	scf_8254815	chr4	31722566	+	1424146	1433039	1433166	7818	8893
chain	1000	scf_8254815	909308	+	302437	303601	303601	scf_8254815	chr4	31722566	+	1433166	1434330	1442818	7819	1164
chain	1000	scf_8254815	909308	+	303601	305816	305816	scf_8254815	chr4	31722566	+	1442818	1445033	1451611	7820	2215
chain	1000	scf_8254815	909308	+	305816	308832	308832	scf_8254815	chr4	31722566	+	1451611	1454627	1458591	7821	3016
chain	1000	scf_8254815	909308	+	308832	318952	318951	scf_8254815	chr4	31722566	+	1458591	1468711	1471633	7822	10120
chain	1000	scf_8254815	909308	+	318951	320255	320241	scf_8254815	chr4	31722566	+	1471633	1472937	1479173	7823	1304
chain	1000	scf_8254815	909308	+	320241	321416	321417	scf_8254815	chr4	31722566	+	1479173	1480348	1484849	7824	1175
chain	1000	scf_8254815	909308	+	321417	322916	322915	scf_8254815	chr4	31722566	+	1484849	1486348	1488808	7825	1499
chain	1000	scf_8254815	909308	+	322915	325098	326103	scf_8254815	chr4	31722566	+	1488808	1490991	1500804	7826	2183
chain	1000	scf_8254815	909308	+	326103	328502	0	scf_8255311	chr4	31722566	+	1500804	1503203	1507536	7827	2399
chain	1000	scf_8255311	1048	+	0	1048	336579	scf_8254815	chr4	31722566	+	1507536	1508584	1516280	7828	1048
chain	1000	scf_8254815	909308	+	336579	338086	338086	scf_8254815	chr4	31722566	+	1516280	1517787	1524952	7829	1507
chain	1000	scf_8254815	909308	+	338086	339151	339150	scf_8254815	chr4	31722566	+	1524952	1526017	1539423	7830	1065
chain	1000	scf_8254815	909308	+	339150	341601	258	scf_8254359	chr4	31722566	+	1539423	1541874	1540914	7831	2451
chain	1000	scf_8254359	225308	+	258	3994	4327	scf_8254359	chr4	31722566	-	1540914	1544650	1544812	10168	3736
chain	1000	scf_8254815	909308	+	366791	367856	18679	scf_8254359	chr4	31722566	+	1552366	1553431	1564906	7833	1065
chain	1000	scf_8254359	225308	+	4327	18680	341598	scf_8254815	chr4	31722566	-	1544812	1559165	1550209	10167	14353
chain	1000	scf_8254815	909308	+	341598	351640	366791	scf_8254815	chr4	31722566	+	1550209	1560251	1552366	7832	10042
chain	1000	scf_8254359	225308	+	18679	22810	351640	scf_8254815	chr4	31722566	-	1564906	1569037	1565536	10166	4131
chain	1000	scf_8254815	909308	+	351640	355567	22810	scf_8254359	chr4	31722566	+	1565536	1569463	1573078	7834	3927
chain	1000	scf_8254359	225308	+	22810	25442	355567	scf_8254815	chr4	31722566	-	1573078	1575710	1574972	10165	2632
chain	1000	scf_8254815	909308	+	355567	357588	25441	scf_8254359	chr4	31722566	+	1574972	1576993	1576973	7835	2021
chain	1000	scf_8254815	909308	+	357582	358873	358839	scf_8254815	chr4	31722566	+	1579816	1581107	1583779	7836	1291
chain	1000	scf_8254815	909308	+	358839	360696	360696	scf_8254815	chr4	31722566	+	1583779	1585636	1586198	7837	1857
chain	1000	scf_8254815	909308	+	360696	362052	362029	scf_8254815	chr4	31722566	+	1586198	1587554	1594418	7838	1356
chain	1000	scf_8254359	225308	+	25441	43603	357582	scf_8254815	chr4	31722566	-	1576973	1595135	1579816	10164	18162
chain	1000	scf_8254815	909308	+	362029	364599	43603	scf_8254359	chr4	31722566	+	1594418	1596988	1599204	7839	2570
chain	1000	scf_8254815	909308	+	364626	366691	367956	scf_8254815	chr4	31722566	+	1599977	1602042	1603242	7840	2065
chain	1000	scf_8254359	225308	+	43603	51976	364626	scf_8254815	chr4	31722566	-	1599204	1607577	1599977	10163	8373
chain	1000	scf_8254815	909308	+	367956	374798	51973	scf_8254359	chr4	31722566	+	1603242	1610084	1610727	7841	6842
chain	1000	scf_8254815	909308	+	374795	376004	376002	scf_8254815	chr4	31722566	+	1626141	1627350	1629959	7842	1209
chain	1000	scf_8254359	225308	+	51973	71373	374795	scf_8254815	chr4	31722566	-	1610727	1630127	1626141	10162	19400
chain	1000	scf_8254815	909308	+	376002	378182	71373	scf_8254359	chr4	31722566	+	1629959	1632139	1632363	7843	2180
chain	1000	scf_8254359	225308	+	71373	75264	75260	scf_8254359	chr4	31722566	-	1632363	1636254	1636890	10161	3891
chain	1000	scf_8254815	909308	+	378179	379481	379481	scf_8254815	chr4	31722566	+	1638071	1639373	1641751	7844	1302
chain	1000	scf_8254359	225308	+	75260	83497	378179	scf_8254815	chr4	31722566	-	1636890	1645127	1638071	10160	8237
chain	1000	scf_8254815	909308	+	379481	386459	84493	scf_8254359	chr4	31722566	+	1641751	1648729	1654191	7845	6978
chain	1000	scf_8254359	225308	+	84493	90662	388655	scf_8254815	chr4	31722566	-	1654191	1660360	1658000	10159	6169
chain	1000	scf_8254815	909308	+	388655	394790	395132	scf_8254815	chr4	31722566	+	1658000	1664135	1663986	7846	6135
chain	1000	scf_8254815	909308	+	395132	396354	90650	scf_8254359	chr4	31722566	+	1663986	1665208	1665334	7847	1222
chain	1000	scf_8254359	225308	+	90650	92414	92414	scf_8254359	chr4	31722566	-	1665334	1667098	1668244	10158	1764
chain	1000	scf_8254815	909308	+	397203	400170	400168	scf_8254815	chr4	31722566	+	1668253	1671220	1673443	7848	2967
chain	1000	scf_8254359	225308	+	92414	97029	397203	scf_8254815	chr4	31722566	-	1668244	1672859	1668253	10157	4615
chain	1000	scf_8254815	909308	+	400168	401736	97029	scf_8254359	chr4	31722566	+	1673443	1675011	1675506	7849	1568
chain	1000	scf_8254359	225308	+	97029	99414	401732	scf_8254815	chr4	31722566	-	1675506	1677891	1678333	10156	2385
chain	1000	scf_8254815	909308	+	401732	404310	99417	scf_8254359	chr4	31722566	+	1678333	1680911	1681827	7850	2578
chain	1000	scf_8254359	225308	+	99417	101061	404307	scf_8254815	chr4	31722566	-	1681827	1683471	1682394	10155	1644
chain	1000	scf_8254815	909308	+	404307	408007	408006	scf_8254815	chr4	31722566	+	1682394	1686094	1687705	7851	3700
chain	1000	scf_8254815	909308	+	408006	409676	101061	scf_8254359	chr4	31722566	+	1687705	1689375	1687958	7852	1670
chain	1000	scf_8254359	225308	+	101061	103310	409675	scf_8254815	chr4	31722566	-	1687958	1690207	1690519	10154	2249
chain	1000	scf_8254815	909308	+	409675	411309	103309	scf_8254359	chr4	31722566	+	1690519	1692153	1692185	7853	1634
chain	1000	scf_8254359	225308	+	103309	104491	411307	scf_8254815	chr4	31722566	-	1692185	1693367	1696164	10153	1182
chain	1000	scf_8254815	909308	+	411307	417843	417843	scf_8254815	chr4	31722566	+	1696164	1702700	1703494	7854	6536
chain	1000	scf_8254815	909308	+	417843	420385	420385	scf_8254815	chr4	31722566	+	1703494	1706036	1707864	7855	2542
chain	1000	scf_8254359	225308	+	104490	105582	105580	scf_8254359	chr4	31722566	-	1711971	1713063	1715571	10152	1092
chain	1000	scf_8254815	909308	+	420385	426067	104490	scf_8254359	chr4	31722566	+	1707864	1713546	1711971	7856	5682
chain	1000	scf_8254359	225308	+	105580	106770	106770	scf_8254359	chr4	31722566	-	1715571	1716761	1721408	10151	1190
chain	1000	scf_8254359	225308	+	106770	108293	426057	scf_8254815	chr4	31722566	-	1721408	1722931	1723693	10150	1523
chain	1000	scf_8254815	909308	+	426057	427889	427886	scf_8254815	chr4	31722566	+	1723693	1725525	1726111	7857	1832
chain	1000	scf_8254815	909308	+	427886	430483	108292	scf_8254359	chr4	31722566	+	1726111	1728708	1732395	7858	2597
chain	1000	scf_8254359	225308	+	108292	109295	430483	scf_8254815	chr4	31722566	-	1732395	1733398	1733396	10149	1003
chain	1000	scf_8254359	225308	+	109301	110410	436318	scf_8254815	chr4	31722566	-	1733498	1734607	1742784	10148	1109
chain	1000	scf_8254815	909308	+	430483	436321	109301	scf_8254359	chr4	31722566	+	1733396	1739234	1733498	7859	5838
chain	1000	scf_8254359	225308	+	110407	111497	111488	scf_8254359	chr4	31722566	-	1742945	1744035	1750137	10147	1090
chain	1000	scf_8254815	909308	+	436318	443927	110407	scf_8254359	chr4	31722566	+	1742784	1750393	1742945	7860	7609
chain	1000	scf_8254359	225308	+	111488	112722	112719	scf_8254359	chr4	31722566	-	1750137	1751371	1753382	10146	1234
chain	1000	scf_8254815	909308	+	443907	449608	449607	scf_8254815	chr4	31722566	+	1754079	1759780	1760881	7861	5701
chain	1000	scf_8254815	909308	+	449607	451521	451518	scf_8254815	chr4	31722566	+	1760881	1762795	1763946	7862	1914
chain	1000	scf_8254815	909308	+	451518	454697	454692	scf_8254815	chr4	31722566	+	1763946	1767125	1769334	7863	3179
chain	1000	scf_8254815	909308	+	454692	460835	454692	scf_8254815	chr4	31722566	+	1769334	1775477	1769334	7864	6143
chain	1000	scf_8254815	909308	+	454692	460836	461675	scf_8254815	chr4	31722566	+	1769334	1775478	1776798	7865	6144
chain	1000	scf_8254359	225308	+	112719	145211	443907	scf_8254815	chr4	31722566	-	1753382	1785874	1754079	10145	32492
chain	1000	scf_8254815	909308	+	461675	471733	145211	scf_8254359	chr4	31722566	+	1776798	1786856	1788608	7866	10058
chain	1000	scf_8254359	225308	+	145211	150328	471733	scf_8254815	chr4	31722566	-	1788608	1793725	1793396	10144	5117
chain	1000	scf_8254815	909308	+	471733	475985	150327	scf_8254359	chr4	31722566	+	1793396	1797648	1795005	7867	4252
chain	1000	scf_8254359	225308	+	150327	157659	158764	scf_8254359	chr4	31722566	-	1795005	1802337	1803748	10143	7332
chain	1000	scf_8254359	225308	+	158764	160930	475984	scf_8254815	chr4	31722566	-	1803748	1805914	1804420	10142	2166
chain	1000	scf_8254815	909308	+	475984	480848	480847	scf_8254815	chr4	31722566	+	1804420	1809284	1810713	7868	4864
chain	1000	scf_8254815	909308	+	480847	483027	163858	scf_8254359	chr4	31722566	+	1810713	1812893	1816575	7869	2180
chain	1000	scf_8254815	909308	+	487408	491549	175225	scf_8254359	chr4	31722566	+	1823005	1827146	1828152	7870	4141
chain	1000	scf_8254359	225308	+	163858	175275	487408	scf_8254815	chr4	31722566	-	1816575	1827992	1823005	10141	11417
chain	1000	scf_8254815	909308	+	491698	494954	494945	scf_8254815	chr4	31722566	+	1828360	1831616	1837049	7871	3256
chain	1000	scf_8254359	225308	+	175225	183362	491698	scf_8254815	chr4	31722566	-	1828152	1836289	1828360	10140	8137
chain	1000	scf_8254815	909308	+	494945	497840	183361	scf_8254359	chr4	31722566	+	1837049	1839944	1837701	7872	2895
chain	1000	scf_8254815	909308	+	497827	510243	510228	scf_8254815	chr4	31722566	+	1841429	1853845	1855729	7873	12416
chain	1000	scf_8254815	909308	+	510228	514787	514787	scf_8254815	chr4	31722566	+	1855729	1860288	1860827	7874	4559
chain	1000	scf_8254815	909308	+	514787	529456	529456	scf_8254815	chr4	31722566	+	1860827	1875496	1875999	7875	14669
chain	1000	scf_8254359	225308	+	183361	221956	497827	scf_8254815	chr4	31722566	-	1837701	1876296	1841429	10139	38595
chain	1000	scf_8254359	225308	+	221872	225001	533556	scf_8254815	chr4	31722566	-	1876396	1879525	1881154	10138	3129
chain	1000	scf_8254815	909308	+	529456	533558	221872	scf_8254359	chr4	31722566	+	1875999	1880101	1876396	7876	4102
chain	1000	scf_8254815	909308	+	533556	536117	0	scf_8255780	chr4	31722566	+	1881154	1883715	1883078	7877	2561
chain	1000	scf_8255780	2004	+	0	1756	536152	scf_8254815	chr4	31722566	-	1883078	1884834	1893924	10136	1756
chain	1000	scf_8254815	909308	+	536152	540669	540652	scf_8254815	chr4	31722566	+	1893924	1898441	1901971	7878	4517
chain	1000	scf_8254815	909308	+	540652	546518	546517	scf_8254815	chr4	31722566	+	1901971	1907837	1911110	7879	5866
chain	1000	scf_8254815	909308	+	546517	549026	549022	scf_8254815	chr4	31722566	+	1911110	1913619	1915250	7880	2509
chain	1000	scf_8254815	909308	+	549022	581432	581420	scf_8254815	chr4	31722566	+	1915250	1947660	1952003	7881	32410
chain	1000	scf_8254815	909308	+	581420	582927	582922	scf_8254815	chr4	31722566	+	1952003	1953510	1964833	7882	1507
chain	1000	scf_8254815	909308	+	582922	586450	586439	scf_8254815	chr4	31722566	+	1964833	1968361	1973974	7883	3528
chain	1000	scf_8254815	909308	+	586439	587859	587858	scf_8254815	chr4	31722566	+	1973974	1975394	1982723	7884	1420
chain	1000	scf_8254815	909308	+	587858	589704	591507	scf_8254815	chr4	31722566	+	1982723	1984569	1992379	7885	1846
chain	1000	scf_8254815	909308	+	591507	601974	601965	scf_8254815	chr4	31722566	+	1992379	2002846	2005862	7886	10467
chain	1000	scf_8254815	909308	+	601965	611213	611208	scf_8254815	chr4	31722566	+	2005862	2015110	2026158	7887	9248
chain	1000	scf_8254815	909308	+	611208	612772	612769	scf_8254815	chr4	31722566	+	2026158	2027722	2032052	7888	1564
chain	1000	scf_8254815	909308	+	612769	614379	614376	scf_8254815	chr4	31722566	+	2032052	2033662	2036026	7889	1610
chain	1000	scf_8254815	909308	+	614376	624099	624160	scf_8254815	chr4	31722566	+	2036026	2045749	2050720	7890	9723
chain	1000	scf_8254815	909308	+	624160	630836	630936	scf_8254815	chr4	31722566	+	2050720	2057396	2057534	7891	6676
chain	1000	scf_8254815	909308	+	630936	638860	638861	scf_8254815	chr4	31722566	+	2057534	2065458	2068101	7892	7924
chain	1000	scf_8254815	909308	+	638861	648257	648417	scf_8254815	chr4	31722566	+	2068101	2077497	2079329	7893	9396
chain	1000	scf_8254815	909308	+	648417	650543	651143	scf_8254815	chr4	31722566	+	2079329	2081455	2097127	7894	2126
chain	1000	scf_8254815	909308	+	651143	653282	653281	scf_8254815	chr4	31722566	+	2097127	2099266	2100118	7895	2139
chain	1000	scf_8254815	909308	+	653281	656118	656114	scf_8254815	chr4	31722566	+	2100118	2102955	2103572	7896	2837
chain	1000	scf_8254815	909308	+	656114	660092	660192	scf_8254815	chr4	31722566	+	2103572	2107550	2107660	7897	3978
chain	1000	scf_8254815	909308	+	660192	661453	661724	scf_8254815	chr4	31722566	+	2107660	2108921	2114317	7898	1261
chain	1000	scf_8254815	909308	+	661724	663876	663873	scf_8254815	chr4	31722566	+	2114317	2116469	2126152	7899	2152
chain	1000	scf_8254815	909308	+	663873	666250	666248	scf_8254815	chr4	31722566	+	2126152	2128529	2133655	7900	2377
chain	1000	scf_8254815	909308	+	666248	668665	668656	scf_8254815	chr4	31722566	+	2133655	2136072	2139142	7901	2417
chain	1000	scf_8254815	909308	+	668656	671959	671952	scf_8254815	chr4	31722566	+	2139142	2142445	2146083	7902	3303
chain	1000	scf_8254815	909308	+	671952	690125	690121	scf_8254815	chr4	31722566	+	2146083	2164256	2167589	7903	18173
chain	1000	scf_8254815	909308	+	690121	694627	694616	scf_8254815	chr4	31722566	+	2167589	2172095	2174536	7904	4506
chain	1000	scf_8254815	909308	+	694616	699845	699838	scf_8254815	chr4	31722566	+	2174536	2179765	2182651	7905	5229
chain	1000	scf_8254815	909308	+	699838	709641	709634	scf_8254815	chr4	31722566	+	2182651	2192454	2205495	7906	9803
chain	1000	scf_8254815	909308	+	709634	712028	712028	scf_8254815	chr4	31722566	+	2205495	2207889	2208787	7907	2394
chain	1000	scf_8254815	909308	+	712028	713481	713458	scf_8254815	chr4	31722566	+	2208787	2210240	2210496	7908	1453
chain	1000	scf_8254815	909308	+	713458	714966	714962	scf_8254815	chr4	31722566	+	2210496	2212004	2216934	7909	1508
chain	1000	scf_8254815	909308	+	714962	724973	724971	scf_8254815	chr4	31722566	+	2216934	2226945	2229951	7910	10011
chain	1000	scf_8254815	909308	+	724971	729709	729708	scf_8254815	chr4	31722566	+	2229951	2234689	2237113	7911	4738
chain	1000	scf_8254815	909308	+	729708	739867	739862	scf_8254815	chr4	31722566	+	2237113	2247272	2255543	7912	10159
chain	1000	scf_8254815	909308	+	739862	748240	749855	scf_8254815	chr4	31722566	+	2255543	2263921	2267542	7913	8378
chain	1000	scf_8254815	909308	+	749855	751507	751506	scf_8254815	chr4	31722566	+	2267542	2269194	2282565	7914	1652
chain	1000	scf_8254815	909308	+	751506	763733	764320	scf_8254815	chr4	31722566	+	2282565	2294792	2297668	7915	12227
chain	1000	scf_8254815	909308	+	764320	767790	767774	scf_8254815	chr4	31722566	+	2297668	2301138	2302924	7916	3470
chain	1000	scf_8254815	909308	+	767774	770276	771739	scf_8254815	chr4	31722566	+	2302924	2305426	2310059	7917	2502
chain	1000	scf_8254815	909308	+	771739	773236	770276	scf_8254815	chr4	31722566	+	2310059	2311556	2311656	7918	1497
chain	1000	scf_8254815	909308	+	770276	771834	773404	scf_8254815	chr4	31722566	+	2311656	2313214	2314302	7919	1558
chain	1000	scf_8254815	909308	+	773404	774547	774762	scf_8254815	chr4	31722566	+	2314302	2315445	2315545	7920	1143
chain	1000	scf_8254815	909308	+	774762	776174	776172	scf_8254815	chr4	31722566	+	2315545	2316957	2317449	7921	1412
chain	1000	scf_8254815	909308	+	776172	777444	779220	scf_8254815	chr4	31722566	+	2317449	2318721	2330007	7922	1272
chain	1000	scf_8254815	909308	+	779220	783085	784235	scf_8254815	chr4	31722566	+	2330007	2333872	2340663	7923	3865
chain	1000	scf_8254815	909308	+	784235	788168	788421	scf_8254815	chr4	31722566	+	2340663	2344596	2347549	7924	3933
chain	1000	scf_8254815	909308	+	788421	791325	793480	scf_8254815	chr4	31722566	+	2347549	2350453	2379027	7925	2904
chain	1000	scf_8254815	909308	+	793480	809184	809171	scf_8254815	chr4	31722566	+	2379027	2394731	2396455	7926	15704
chain	1000	scf_8254815	909308	+	809171	814334	814323	scf_8254815	chr4	31722566	+	2396455	2401618	2405325	7927	5163
chain	1000	scf_8254815	909308	+	814323	819937	819948	scf_8254815	chr4	31722566	+	2405325	2410939	2412394	7928	5614
chain	1000	scf_8254815	909308	+	819948	820976	820974	scf_8254815	chr4	31722566	+	2412394	2413422	2416997	7929	1028
chain	1000	scf_8254815	909308	+	820974	822725	822832	scf_8254815	chr4	31722566	+	2416997	2418748	2419001	7930	1751
