chain	chainscore	refname	refsize	strand	refstart	refend	refshift	refnameshift	queryname	querysize	qstrand	querystart	queryend	queryshift	chainID	ungapsize
chain	1000	scf_8254645	1078769	+	190830	193153	193151	scf_8254645	chr5	27466550	-	257904	260227	261952	12812	2323
chain	1000	scf_8254645	1078769	+	193151	196794	0	scf_8254014	chr5	27466550	-	261952	265595	266598	12811	3643
chain	1000	scf_8254014	1549	+	0	1549	196794	scf_8254645	chr5	27466550	-	266598	268147	268129	12810	1549
chain	1000	scf_8254645	1078769	+	196794	204378	204377	scf_8254645	chr5	27466550	-	268129	275713	276912	12809	7584
chain	1000	scf_8254645	1078769	+	204377	206802	206801	scf_8254645	chr5	27466550	-	276912	279337	283772	12808	2425
chain	1000	scf_8254645	1078769	+	206801	209894	211238	scf_8254645	chr5	27466550	-	283772	286865	292386	12807	3093
chain	1000	scf_8254645	1078769	+	211238	213726	213726	scf_8254645	chr5	27466550	-	292386	294874	299308	12806	2488
chain	1000	scf_8254645	1078769	+	213726	220731	220729	scf_8254645	chr5	27466550	-	299308	306313	310072	12805	7005
chain	1000	scf_8254645	1078769	+	220729	223761	223746	scf_8254645	chr5	27466550	-	310072	313104	313741	12804	3032
chain	1000	scf_8254645	1078769	+	223746	230006	230006	scf_8254645	chr5	27466550	-	313741	320001	325037	12803	6260
chain	1000	scf_8254645	1078769	+	230006	233030	233027	scf_8254645	chr5	27466550	-	325037	328061	331493	12802	3024
chain	1000	scf_8254645	1078769	+	233027	241288	241218	scf_8254645	chr5	27466550	-	331493	339754	339854	12801	8261
chain	1000	scf_8254645	1078769	+	241218	243098	243097	scf_8254645	chr5	27466550	-	339854	341734	344426	12800	1880
chain	1000	scf_8254645	1078769	+	243097	251318	251306	scf_8254645	chr5	27466550	-	344426	352647	360601	12799	8221
chain	1000	scf_8254645	1078769	+	251306	253489	253485	scf_8254645	chr5	27466550	-	360601	362784	366884	12798	2183
chain	1000	scf_8254645	1078769	+	253485	266618	266612	scf_8254645	chr5	27466550	-	366884	380017	380718	12797	13133
chain	1000	scf_8254645	1078769	+	266612	278770	278765	scf_8254645	chr5	27466550	-	380718	392876	399362	12796	12158
chain	1000	scf_8254645	1078769	+	278765	286709	286707	scf_8254645	chr5	27466550	-	399362	407306	410653	12795	7944
chain	1000	scf_8254645	1078769	+	286707	311709	311692	scf_8254645	chr5	27466550	-	410653	435655	438549	12794	25002
chain	1000	scf_8254645	1078769	+	311692	320060	320060	scf_8254645	chr5	27466550	-	438549	446917	448640	12793	8368
chain	1000	scf_8254645	1078769	+	320060	323018	323015	scf_8254645	chr5	27466550	-	448640	451598	455133	12792	2958
chain	1000	scf_8254645	1078769	+	323015	337111	337089	scf_8254645	chr5	27466550	-	455133	469229	469964	12791	14096
chain	1000	scf_8254645	1078769	+	337089	357478	357478	scf_8254645	chr5	27466550	-	469964	490353	494519	12790	20389
chain	1000	scf_8254645	1078769	+	357478	365412	365411	scf_8254645	chr5	27466550	-	494519	502453	513433	12789	7934
chain	1000	scf_8254645	1078769	+	365411	367780	367779	scf_8254645	chr5	27466550	-	513433	515802	518468	12788	2369
chain	1000	scf_8254645	1078769	+	367779	389007	389941	scf_8254645	chr5	27466550	-	518468	539696	566752	12787	21228
chain	1000	scf_8254645	1078769	+	389941	408391	408387	scf_8254645	chr5	27466550	-	566752	585202	588595	12786	18450
chain	1000	scf_8254645	1078769	+	408387	422459	422447	scf_8254645	chr5	27466550	-	588595	602667	607138	12785	14072
chain	1000	scf_8254645	1078769	+	422447	425300	425298	scf_8254645	chr5	27466550	-	607138	609991	611635	12784	2853
chain	1000	scf_8254645	1078769	+	425298	437067	437063	scf_8254645	chr5	27466550	-	611635	623404	626060	12783	11769
chain	1000	scf_8254645	1078769	+	437063	438930	438922	scf_8254645	chr5	27466550	-	626060	627927	630788	12782	1867
chain	1000	scf_8254645	1078769	+	438922	449029	449431	scf_8254645	chr5	27466550	-	630788	640895	643818	12781	10107
chain	1000	scf_8254645	1078769	+	449431	455063	455058	scf_8254645	chr5	27466550	-	643818	649450	651731	12780	5632
chain	1000	scf_8254645	1078769	+	455058	479542	479542	scf_8254645	chr5	27466550	-	651731	676215	678294	12779	24484
chain	1000	scf_8254645	1078769	+	479542	482562	482560	scf_8254645	chr5	27466550	-	678294	681314	684088	12778	3020
chain	1000	scf_8254645	1078769	+	482560	486158	486156	scf_8254645	chr5	27466550	-	684088	687686	690407	12777	3598
chain	1000	scf_8254645	1078769	+	486156	488704	488685	scf_8254645	chr5	27466550	-	690407	692955	695217	12776	2548
chain	1000	scf_8254645	1078769	+	488685	501537	502491	scf_8254645	chr5	27466550	-	695217	708069	717842	12775	12852
chain	1000	scf_8254645	1078769	+	502491	507640	507640	scf_8254645	chr5	27466550	-	717842	722991	732801	12774	5149
chain	1000	scf_8254645	1078769	+	507640	509036	509031	scf_8254645	chr5	27466550	-	732801	734197	741934	12773	1396
chain	1000	scf_8254645	1078769	+	509031	515508	516461	scf_8254645	chr5	27466550	-	741934	748411	759956	12772	6477
chain	1000	scf_8254645	1078769	+	516461	521702	521698	scf_8254645	chr5	27466550	-	759956	765197	773742	12771	5241
chain	1000	scf_8254645	1078769	+	521698	523066	523060	scf_8254645	chr5	27466550	-	773742	775110	784370	12770	1368
chain	1000	scf_8254645	1078769	+	523060	531670	531669	scf_8254645	chr5	27466550	-	784370	792980	793670	12769	8610
chain	1000	scf_8254645	1078769	+	531669	535557	535554	scf_8254645	chr5	27466550	-	793670	797558	802288	12768	3888
chain	1000	scf_8254645	1078769	+	535554	536978	536978	scf_8254645	chr5	27466550	-	802288	803712	815368	12767	1424
chain	1000	scf_8254645	1078769	+	536978	538290	538290	scf_8254645	chr5	27466550	-	815368	816680	819645	12766	1312
chain	1000	scf_8254645	1078769	+	538290	542699	542697	scf_8254645	chr5	27466550	-	819645	824054	827254	12765	4409
chain	1000	scf_8254645	1078769	+	542697	543704	543701	scf_8254645	chr5	27466550	-	827254	828261	832014	12764	1007
chain	1000	scf_8254645	1078769	+	543701	545102	545099	scf_8254645	chr5	27466550	-	832014	833415	835840	12763	1401
chain	1000	scf_8254645	1078769	+	545099	549431	549429	scf_8254645	chr5	27466550	-	835840	840172	847078	12762	4332
chain	1000	scf_8254645	1078769	+	549429	561017	561812	scf_8254645	chr5	27466550	-	847078	858666	863928	12761	11588
chain	1000	scf_8254645	1078769	+	561812	563760	563759	scf_8254645	chr5	27466550	-	863928	865876	870482	12760	1948
chain	1000	scf_8254645	1078769	+	563759	570199	570199	scf_8254645	chr5	27466550	-	870482	876922	877053	12759	6440
chain	1000	scf_8254645	1078769	+	570199	587113	587110	scf_8254645	chr5	27466550	-	877053	893967	895341	12758	16914
chain	1000	scf_8254645	1078769	+	587110	601840	601838	scf_8254645	chr5	27466550	-	895341	910071	914309	12757	14730
chain	1000	scf_8254645	1078769	+	601838	610179	610174	scf_8254645	chr5	27466550	-	914309	922650	924587	12756	8341
chain	1000	scf_8254645	1078769	+	610174	612653	612653	scf_8254645	chr5	27466550	-	924587	927066	928217	12755	2479
chain	1000	scf_8254645	1078769	+	612653	617267	29	scf_8254597	chr5	27466550	-	928217	932831	932513	12754	4614
chain	1000	scf_8254597	646488	+	29	3546	617265	scf_8254645	chr5	27466550	+	932513	936030	937331	10397	3517
chain	1000	scf_8254597	646488	+	3543	5189	5096	scf_8254597	chr5	27466550	+	938950	940596	940696	10398	1646
chain	1000	scf_8254597	646488	+	5096	6472	6475	scf_8254597	chr5	27466550	+	940696	942072	946720	10399	1376
chain	1000	scf_8254645	1078769	+	617265	632948	3543	scf_8254597	chr5	27466550	-	937331	953014	938950	12753	15683
chain	1000	scf_8254645	1078769	+	632934	638024	638163	scf_8254645	chr5	27466550	-	955689	960779	960778	12752	5090
chain	1000	scf_8254597	646488	+	6475	24056	632934	scf_8254645	chr5	27466550	+	946720	964301	955689	10400	17581
chain	1000	scf_8254597	646488	+	23976	26742	26743	scf_8254597	chr5	27466550	+	964401	967167	969881	10401	2766
chain	1000	scf_8254597	646488	+	26743	28464	28463	scf_8254597	chr5	27466550	+	969881	971602	973171	10402	1721
chain	1000	scf_8254645	1078769	+	638163	650416	23976	scf_8254597	chr5	27466550	-	960778	973031	964401	12751	12253
chain	1000	scf_8254597	646488	+	28463	33202	650639	scf_8254645	chr5	27466550	+	973171	977910	975360	10403	4739
chain	1000	scf_8254597	646488	+	33201	37859	37859	scf_8254597	chr5	27466550	+	980697	985355	988089	10404	4658
chain	1000	scf_8254597	646488	+	37859	39393	39389	scf_8254597	chr5	27466550	+	988089	989623	990433	10405	1534
chain	1000	scf_8254597	646488	+	39389	49939	49940	scf_8254597	chr5	27466550	+	990433	1000983	1003159	10406	10550
chain	1000	scf_8254597	646488	+	49940	55068	55067	scf_8254597	chr5	27466550	+	1003159	1008287	1012814	10407	5128
chain	1000	scf_8254645	1078769	+	650639	695835	33201	scf_8254597	chr5	27466550	-	975360	1020556	980697	12750	45196
chain	1000	scf_8254597	646488	+	55067	65904	695832	scf_8254645	chr5	27466550	+	1012814	1023651	1021879	10408	10837
chain	1000	scf_8254645	1078769	+	695832	706724	65902	scf_8254597	chr5	27466550	-	1021879	1032771	1033724	12749	10892
chain	1000	scf_8254597	646488	+	65902	67724	706721	scf_8254645	chr5	27466550	+	1033724	1035546	1035549	10409	1822
chain	1000	scf_8254645	1078769	+	706721	708714	67734	scf_8254597	chr5	27466550	-	1035549	1037542	1038008	12748	1993
chain	1000	scf_8254597	646488	+	67734	72353	708714	scf_8254645	chr5	27466550	+	1038008	1042627	1038445	10410	4619
chain	1000	scf_8254597	646488	+	72352	73966	717599	scf_8254645	chr5	27466550	+	1044632	1046246	1047479	10411	1614
chain	1000	scf_8254645	1078769	+	708714	716854	72352	scf_8254597	chr5	27466550	-	1038445	1046585	1044632	12747	8140
chain	1000	scf_8254645	1078769	+	717599	720523	74101	scf_8254597	chr5	27466550	-	1047479	1050403	1048803	12746	2924
chain	1000	scf_8254597	646488	+	74101	83876	720817	scf_8254645	chr5	27466550	+	1048803	1058578	1050652	10412	9775
chain	1000	scf_8254645	1078769	+	720817	732855	732795	scf_8254645	chr5	27466550	-	1050652	1062690	1062790	12745	12038
chain	1000	scf_8254645	1078769	+	732795	736321	83874	scf_8254597	chr5	27466550	-	1062790	1066316	1064593	12744	3526
chain	1000	scf_8254597	646488	+	83874	87394	736318	scf_8254645	chr5	27466550	+	1064593	1068113	1068306	10413	3520
chain	1000	scf_8254597	646488	+	87393	91104	743406	scf_8254645	chr5	27466550	+	1072891	1076602	1075394	10414	3711
chain	1000	scf_8254645	1078769	+	736318	753456	87393	scf_8254597	chr5	27466550	-	1068306	1085444	1072891	12743	17138
chain	1000	scf_8254645	1078769	+	743406	765248	91104	scf_8254597	chr5	27466550	-	1075394	1097236	1079136	12742	21842
chain	1000	scf_8254597	646488	+	91104	114438	94448	scf_8254597	chr5	27466550	+	1079136	1102470	1082480	10415	23334
chain	1000	scf_8254645	1078769	+	766599	770689	771711	scf_8254645	chr5	27466550	-	1100465	1104555	1107147	12741	4090
chain	1000	scf_8254597	646488	+	94448	119230	766599	scf_8254645	chr5	27466550	+	1082480	1107262	1100465	10416	24782
chain	1000	scf_8254597	646488	+	119227	120731	776907	scf_8254645	chr5	27466550	+	1108484	1109988	1113826	10417	1504
chain	1000	scf_8254645	1078769	+	771711	776907	119227	scf_8254597	chr5	27466550	-	1107147	1112343	1108484	12740	5196
chain	1000	scf_8254645	1078769	+	776907	779370	120729	scf_8254597	chr5	27466550	-	1113826	1116289	1118764	12739	2463
chain	1000	scf_8254597	646488	+	120729	122155	782161	scf_8254645	chr5	27466550	+	1118764	1120190	1123023	10418	1426
chain	1000	scf_8254645	1078769	+	782161	785132	787000	scf_8254645	chr5	27466550	-	1123023	1125994	1127911	12738	2971
chain	1000	scf_8254597	646488	+	122154	123562	123562	scf_8254597	chr5	27466550	+	1128004	1129412	1132993	10419	1408
chain	1000	scf_8254597	646488	+	123562	125767	126707	scf_8254597	chr5	27466550	+	1132993	1135198	1136127	10420	2205
chain	1000	scf_8254645	1078769	+	787000	794696	122154	scf_8254597	chr5	27466550	-	1127911	1135607	1128004	12737	7696
chain	1000	scf_8254597	646488	+	126707	132317	794712	scf_8254645	chr5	27466550	+	1136127	1141737	1138689	10421	5610
chain	1000	scf_8254645	1078769	+	794712	800279	132316	scf_8254597	chr5	27466550	-	1138689	1144256	1143278	12736	5567
chain	1000	scf_8254597	646488	+	132316	135940	800277	scf_8254645	chr5	27466550	+	1143278	1146902	1149009	10422	3624
chain	1000	scf_8254645	1078769	+	800277	802403	135940	scf_8254597	chr5	27466550	-	1149009	1151135	1150183	12735	2126
chain	1000	scf_8254597	646488	+	135940	137159	137156	scf_8254597	chr5	27466550	+	1150183	1151402	1152911	10423	1219
chain	1000	scf_8254597	646488	+	137156	138173	138171	scf_8254597	chr5	27466550	+	1152911	1153928	1155386	10424	1017
chain	1000	scf_8254597	646488	+	138171	141383	141380	scf_8254597	chr5	27466550	+	1155386	1158598	1161027	10425	3212
chain	1000	scf_8254597	646488	+	141380	144967	806611	scf_8254645	chr5	27466550	+	1161027	1164614	1163316	10426	3587
chain	1000	scf_8254597	646488	+	144963	146303	146311	scf_8254597	chr5	27466550	+	1170542	1171882	1172206	10427	1340
chain	1000	scf_8254597	646488	+	146311	147451	147451	scf_8254597	chr5	27466550	+	1172206	1173346	1182857	10428	1140
chain	1000	scf_8254597	646488	+	147451	149000	149000	scf_8254597	chr5	27466550	+	1182857	1184406	1185780	10429	1549
chain	1000	scf_8254645	1078769	+	806611	829900	144963	scf_8254597	chr5	27466550	-	1163316	1186605	1170542	12734	23289
chain	1000	scf_8254597	646488	+	149000	151864	829900	scf_8254645	chr5	27466550	+	1185780	1188644	1188755	10430	2864
chain	1000	scf_8254645	1078769	+	829900	834537	151872	scf_8254597	chr5	27466550	-	1188755	1193392	1191391	12733	4637
chain	1000	scf_8254645	1078769	+	835060	836628	836626	scf_8254645	chr5	27466550	-	1205368	1206936	1207362	12732	1568
chain	1000	scf_8254645	1078769	+	836626	841695	841695	scf_8254645	chr5	27466550	-	1207362	1212431	1214132	12731	5069
chain	1000	scf_8254645	1078769	+	841695	842903	843451	scf_8254645	chr5	27466550	-	1214132	1215340	1215440	12730	1208
chain	1000	scf_8254597	646488	+	151872	182009	835060	scf_8254645	chr5	27466550	+	1191391	1221528	1205368	10431	30137
chain	1000	scf_8254645	1078769	+	843451	854304	182030	scf_8254597	chr5	27466550	-	1215440	1226293	1226706	12729	10853
chain	1000	scf_8254645	1078769	+	854303	862953	862938	scf_8254645	chr5	27466550	-	1228500	1237150	1239045	12728	8650
chain	1000	scf_8254597	646488	+	182030	200167	854303	scf_8254645	chr5	27466550	+	1226706	1244843	1228500	10432	18137
chain	1000	scf_8254597	646488	+	200288	205395	205394	scf_8254597	chr5	27466550	+	1246545	1251652	1252514	10433	5107
chain	1000	scf_8254597	646488	+	205394	213933	213931	scf_8254597	chr5	27466550	+	1252514	1261053	1263805	10434	8539
chain	1000	scf_8254645	1078769	+	862938	887967	200288	scf_8254597	chr5	27466550	-	1239045	1264074	1246545	12727	25029
chain	1000	scf_8254645	1078769	+	888378	891995	891983	scf_8254645	chr5	27466550	-	1264233	1267850	1267950	12726	3617
chain	1000	scf_8254597	646488	+	213931	222982	888378	scf_8254645	chr5	27466550	+	1263805	1272856	1264233	10435	9051
chain	1000	scf_8254645	1078769	+	891983	900833	222982	scf_8254597	chr5	27466550	-	1267950	1276800	1274990	12725	8850
chain	1000	scf_8254597	646488	+	222982	233443	900538	scf_8254645	chr5	27466550	+	1274990	1285451	1276797	10436	10461
chain	1000	scf_8254597	646488	+	233369	236133	236133	scf_8254597	chr5	27466550	+	1285551	1288315	1291953	10437	2764
chain	1000	scf_8254645	1078769	+	900538	921615	233369	scf_8254597	chr5	27466550	-	1276797	1297874	1285551	12724	21077
chain	1000	scf_8254597	646488	+	236133	246948	921611	scf_8254645	chr5	27466550	+	1291953	1302768	1300284	10438	10815
chain	1000	scf_8254645	1078769	+	921611	938687	246948	scf_8254597	chr5	27466550	-	1300284	1317360	1303658	12723	17076
chain	1000	scf_8254597	646488	+	246948	263877	938685	scf_8254645	chr5	27466550	+	1303658	1320587	1327144	10439	16929
chain	1000	scf_8254597	646488	+	263877	270798	270795	scf_8254597	chr5	27466550	+	1328910	1335831	1337148	10440	6921
chain	1000	scf_8254597	646488	+	270795	272332	272332	scf_8254597	chr5	27466550	+	1337148	1338685	1342286	10441	1537
chain	1000	scf_8254597	646488	+	272332	276431	278169	scf_8254597	chr5	27466550	+	1342286	1346385	1349906	10442	4099
chain	1000	scf_8254597	646488	+	278169	283102	968214	scf_8254645	chr5	27466550	+	1349906	1354839	1360234	10443	4933
chain	1000	scf_8254645	1078769	+	938685	968214	263877	scf_8254597	chr5	27466550	-	1327144	1356673	1328910	12722	29529
chain	1000	scf_8254597	646488	+	283105	299316	299314	scf_8254597	chr5	27466550	+	1360527	1376738	1379225	10444	16211
chain	1000	scf_8254645	1078769	+	968214	993619	283105	scf_8254597	chr5	27466550	-	1360234	1385639	1360527	12721	25405
chain	1000	scf_8254597	646488	+	299314	305767	305754	scf_8254597	chr5	27466550	+	1379225	1385678	1389332	10445	6453
chain	1000	scf_8254597	646488	+	305754	308558	993619	scf_8254645	chr5	27466550	+	1389332	1392136	1391101	10446	2804
chain	1000	scf_8254597	646488	+	308554	310436	310436	scf_8254597	chr5	27466550	+	1394279	1396161	1396852	10447	1882
chain	1000	scf_8254597	646488	+	310436	314125	314133	scf_8254597	chr5	27466550	+	1396852	1400541	1403532	10448	3689
chain	1000	scf_8254645	1078769	+	993619	1006310	308554	scf_8254597	chr5	27466550	-	1391101	1403792	1394279	12720	12691
chain	1000	scf_8254645	1078769	+	1006306	1010044	1010002	scf_8254645	chr5	27466550	-	1406374	1410112	1412323	12719	3738
chain	1000	scf_8254597	646488	+	314133	321886	1006306	scf_8254645	chr5	27466550	+	1403532	1411285	1406374	10449	7753
chain	1000	scf_8254645	1078769	+	1010002	1011701	321853	scf_8254597	chr5	27466550	-	1412323	1414022	1414731	12718	1699
chain	1000	scf_8254645	1078769	+	1011701	1019486	1019486	scf_8254645	chr5	27466550	-	1417901	1425686	1428203	12717	7785
chain	1000	scf_8254645	1078769	+	1019486	1026295	344143	scf_8254597	chr5	27466550	-	1428203	1435012	1437999	12716	6809
chain	1000	scf_8254597	646488	+	321853	343473	1011701	scf_8254645	chr5	27466550	+	1414731	1436351	1417901	10450	21620
chain	1000	scf_8254645	1078769	+	1026295	1030303	1030302	scf_8254645	chr5	27466550	-	1440252	1444260	1446547	12715	4008
chain	1000	scf_8254597	646488	+	344143	350716	1026295	scf_8254645	chr5	27466550	+	1437999	1444572	1440252	10451	6573
chain	1000	scf_8254597	646488	+	350716	352338	1035348	scf_8254645	chr5	27466550	+	1447939	1449561	1452449	10452	1622
chain	1000	scf_8254645	1078769	+	1030302	1035348	350716	scf_8254597	chr5	27466550	-	1446547	1451593	1447939	12714	5046
chain	1000	scf_8254645	1078769	+	1035348	1036522	352337	scf_8254597	chr5	27466550	-	1452449	1453623	1452763	12713	1174
chain	1000	scf_8254597	646488	+	352337	356753	1036522	scf_8254645	chr5	27466550	+	1452763	1457179	1454179	10453	4416
chain	1000	scf_8254597	646488	+	356736	361381	361417	scf_8254597	chr5	27466550	+	1459850	1464495	1465040	10454	4645
chain	1000	scf_8254645	1078769	+	1036522	1049592	356736	scf_8254597	chr5	27466550	-	1454179	1467249	1459850	12712	13070
chain	1000	scf_8254645	1078769	+	1049586	1052262	1052258	scf_8254645	chr5	27466550	-	1469592	1472268	1473462	12711	2676
chain	1000	scf_8254645	1078769	+	1052258	1053679	374339	scf_8254597	chr5	27466550	-	1473462	1474883	1479085	12710	1421
chain	1000	scf_8254597	646488	+	361417	374347	1049586	scf_8254645	chr5	27466550	+	1465040	1477970	1469592	10455	12930
chain	1000	scf_8254597	646488	+	374339	378013	1054614	scf_8254645	chr5	27466550	+	1479085	1482759	1482580	10456	3674
chain	1000	scf_8254645	1078769	+	1054614	1060551	378010	scf_8254597	chr5	27466550	-	1482580	1488517	1484787	12709	5937
chain	1000	scf_8254597	646488	+	378010	382517	1060549	scf_8254645	chr5	27466550	+	1484787	1489294	1489914	10457	4507
chain	1000	scf_8254645	1078769	+	1060549	1066445	382517	scf_8254597	chr5	27466550	-	1489914	1495810	1496383	12708	5896
chain	1000	scf_8254645	1078769	+	1066442	1074223	1074937	scf_8254645	chr5	27466550	-	1496732	1504513	1507519	12707	7781
chain	1000	scf_8254645	1078769	+	1074937	1078560	135	scf_8254412	chr5	27466550	-	1507519	1511142	1511192	12706	3623
chain	1000	scf_8254597	646488	+	382517	398133	1066442	scf_8254645	chr5	27466550	+	1496383	1511999	1496732	10458	15616
chain	1000	scf_8254412	117973	+	135	4105	4102	scf_8254412	chr5	27466550	-	1511192	1515162	1517124	12705	3970
chain	1000	scf_8254597	646488	+	398133	401832	402646	scf_8254597	chr5	27466550	+	1517897	1521596	1522724	10459	3699
chain	1000	scf_8254597	646488	+	402646	404548	404547	scf_8254597	chr5	27466550	+	1522724	1524626	1527626	10460	1902
chain	1000	scf_8254597	646488	+	404547	405884	405884	scf_8254597	chr5	27466550	+	1527626	1528963	1531229	10461	1337
chain	1000	scf_8254597	646488	+	405884	407666	408414	scf_8254597	chr5	27466550	+	1531229	1533011	1533970	10462	1782
chain	1000	scf_8254597	646488	+	408414	410497	410497	scf_8254597	chr5	27466550	+	1533970	1536053	1544475	10463	2083
chain	1000	scf_8254412	117973	+	4102	29771	398133	scf_8254597	chr5	27466550	-	1517124	1542793	1517897	12704	25669
chain	1000	scf_8254597	646488	+	410497	416809	29765	scf_8254412	chr5	27466550	+	1544475	1550787	1545070	10464	6312
chain	1000	scf_8254597	646488	+	417094	418911	418911	scf_8254597	chr5	27466550	+	1553582	1555399	1560469	10465	1817
chain	1000	scf_8254412	117973	+	29765	44412	417094	scf_8254597	chr5	27466550	-	1545070	1559717	1553582	12703	14647
chain	1000	scf_8254412	117973	+	44410	45557	45553	scf_8254412	chr5	27466550	-	1561948	1563095	1566860	12702	1147
chain	1000	scf_8254597	646488	+	418911	425133	44410	scf_8254412	chr5	27466550	+	1560469	1566691	1561948	10466	6222
chain	1000	scf_8254412	117973	+	45553	47357	425113	scf_8254597	chr5	27466550	-	1566860	1568664	1572318	12701	1804
chain	1000	scf_8254597	646488	+	425113	432080	54967	scf_8254412	chr5	27466550	+	1572318	1579285	1585918	10467	6967
chain	1000	scf_8254412	117973	+	54967	57303	432915	scf_8254597	chr5	27466550	-	1585918	1588254	1586572	12700	2336
chain	1000	scf_8254597	646488	+	432915	436674	58312	scf_8254412	chr5	27466550	+	1586572	1590331	1589198	10468	3759
chain	1000	scf_8254412	117973	+	58312	62303	436724	scf_8254597	chr5	27466550	-	1589198	1593189	1595071	12699	3991
chain	1000	scf_8254597	646488	+	436724	441163	443267	scf_8254597	chr5	27466550	+	1595071	1599510	1606285	10469	4439
chain	1000	scf_8254597	646488	+	443267	446204	76194	scf_8254412	chr5	27466550	+	1606285	1609222	1606877	10470	2937
chain	1000	scf_8254412	117973	+	76194	78819	446197	scf_8254597	chr5	27466550	-	1606877	1609502	1610306	12698	2625
chain	1000	scf_8254597	646488	+	446197	448017	79745	scf_8254412	chr5	27466550	+	1610306	1612126	1610634	10471	1820
chain	1000	scf_8254412	117973	+	79745	84680	84719	scf_8254412	chr5	27466550	-	1610634	1615569	1615805	12697	4935
chain	1000	scf_8254597	646488	+	448852	450028	451768	scf_8254597	chr5	27466550	+	1617181	1618357	1620595	10472	1176
chain	1000	scf_8254597	646488	+	451768	453107	453080	scf_8254597	chr5	27466550	+	1620595	1621934	1623187	10473	1339
chain	1000	scf_8254597	646488	+	453080	454584	456328	scf_8254597	chr5	27466550	+	1623187	1624691	1626871	10474	1504
chain	1000	scf_8254412	117973	+	84719	96997	448852	scf_8254597	chr5	27466550	-	1615805	1628083	1617181	12696	12278
chain	1000	scf_8254412	117973	+	96992	117678	488374	scf_8254597	chr5	27466550	-	1630781	1651467	1662321	12695	20686
chain	1000	scf_8254597	646488	+	456328	488381	96992	scf_8254412	chr5	27466550	+	1626871	1658924	1630781	10475	32053
chain	1000	scf_8254597	646488	+	488374	499975	672	scf_8254391	chr5	27466550	+	1662321	1673922	1665255	10476	11601
chain	1000	scf_8254597	646488	+	499972	504027	504675	scf_8254597	chr5	27466550	+	1675624	1679679	1680268	10477	4055
chain	1000	scf_8254597	646488	+	504675	506167	506561	scf_8254597	chr5	27466550	+	1680268	1681760	1682518	10478	1492
chain	1000	scf_8254597	646488	+	506561	510202	510792	scf_8254597	chr5	27466550	+	1682518	1686159	1686980	10479	3641
chain	1000	scf_8254597	646488	+	510792	512225	514535	scf_8254597	chr5	27466550	+	1686980	1688413	1693099	10480	1433
chain	1000	scf_8254391	308699	+	672	28178	499972	scf_8254597	chr5	27466550	-	1665255	1692761	1675624	12694	27506
chain	1000	scf_8254597	646488	+	514535	516920	28176	scf_8254391	chr5	27466550	+	1693099	1695484	1695766	10481	2385
chain	1000	scf_8254597	646488	+	517471	519176	519156	scf_8254597	chr5	27466550	+	1695980	1697685	1698420	10482	1705
chain	1000	scf_8254597	646488	+	519156	520504	521213	scf_8254597	chr5	27466550	+	1698420	1699768	1700888	10483	1348
chain	1000	scf_8254597	646488	+	521213	522346	523161	scf_8254597	chr5	27466550	+	1700888	1702021	1702793	10484	1133
chain	1000	scf_8254391	308699	+	28176	46356	517471	scf_8254597	chr5	27466550	-	1695766	1713946	1695980	12693	18180
chain	1000	scf_8254597	646488	+	523161	547937	46341	scf_8254391	chr5	27466550	+	1702793	1727569	1716766	10485	24776
chain	1000	scf_8254597	646488	+	547935	553991	64729	scf_8254391	chr5	27466550	+	1729087	1735143	1736849	10486	6056
