chain	chainscore	refname	refsize	strand	refstart	refend	refshift	refnameshift	queryname	querysize	qstrand	querystart	queryend	queryshift	chainID	ungapsize
chain	1000	scf_8254697	1868686	+	159062	160533	160532	scf_8254697	chr3	31519100	-	237147	238618	248734	7641	1471
chain	1000	scf_8254697	1868686	+	160532	162441	162438	scf_8254697	chr3	31519100	-	248734	250643	256032	7640	1909
chain	1000	scf_8254697	1868686	+	162438	165519	168298	scf_8254697	chr3	31519100	-	256032	259113	277596	7639	3081
chain	1000	scf_8254697	1868686	+	168298	175833	177134	scf_8254697	chr3	31519100	-	277596	285131	290126	7638	7535
chain	1000	scf_8254697	1868686	+	177134	192773	192883	scf_8254697	chr3	31519100	-	290126	305765	305865	7637	15639
chain	1000	scf_8254697	1868686	+	192883	194549	194545	scf_8254697	chr3	31519100	-	305865	307531	310559	7636	1666
chain	1000	scf_8254697	1868686	+	194545	211623	211617	scf_8254697	chr3	31519100	-	310559	327637	327965	7635	17078
chain	1000	scf_8254697	1868686	+	211617	214192	214192	scf_8254697	chr3	31519100	-	327965	330540	333181	7634	2575
chain	1000	scf_8254697	1868686	+	214192	226987	226987	scf_8254697	chr3	31519100	-	333181	345976	347188	7633	12795
chain	1000	scf_8254697	1868686	+	226987	229948	229908	scf_8254697	chr3	31519100	-	347188	350149	350249	7632	2961
chain	1000	scf_8254697	1868686	+	229908	235880	235880	scf_8254697	chr3	31519100	-	350249	356221	358805	7631	5972
chain	1000	scf_8254697	1868686	+	235880	239139	239139	scf_8254697	chr3	31519100	-	358805	362064	363893	7630	3259
chain	1000	scf_8254697	1868686	+	239139	241786	241779	scf_8254697	chr3	31519100	-	363893	366540	370515	7629	2647
chain	1000	scf_8254697	1868686	+	241779	246872	246869	scf_8254697	chr3	31519100	-	370515	375608	378358	7628	5093
chain	1000	scf_8254697	1868686	+	246869	248942	248940	scf_8254697	chr3	31519100	-	378358	380431	381590	7627	2073
chain	1000	scf_8254697	1868686	+	248940	250782	250778	scf_8254697	chr3	31519100	-	381590	383432	384043	7626	1842
chain	1000	scf_8254697	1868686	+	250778	253866	253862	scf_8254697	chr3	31519100	-	384043	387131	391473	7625	3088
chain	1000	scf_8254697	1868686	+	253862	255728	255767	scf_8254697	chr3	31519100	-	391473	393339	399223	7624	1866
chain	1000	scf_8254697	1868686	+	255767	257036	257033	scf_8254697	chr3	31519100	-	399223	400492	404533	7623	1269
chain	1000	scf_8254697	1868686	+	257033	259604	259594	scf_8254697	chr3	31519100	-	404533	407104	408146	7622	2571
chain	1000	scf_8254697	1868686	+	259594	264660	264660	scf_8254697	chr3	31519100	-	408146	413212	414409	7621	5066
chain	1000	scf_8254697	1868686	+	264660	275709	265678	scf_8254697	chr3	31519100	-	414409	425458	415463	7620	11049
chain	1000	scf_8254697	1868686	+	265678	279135	279418	scf_8254697	chr3	31519100	-	415463	428920	429044	7619	13457
chain	1000	scf_8254697	1868686	+	279418	292343	292341	scf_8254697	chr3	31519100	-	429044	441969	442905	7618	12925
chain	1000	scf_8254697	1868686	+	292341	301420	301420	scf_8254697	chr3	31519100	-	442905	451984	454407	7617	9079
chain	1000	scf_8254697	1868686	+	301420	312943	312957	scf_8254697	chr3	31519100	-	454407	465930	472661	7616	11523
chain	1000	scf_8254697	1868686	+	312957	323807	323794	scf_8254697	chr3	31519100	-	472661	483511	485352	7615	10850
chain	1000	scf_8254697	1868686	+	323794	329911	329912	scf_8254697	chr3	31519100	-	485352	491469	495439	7614	6117
chain	1000	scf_8254697	1868686	+	329912	337838	337879	scf_8254697	chr3	31519100	-	495439	503365	504697	7613	7926
chain	1000	scf_8254697	1868686	+	337879	342873	342869	scf_8254697	chr3	31519100	-	504697	509691	511045	7612	4994
chain	1000	scf_8254697	1868686	+	342869	375820	375820	scf_8254697	chr3	31519100	-	511045	543996	550992	7611	32951
chain	1000	scf_8254697	1868686	+	375820	388500	388497	scf_8254697	chr3	31519100	-	550992	563672	567426	7610	12680
chain	1000	scf_8254697	1868686	+	388497	414455	414459	scf_8254697	chr3	31519100	-	567426	593384	597128	7609	25958
chain	1000	scf_8254697	1868686	+	414459	421288	422234	scf_8254697	chr3	31519100	-	597128	603957	610242	7608	6829
chain	1000	scf_8254697	1868686	+	422234	442726	442726	scf_8254697	chr3	31519100	-	610242	630734	631946	7607	20492
chain	1000	scf_8254697	1868686	+	442726	449606	449606	scf_8254697	chr3	31519100	-	631946	638826	641738	7606	6880
chain	1000	scf_8254697	1868686	+	449606	456331	456331	scf_8254697	chr3	31519100	-	641738	648463	650840	7605	6725
chain	1000	scf_8254697	1868686	+	456331	462025	461950	scf_8254697	chr3	31519100	-	650840	656534	656223	7604	5694
chain	1000	scf_8254697	1868686	+	461950	465856	465841	scf_8254697	chr3	31519100	-	656223	660129	660533	7603	3906
chain	1000	scf_8254697	1868686	+	465841	488029	488026	scf_8254697	chr3	31519100	-	660533	682721	685075	7602	22188
chain	1000	scf_8254697	1868686	+	488026	508645	511407	scf_8254697	chr3	31519100	-	685075	705694	709376	7601	20619
chain	1000	scf_8254697	1868686	+	511407	517448	332	scf_8254433	chr3	31519100	-	709376	715417	728357	7600	6041
chain	1000	scf_8254697	1868686	+	517444	522510	522508	scf_8254697	chr3	31519100	-	729055	734121	739190	7599	5066
chain	1000	scf_8254697	1868686	+	522508	527703	527700	scf_8254697	chr3	31519100	-	739190	744385	744632	7598	5195
chain	1000	scf_8254697	1868686	+	527700	529739	529735	scf_8254697	chr3	31519100	-	744632	746671	749395	7597	2039
chain	1000	scf_8254697	1868686	+	529735	540888	540884	scf_8254697	chr3	31519100	-	749395	760548	765117	7596	11153
chain	1000	scf_8254433	114827	+	332	48192	517444	scf_8254697	chr3	31519100	+	728357	776217	729055	5311	47860
chain	1000	scf_8254697	1868686	+	540884	559036	48189	scf_8254433	chr3	31519100	-	765117	783269	777308	7595	18152
chain	1000	scf_8254433	114827	+	48189	56072	559036	scf_8254697	chr3	31519100	+	777308	785191	785119	5312	7883
chain	1000	scf_8254697	1868686	+	559036	569070	56072	scf_8254433	chr3	31519100	-	785119	795153	787621	7594	10034
chain	1000	scf_8254433	114827	+	56072	69184	569070	scf_8254697	chr3	31519100	+	787621	800733	799225	5313	13112
chain	1000	scf_8254697	1868686	+	569070	570950	570947	scf_8254697	chr3	31519100	-	799225	801105	801498	7593	1880
chain	1000	scf_8254697	1868686	+	570947	573564	69181	scf_8254433	chr3	31519100	-	801498	804115	806549	7592	2617
chain	1000	scf_8254697	1868686	+	573564	576447	576440	scf_8254697	chr3	31519100	-	809654	812537	814425	7591	2883
chain	1000	scf_8254697	1868686	+	576440	579599	579598	scf_8254697	chr3	31519100	-	814425	817584	819689	7590	3159
chain	1000	scf_8254433	114827	+	69181	84608	573564	scf_8254697	chr3	31519100	+	806549	821976	809654	5314	15427
chain	1000	scf_8254697	1868686	+	579598	582944	84608	scf_8254433	chr3	31519100	-	819689	823035	827684	7589	3346
chain	1000	scf_8254433	114827	+	84608	88206	88152	scf_8254433	chr3	31519100	+	827684	831282	833137	5315	3598
chain	1000	scf_8254433	114827	+	88152	95120	582943	scf_8254697	chr3	31519100	+	833137	840105	835340	5316	6968
chain	1000	scf_8254697	1868686	+	582943	588901	95118	scf_8254433	chr3	31519100	-	835340	841298	840995	7588	5958
chain	1000	scf_8254433	114827	+	95118	100752	588898	scf_8254697	chr3	31519100	+	840995	846629	843627	5317	5634
chain	1000	scf_8254697	1868686	+	588898	592679	592679	scf_8254697	chr3	31519100	-	843627	847408	848964	7587	3781
chain	1000	scf_8254697	1868686	+	592679	594937	100832	scf_8254433	chr3	31519100	-	848964	851222	851273	7586	2258
chain	1000	scf_8254433	114827	+	100832	106965	594932	scf_8254697	chr3	31519100	+	851273	857406	855278	5318	6133
chain	1000	scf_8254697	1868686	+	594932	597207	106965	scf_8254433	chr3	31519100	-	855278	857553	861726	7585	2275
chain	1000	scf_8254697	1868686	+	597907	599400	110950	scf_8254433	chr3	31519100	-	862437	863930	866049	7584	1493
chain	1000	scf_8254433	114827	+	106965	110950	597907	scf_8254697	chr3	31519100	+	861726	865711	862437	5319	3985
chain	1000	scf_8254433	114827	+	110950	114493	600117	scf_8254697	chr3	31519100	+	866049	869592	869075	5320	3543
chain	1000	scf_8254697	1868686	+	600117	601243	401	scf_8254167	chr3	31519100	-	869075	870201	869655	7583	1126
chain	1000	scf_8254167	151351	+	401	6939	601243	scf_8254697	chr3	31519100	+	869655	876193	871197	5321	6538
chain	1000	scf_8254167	151351	+	6932	9019	9014	scf_8254167	chr3	31519100	+	879377	881464	883702	5322	2087
chain	1000	scf_8254697	1868686	+	601243	613586	6932	scf_8254167	chr3	31519100	-	871197	883540	879377	7582	12343
chain	1000	scf_8254167	151351	+	9014	22176	613581	scf_8254697	chr3	31519100	+	883702	896864	885500	5323	13162
chain	1000	scf_8254167	151351	+	22153	30532	30532	scf_8254167	chr3	31519100	+	907230	915609	920531	5324	8379
chain	1000	scf_8254167	151351	+	30532	35658	35858	scf_8254167	chr3	31519100	+	920531	925657	932362	5325	5126
chain	1000	scf_8254167	151351	+	35858	38688	38684	scf_8254167	chr3	31519100	+	932362	935192	936432	5326	2830
chain	1000	scf_8254697	1868686	+	613581	674704	22153	scf_8254167	chr3	31519100	-	885500	946623	907230	7581	61123
chain	1000	scf_8254167	151351	+	38684	50673	674704	scf_8254697	chr3	31519100	+	936432	948421	950671	5327	11989
chain	1000	scf_8254167	151351	+	50671	53210	53208	scf_8254167	chr3	31519100	+	953539	956078	957249	5328	2539
chain	1000	scf_8254697	1868686	+	674704	683190	50671	scf_8254167	chr3	31519100	-	950671	959157	953539	7580	8486
chain	1000	scf_8254167	151351	+	53208	56589	683189	scf_8254697	chr3	31519100	+	957249	960630	960300	5329	3381
chain	1000	scf_8254697	1868686	+	683189	701194	56589	scf_8254167	chr3	31519100	-	960300	978305	960969	7579	18005
chain	1000	scf_8254167	151351	+	56589	77895	701369	scf_8254697	chr3	31519100	+	960969	982275	978404	5330	21306
chain	1000	scf_8254697	1868686	+	701369	709287	77892	scf_8254167	chr3	31519100	-	978404	986322	982903	7578	7918
chain	1000	scf_8254167	151351	+	77892	91549	709275	scf_8254697	chr3	31519100	+	982903	996560	991475	5331	13657
chain	1000	scf_8254697	1868686	+	709275	717486	91549	scf_8254167	chr3	31519100	-	991475	999686	999101	7577	8211
chain	1000	scf_8254167	151351	+	91549	120831	717485	scf_8254697	chr3	31519100	+	999101	1028383	1005741	5332	29282
chain	1000	scf_8254697	1868686	+	717485	740627	740627	scf_8254697	chr3	31519100	-	1005741	1028883	1030878	7576	23142
chain	1000	scf_8254697	1868686	+	740627	744506	120837	scf_8254167	chr3	31519100	-	1030878	1034757	1034687	7575	3879
chain	1000	scf_8254697	1868686	+	744506	749398	749343	scf_8254697	chr3	31519100	-	1037582	1042474	1046091	7574	4892
chain	1000	scf_8254697	1868686	+	749343	751407	138468	scf_8254167	chr3	31519100	-	1046091	1048155	1056102	7573	2064
chain	1000	scf_8254167	151351	+	120837	138468	744506	scf_8254697	chr3	31519100	+	1034687	1052318	1037582	5333	17631
chain	1000	scf_8254167	151351	+	138468	145113	751407	scf_8254697	chr3	31519100	+	1056102	1062747	1058134	5334	6645
chain	1000	scf_8254697	1868686	+	751407	757197	145103	scf_8254167	chr3	31519100	-	1058134	1063924	1064371	7572	5790
chain	1000	scf_8254697	1868686	+	757194	759051	759050	scf_8254697	chr3	31519100	-	1067443	1069300	1077912	7571	1857
chain	1000	scf_8254167	151351	+	145103	151183	757194	scf_8254697	chr3	31519100	+	1064371	1070451	1067443	5335	6080
chain	1000	scf_8254697	1868686	+	759050	760255	767048	scf_8254697	chr3	31519100	-	1077912	1079117	1085289	7570	1205
chain	1000	scf_8254697	1868686	+	767048	768056	768056	scf_8254697	chr3	31519100	-	1085289	1086297	1104756	7569	1008
chain	1000	scf_8254697	1868686	+	768056	777882	777882	scf_8254697	chr3	31519100	-	1104756	1114582	1116989	7568	9826
chain	1000	scf_8254697	1868686	+	777882	780715	780714	scf_8254697	chr3	31519100	-	1116989	1119822	1122063	7567	2833
chain	1000	scf_8254697	1868686	+	780714	794678	794673	scf_8254697	chr3	31519100	-	1122063	1136027	1140719	7566	13964
chain	1000	scf_8254697	1868686	+	794673	801445	801445	scf_8254697	chr3	31519100	-	1140719	1147491	1148497	7565	6772
chain	1000	scf_8254697	1868686	+	801445	803630	803628	scf_8254697	chr3	31519100	-	1148497	1150682	1152072	7564	2185
chain	1000	scf_8254697	1868686	+	803628	812924	812924	scf_8254697	chr3	31519100	-	1152072	1161368	1163969	7563	9296
chain	1000	scf_8254697	1868686	+	812924	819411	819284	scf_8254697	chr3	31519100	-	1163969	1170456	1172337	7562	6487
chain	1000	scf_8254697	1868686	+	819284	827608	827603	scf_8254697	chr3	31519100	-	1172337	1180661	1182249	7561	8324
chain	1000	scf_8254697	1868686	+	827603	830198	830189	scf_8254697	chr3	31519100	-	1182249	1184844	1186183	7560	2595
chain	1000	scf_8254697	1868686	+	830189	839574	839571	scf_8254697	chr3	31519100	-	1186183	1195568	1196681	7559	9385
chain	1000	scf_8254697	1868686	+	839571	845273	845268	scf_8254697	chr3	31519100	-	1196681	1202383	1207595	7558	5702
chain	1000	scf_8254697	1868686	+	845268	846388	846387	scf_8254697	chr3	31519100	-	1207595	1208715	1211221	7557	1120
chain	1000	scf_8254697	1868686	+	846387	855268	855256	scf_8254697	chr3	31519100	-	1211221	1220102	1222006	7556	8881
chain	1000	scf_8254697	1868686	+	855256	857503	857494	scf_8254697	chr3	31519100	-	1222006	1224253	1226469	7555	2247
chain	1000	scf_8254697	1868686	+	857494	859352	859351	scf_8254697	chr3	31519100	-	1226469	1228327	1230048	7554	1858
chain	1000	scf_8254697	1868686	+	859351	865616	865616	scf_8254697	chr3	31519100	-	1230048	1236313	1238157	7553	6265
chain	1000	scf_8254697	1868686	+	865616	879305	879303	scf_8254697	chr3	31519100	-	1238157	1251846	1253236	7552	13689
chain	1000	scf_8254697	1868686	+	879303	883984	883983	scf_8254697	chr3	31519100	-	1253236	1257917	1262077	7551	4681
chain	1000	scf_8254697	1868686	+	883983	885869	885869	scf_8254697	chr3	31519100	-	1262077	1263963	1264796	7550	1886
chain	1000	scf_8254697	1868686	+	885869	887946	887940	scf_8254697	chr3	31519100	-	1264796	1266873	1269307	7549	2077
chain	1000	scf_8254697	1868686	+	887940	890476	890474	scf_8254697	chr3	31519100	-	1269307	1271843	1273137	7548	2536
chain	1000	scf_8254697	1868686	+	890474	892782	892778	scf_8254697	chr3	31519100	-	1273137	1275445	1278456	7547	2308
chain	1000	scf_8254697	1868686	+	892778	898402	898380	scf_8254697	chr3	31519100	-	1278456	1284080	1287074	7546	5624
chain	1000	scf_8254697	1868686	+	898380	901875	901874	scf_8254697	chr3	31519100	-	1287074	1290569	1292975	7545	3495
chain	1000	scf_8254697	1868686	+	901874	906536	906536	scf_8254697	chr3	31519100	-	1292975	1297637	1301279	7544	4662
chain	1000	scf_8254697	1868686	+	906536	913644	913642	scf_8254697	chr3	31519100	-	1301279	1308387	1310907	7543	7108
chain	1000	scf_8254697	1868686	+	913642	920782	920782	scf_8254697	chr3	31519100	-	1310907	1318047	1320619	7542	7140
chain	1000	scf_8254697	1868686	+	920782	928926	928925	scf_8254697	chr3	31519100	-	1320619	1328763	1330763	7541	8144
chain	1000	scf_8254697	1868686	+	928925	932857	932914	scf_8254697	chr3	31519100	-	1330763	1334695	1337971	7540	3932
chain	1000	scf_8254697	1868686	+	932914	936887	936886	scf_8254697	chr3	31519100	-	1337971	1341944	1344226	7539	3973
chain	1000	scf_8254697	1868686	+	936886	939217	939217	scf_8254697	chr3	31519100	-	1344226	1346557	1352266	7538	2331
chain	1000	scf_8254697	1868686	+	939217	941448	941445	scf_8254697	chr3	31519100	-	1352266	1354497	1356070	7537	2231
chain	1000	scf_8254697	1868686	+	941445	943854	0	scf_8254049	chr3	31519100	-	1356070	1358479	1365595	7536	2409
chain	1000	scf_8254697	1868686	+	944474	952011	16269	scf_8254049	chr3	31519100	-	1369869	1377406	1381910	7535	7537
chain	1000	scf_8254049	86667	+	0	16169	944474	scf_8254697	chr3	31519100	+	1365595	1381764	1369869	5360	16169
chain	1000	scf_8254697	1868686	+	953020	955273	955462	scf_8254697	chr3	31519100	-	1382549	1384802	1384902	7534	2253
chain	1000	scf_8254697	1868686	+	955462	962422	962420	scf_8254697	chr3	31519100	-	1384902	1391862	1400451	7533	6960
chain	1000	scf_8254697	1868686	+	962420	965603	39331	scf_8254049	chr3	31519100	-	1400451	1403634	1409269	7532	3183
chain	1000	scf_8254049	86667	+	16269	39335	953020	scf_8254697	chr3	31519100	+	1381910	1404976	1382549	5361	23066
chain	1000	scf_8254049	86667	+	39331	42856	965601	scf_8254697	chr3	31519100	+	1409269	1412794	1412306	5362	3525
chain	1000	scf_8254049	86667	+	42856	46951	974379	scf_8254697	chr3	31519100	+	1416376	1420471	1421272	5363	4095
chain	1000	scf_8254697	1868686	+	965601	974467	42856	scf_8254049	chr3	31519100	-	1412306	1421172	1416376	7531	8866
chain	1000	scf_8254697	1868686	+	974379	976111	47771	scf_8254049	chr3	31519100	-	1421272	1423004	1421518	7530	1732
chain	1000	scf_8254049	86667	+	47771	50931	976110	scf_8254697	chr3	31519100	+	1421518	1424678	1423809	5364	3160
chain	1000	scf_8254697	1868686	+	976110	978839	978838	scf_8254697	chr3	31519100	-	1423809	1426538	1428125	7529	2729
chain	1000	scf_8254049	86667	+	50911	54022	54020	scf_8254049	chr3	31519100	+	1428267	1431378	1436030	5365	3111
chain	1000	scf_8254697	1868686	+	978838	984659	50911	scf_8254049	chr3	31519100	-	1428125	1433946	1428267	7528	5821
chain	1000	scf_8254697	1868686	+	985912	987601	987509	scf_8254697	chr3	31519100	-	1437932	1439621	1439721	7527	1689
chain	1000	scf_8254697	1868686	+	987509	989055	60041	scf_8254049	chr3	31519100	-	1439721	1441267	1447067	7526	1546
chain	1000	scf_8254049	86667	+	54020	60036	985912	scf_8254697	chr3	31519100	+	1436030	1442046	1437932	5366	6016
chain	1000	scf_8254049	86667	+	60041	62751	63644	scf_8254049	chr3	31519100	+	1447067	1449777	1452277	5367	2710
chain	1000	scf_8254049	86667	+	63644	65759	65759	scf_8254049	chr3	31519100	+	1452277	1454392	1457083	5368	2115
chain	1000	scf_8254049	86667	+	65759	70416	70411	scf_8254049	chr3	31519100	+	1457083	1461740	1464349	5369	4657
chain	1000	scf_8254049	86667	+	70411	79270	79268	scf_8254049	chr3	31519100	+	1464349	1473208	1474973	5370	8859
chain	1000	scf_8254049	86667	+	79268	84798	989055	scf_8254697	chr3	31519100	+	1474973	1480503	1477851	5371	5530
chain	1000	scf_8254697	1868686	+	989055	998647	998647	scf_8254697	chr3	31519100	-	1477851	1487443	1487977	7525	9592
chain	1000	scf_8254697	1868686	+	998647	1009170	1009170	scf_8254697	chr3	31519100	-	1487977	1498500	1500404	7524	10523
chain	1000	scf_8254697	1868686	+	1009170	1011125	1011120	scf_8254697	chr3	31519100	-	1500404	1502359	1504280	7523	1955
chain	1000	scf_8254697	1868686	+	1011120	1024253	1028151	scf_8254697	chr3	31519100	-	1504280	1517413	1533441	7522	13133
chain	1000	scf_8254697	1868686	+	1028151	1040729	1040729	scf_8254697	chr3	31519100	-	1533441	1546019	1549428	7521	12578
chain	1000	scf_8254697	1868686	+	1040729	1046917	1046913	scf_8254697	chr3	31519100	-	1549428	1555616	1557375	7520	6188
chain	1000	scf_8254697	1868686	+	1046913	1052362	1052362	scf_8254697	chr3	31519100	-	1557375	1562824	1564817	7519	5449
chain	1000	scf_8254697	1868686	+	1052362	1057152	1057149	scf_8254697	chr3	31519100	-	1564817	1569607	1573030	7518	4790
chain	1000	scf_8254697	1868686	+	1057149	1070436	1070435	scf_8254697	chr3	31519100	-	1573030	1586317	1587730	7517	13287
chain	1000	scf_8254697	1868686	+	1070435	1087429	1087419	scf_8254697	chr3	31519100	-	1587730	1604724	1605407	7516	16994
chain	1000	scf_8254697	1868686	+	1087419	1088956	1088956	scf_8254697	chr3	31519100	-	1605407	1606944	1607455	7515	1537
chain	1000	scf_8254697	1868686	+	1088956	1101112	1101108	scf_8254697	chr3	31519100	-	1607455	1619611	1621491	7514	12156
chain	1000	scf_8254697	1868686	+	1101108	1108462	1108455	scf_8254697	chr3	31519100	-	1621491	1628845	1630822	7513	7354
chain	1000	scf_8254697	1868686	+	1108455	1110905	1110898	scf_8254697	chr3	31519100	-	1630822	1633272	1634889	7512	2450
chain	1000	scf_8254697	1868686	+	1110898	1114708	1114577	scf_8254697	chr3	31519100	-	1634889	1638699	1641499	7511	3810
chain	1000	scf_8254697	1868686	+	1114577	1122833	1122833	scf_8254697	chr3	31519100	-	1641499	1649755	1655505	7510	8256
chain	1000	scf_8254697	1868686	+	1122833	1125247	1125245	scf_8254697	chr3	31519100	-	1655505	1657919	1659186	7509	2414
chain	1000	scf_8254697	1868686	+	1125245	1131318	1131318	scf_8254697	chr3	31519100	-	1659186	1665259	1666031	7508	6073
chain	1000	scf_8254697	1868686	+	1131318	1135600	1135578	scf_8254697	chr3	31519100	-	1666031	1670313	1671000	7507	4282
chain	1000	scf_8254697	1868686	+	1135578	1145661	1145661	scf_8254697	chr3	31519100	-	1671000	1681083	1685316	7506	10083
chain	1000	scf_8254697	1868686	+	1145661	1158031	1158027	scf_8254697	chr3	31519100	-	1685316	1697686	1698085	7505	12370
chain	1000	scf_8254697	1868686	+	1158027	1168547	1168547	scf_8254697	chr3	31519100	-	1698085	1708605	1712184	7504	10520
chain	1000	scf_8254697	1868686	+	1168547	1174471	1174469	scf_8254697	chr3	31519100	-	1712184	1718108	1719013	7503	5924
chain	1000	scf_8254697	1868686	+	1174469	1176116	1176137	scf_8254697	chr3	31519100	-	1719013	1720660	1724820	7502	1647
chain	1000	scf_8254697	1868686	+	1176137	1177625	1177617	scf_8254697	chr3	31519100	-	1724820	1726308	1727417	7501	1488
chain	1000	scf_8254697	1868686	+	1177617	1190010	1190003	scf_8254697	chr3	31519100	-	1727417	1739810	1743805	7500	12393
chain	1000	scf_8254697	1868686	+	1190003	1213531	1213531	scf_8254697	chr3	31519100	-	1743805	1767333	1779126	7499	23528
chain	1000	scf_8254697	1868686	+	1213531	1226380	63	scf_8255783	chr3	31519100	-	1779126	1791975	1795271	7498	12849
chain	1000	scf_8255783	1564	+	63	1564	1232333	scf_8254697	chr3	31519100	+	1795271	1796772	1801176	5391	1501
chain	1000	scf_8254697	1868686	+	1232333	1250698	1250698	scf_8254697	chr3	31519100	-	1801176	1819541	1829237	7497	18365
chain	1000	scf_8254697	1868686	+	1250698	1255202	1255199	scf_8254697	chr3	31519100	-	1829237	1833741	1834909	7496	4504
chain	1000	scf_8254697	1868686	+	1255199	1264245	1264241	scf_8254697	chr3	31519100	-	1834909	1843955	1847684	7495	9046
chain	1000	scf_8254697	1868686	+	1264241	1272638	1272635	scf_8254697	chr3	31519100	-	1847684	1856081	1859411	7494	8397
chain	1000	scf_8254697	1868686	+	1272635	1283190	1283178	scf_8254697	chr3	31519100	-	1859411	1869966	1870989	7493	10555
chain	1000	scf_8254697	1868686	+	1283178	1286402	1286402	scf_8254697	chr3	31519100	-	1870989	1874213	1874958	7492	3224
chain	1000	scf_8254697	1868686	+	1286402	1292239	1292238	scf_8254697	chr3	31519100	-	1874958	1880795	1882123	7491	5837
chain	1000	scf_8254697	1868686	+	1292238	1332932	1333110	scf_8254697	chr3	31519100	-	1882123	1922817	1922917	7490	40694
chain	1000	scf_8254697	1868686	+	1333110	1355659	1356251	scf_8254697	chr3	31519100	-	1922917	1945466	1945663	7489	22549
chain	1000	scf_8254697	1868686	+	1356251	1359842	1359842	scf_8254697	chr3	31519100	-	1945663	1949254	1953630	7488	3591
chain	1000	scf_8254697	1868686	+	1359842	1385013	1385007	scf_8254697	chr3	31519100	-	1953630	1978801	1980783	7487	25171
chain	1000	scf_8254697	1868686	+	1385007	1387695	1387747	scf_8254697	chr3	31519100	-	1980783	1983471	1983571	7486	2688
chain	1000	scf_8254697	1868686	+	1387747	1393215	1393214	scf_8254697	chr3	31519100	-	1983571	1989039	1990658	7485	5468
chain	1000	scf_8254697	1868686	+	1393214	1411470	1411470	scf_8254697	chr3	31519100	-	1990658	2008914	2010983	7484	18256
chain	1000	scf_8254697	1868686	+	1411470	1415081	1415081	scf_8254697	chr3	31519100	-	2010983	2014594	2016839	7483	3611
chain	1000	scf_8254697	1868686	+	1415081	1424153	1424182	scf_8254697	chr3	31519100	-	2016839	2025911	2025846	7482	9072
