IES-05572-r15_chr3_7879047	scf_8254667	635722	635724
IES-05575-r19_chr3_7820081	scf_8254667	582929	582938
IES-05576-r13_chr3_7813249	scf_8254667	580027	580027
IES-05577-r11_chr3_7805835	scf_8254667	574244	574245
IES-05578-r13_chr3_7779594	scf_8254667	549044	549047
IES-05597-r15_chr3_18448154	scf_8254053	2440	2444
IES-05599-r17_chr3_18464273	scf_8253873	4958	4961
IES-05604-r19_chr3_20961485	scf_8254600	222304	222304
IES-05668-r10_chr3_15711471	scf_8254562	14945	14945
IES-05669-r17_chr3_15681223	scf_8254738	7531	7532
IES-05735-r13_chr3_14690621	scf_8254482	10151	10165
IES-05736-r4_chr3_14699047	scf_8254482	14341	14341
IES-05737-r11_chr3_14705889	scf_8254482	16270	16271
IES-05738-r9_chr3_7650968	scf_8254667	436625	436627
IES-05739-r13_chr3_7646397	scf_8254667	433023	433032
IES-05740-r18_chr3_7615921	scf_8254667	402759	402795
IES-05741-r18_chr3_7532205	scf_8254667	347907	347911
IES-05742-r5_chr3_7516699	scf_8254667	337566	337567
IES-05744-r17_chr3_7489981	scf_8254667	314955	314956
IES-05745-r4_chr3_7481812	scf_8254667	309707	309708
IES-05747-r17_chr3_7471969	scf_8254667	303274	303274
IES-05748-r8_chr3_7463054	scf_8254667	294985	294999
IES-05749-r11_chr3_7458865	scf_8254667	292879	292879
IES-05751-r19_chr3_7399298	scf_8254667	240621	240625
IES-05754-r13_chr3_7381332	scf_8254667	231247	231247
IES-05757-r15_chr3_7305335	scf_8254667	169051	169053
IES-05758-r16_chr3_7302751	scf_8254667	167914	167916
IES-05760-r11_chr3_7262540	scf_8254667	131223	131226
IES-05763-r10_chr3_7207778	scf_8254667	91457	91459
IES-05764-r21_chr3_7191033	scf_8254667	79110	79121
IES-05765-r12_chr3_7108905	scf_8254667	3484	3486
IES-05767-r19_chr3_7055109	scf_8254449	209261	209262
IES-05771-r18_chr3_6874377	scf_8254449	39411	39411
IES-05772-r13_chr3_6869515	scf_8254449	36166	36167
IES-05774-r10_chr3_6786935	scf_8254550	154300	154317
IES-05775-r14_chr3_6780140	scf_8254550	149820	149826
IES-05790-r12_chr3_6141710	scf_8254034	109012	109012
IES-05922-r12_chr3_19292416	scf_8254368	11604	11609
IES-05923-r10_chr3_19300797	scf_8254368	13395	13398
IES-06017-r10_chr3_12630396	scf_8254573	26701	26704
IES-06075-r16_chr3_14670525	scf_8254482	3103	3110
IES-06085-r12_chr3_14005164	scf_8254247	20405	20406
IES-06086-r10_chr3_13998998	scf_8254247	19094	19094
IES-06152-r11_chr3_13233395	scf_8254620	9942	9943
IES-06220-r15_chr3_16564640	scf_8254672	92517	92517
IES-06359-r15_chr3_881466	scf_8254167	9014	9019
IES-06360-r21_chr3_915610	scf_8254167	30532	30532
IES-06362-r16_chr3_956079	scf_8254167	53208	53210
IES-06375-r14_chr3_1275690	scf_8254697	892778	892782
IES-06377-r20_chr3_1308565	scf_8254697	913642	913644
IES-06378-r22_chr3_1318874	scf_8254697	920782	920782
IES-06381-r7_chr3_1431383	scf_8254049	54020	54022
IES-06384-r12_chr3_1461742	scf_8254049	70411	70416
IES-06385-r10_chr3_1547196	scf_8254697	1040729	1040729
IES-06403-r18_chr3_2289282	scf_8254697	1657959	1657978
IES-06406-r14_chr3_2399283	scf_8254697	1744902	1744936
IES-06481-r11_chr3_15855342	scf_8254216	5078	5081
IES-06482-r7_chr3_15849113	scf_8254216	2655	2664
IES-06483-r9_chr3_14044990	scf_8254247	28565	28565
IES-06486-r12_chr3_9786170	scf_8254667	2149392	2149396
IES-06604-r5_chr3_12531152	scf_8254573	4958	4959
IES-06647-r14_chr3_15867235	scf_8254216	15315	15316
IES-06648-r12_chr3_15875338	scf_8254216	22828	22829
IES-06649-r17_chr3_15883636	scf_8254216	28356	28363
IES-06744-r16_chr3_18323542	scf_8254685	4297	4297
IES-06873-r11_chr3_28678990	scf_8254582	43570	43570
IES-07196-r8_chr3_242478	scf_8254697	160532	160533
IES-07197-r8_chr3_236241	scf_8254697	159046	159062
IES-07200-r7_chr3_20409088	scf_8254798	402841	402844
IES-07202-r11_chr3_20385469	scf_8254798	384264	384268
IES-07203-r13_chr3_20338401	scf_8254798	352741	352741
IES-07205-r13_chr3_20326273	scf_8254798	350977	350979
IES-07206-r15_chr3_20284844	scf_8254670	225415	225418
IES-07207-r16_chr3_20273381	scf_8254670	219758	219758
IES-07208-r10_chr3_20259701	scf_8254670	210982	210982
IES-07209-r10_chr3_20251500	scf_8254670	206790	206790
IES-07210-r14_chr3_20241003	scf_8254798	344201	344204
IES-07213-r13_chr3_20199460	scf_8254670	173906	173908
IES-07214-r10_chr3_20190986	scf_8254670	170506	170509
IES-07217-r14_chr3_20134878	scf_8254670	135408	135418
IES-07219-r20_chr3_20118526	scf_8254670	125926	125933
IES-07220-r11_chr3_20106327	scf_8254670	122413	122413
IES-07223-r13_chr3_20067579	scf_8254670	91223	91224
IES-07225-r11_chr3_20017178	scf_8254670	56925	56928
IES-07230-r13_chr3_8341446	scf_8254667	1030386	1030391
IES-07231-r8_chr3_8349708	scf_8254667	1037293	1037335
IES-07232-r13_chr3_8370824	scf_8254667	1056441	1056444
IES-07233-r13_chr3_8375594	scf_8254667	1058760	1058769
IES-07236-r20_chr3_8478627	scf_8254667	1150403	1150417
IES-07237-r11_chr3_8510530	scf_8254667	1175719	1175720
IES-07239-r20_chr3_8521116	scf_8254667	1183185	1183187
IES-07241-r11_chr3_8536115	scf_8254667	1195225	1195225
IES-07246-r9_chr3_8610478	scf_8254667	1255766	1255769
IES-07250-r9_chr3_8714015	scf_8254667	1346196	1346196
IES-07252-r16_chr3_8732361	scf_8254667	1354983	1354992
IES-07253-r10_chr3_8737617	scf_8254667	1359318	1359320
IES-07255-r3_chr3_8751578	scf_8254667	1370289	1370291
IES-07378-r13_chr3_18234278	scf_8254585	70947	70951
IES-07379-r17_chr3_18222006	scf_8254585	67969	67971
IES-07380-r13_chr3_18217470	scf_8254585	67969	67971
IES-07382-r12_chr3_18185879	scf_8254585	56708	56710
IES-07402-r11_chr3_17955105	scf_8254660	39583	39588
