chain	chainscore	refname	refsize	strand	refstart	refend	refshift	refnameshift	queryname	querysize	qstrand	querystart	queryend	queryshift	chainID	ungapsize
chain	1000	scf_8253992	141270	+	9912	13329	13329	scf_8253992	chr1	36321994	-	1019286	1022703	1025206	2646	3417
chain	1000	scf_8253992	141270	+	13329	19995	19994	scf_8253992	chr1	36321994	-	1025206	1031872	1033633	2645	6666
chain	1000	scf_8253992	141270	+	19994	23338	23334	scf_8253992	chr1	36321994	-	1033633	1036977	1038980	2644	3344
chain	1000	scf_8253992	141270	+	23334	31637	31637	scf_8253992	chr1	36321994	-	1038980	1047283	1047771	2643	8303
chain	1000	scf_8253992	141270	+	31637	36113	37048	scf_8253992	chr1	36321994	-	1047771	1052247	1060266	2642	4476
chain	1000	scf_8253992	141270	+	37048	38973	38947	scf_8253992	chr1	36321994	-	1060266	1062191	1063982	2641	1925
chain	1000	scf_8253992	141270	+	38947	46484	46450	scf_8253992	chr1	36321994	-	1063982	1071519	1072202	2640	7537
chain	1000	scf_8253992	141270	+	46450	52906	52886	scf_8253992	chr1	36321994	-	1072202	1078658	1080020	2639	6456
chain	1000	scf_8253992	141270	+	52886	55621	55620	scf_8253992	chr1	36321994	-	1080020	1082755	1083931	2638	2735
chain	1000	scf_8253992	141270	+	55620	60780	60780	scf_8253992	chr1	36321994	-	1083931	1089091	1090401	2637	5160
chain	1000	scf_8253992	141270	+	60780	62187	62186	scf_8253992	chr1	36321994	-	1090401	1091808	1093509	2636	1407
chain	1000	scf_8253992	141270	+	62186	66452	66438	scf_8253992	chr1	36321994	-	1093509	1097775	1100276	2635	4266
chain	1000	scf_8253992	141270	+	66438	69496	69495	scf_8253992	chr1	36321994	-	1100276	1103334	1106108	2634	3058
chain	1000	scf_8253992	141270	+	69495	71276	71259	scf_8253992	chr1	36321994	-	1106108	1107889	1108257	2633	1781
chain	1000	scf_8253992	141270	+	71259	76750	76749	scf_8253992	chr1	36321994	-	1108257	1113748	1115519	2632	5491
chain	1000	scf_8253992	141270	+	76749	79503	79503	scf_8253992	chr1	36321994	-	1115519	1118273	1124915	2631	2754
chain	1000	scf_8253992	141270	+	79503	89840	92902	scf_8253992	chr1	36321994	-	1124915	1135252	1141696	2630	10337
chain	1000	scf_8253992	141270	+	92902	95467	95467	scf_8253992	chr1	36321994	-	1141696	1144261	1150411	2629	2565
chain	1000	scf_8253992	141270	+	95467	98914	98904	scf_8253992	chr1	36321994	-	1150411	1153858	1158411	2628	3447
chain	1000	scf_8253992	141270	+	98904	105091	105090	scf_8253992	chr1	36321994	-	1158411	1164598	1166272	2627	6187
chain	1000	scf_8253992	141270	+	105090	106413	106411	scf_8253992	chr1	36321994	-	1166272	1167595	1171423	2626	1323
chain	1000	scf_8253992	141270	+	106411	110480	110478	scf_8253992	chr1	36321994	-	1171423	1175492	1176262	2625	4069
chain	1000	scf_8253992	141270	+	110478	113834	113832	scf_8253992	chr1	36321994	-	1176262	1179618	1179718	2624	3356
chain	1000	scf_8253992	141270	+	113832	116920	116908	scf_8253992	chr1	36321994	-	1179718	1182806	1183495	2623	3088
chain	1000	scf_8253992	141270	+	116908	119835	119835	scf_8253992	chr1	36321994	-	1183495	1186422	1187587	2622	2927
chain	1000	scf_8253992	141270	+	119835	124486	124482	scf_8253992	chr1	36321994	-	1187587	1192238	1195502	2621	4651
chain	1000	scf_8253992	141270	+	124482	129772	129772	scf_8253992	chr1	36321994	-	1195502	1200792	1201669	2620	5290
chain	1000	scf_8253992	141270	+	129772	131115	131114	scf_8253992	chr1	36321994	-	1201669	1203012	1205949	2619	1343
chain	1000	scf_8253992	141270	+	131114	133868	133864	scf_8253992	chr1	36321994	-	1205949	1208703	1212071	2618	2754
chain	1000	scf_8253992	141270	+	133864	136760	136744	scf_8253992	chr1	36321994	-	1212071	1214967	1215345	2617	2896
chain	1000	scf_8253992	141270	+	136744	139034	139030	scf_8253992	chr1	36321994	-	1215345	1217635	1219960	2616	2290
chain	1000	scf_8253992	141270	+	139030	141270	4149	scf_8254601	chr1	36321994	-	1219960	1222200	1227187	2615	2240
chain	1000	scf_8254601	46535	+	4149	5420	5437	scf_8254601	chr1	36321994	-	1227187	1228458	1231542	2613	1271
chain	1000	scf_8254601	46535	+	5437	7970	7968	scf_8254601	chr1	36321994	-	1231542	1234075	1237487	2612	2533
chain	1000	scf_8254601	46535	+	7968	10723	10723	scf_8254601	chr1	36321994	-	1237487	1240242	1242654	2611	2755
chain	1000	scf_8254601	46535	+	10723	16200	16200	scf_8254601	chr1	36321994	-	1242654	1248131	1249510	2610	5477
chain	1000	scf_8254601	46535	+	16200	22848	22844	scf_8254601	chr1	36321994	-	1249510	1256158	1260874	2608	6648
chain	1000	scf_8254601	46535	+	22844	25392	25392	scf_8254601	chr1	36321994	-	1260874	1263422	1266457	2607	2548
chain	1000	scf_8254601	46535	+	25392	28689	28677	scf_8254601	chr1	36321994	-	1266457	1269754	1275297	2606	3297
chain	1000	scf_8254601	46535	+	28677	31589	31589	scf_8254601	chr1	36321994	-	1275297	1278209	1278518	2605	2912
chain	1000	scf_8254601	46535	+	31589	33839	33831	scf_8254601	chr1	36321994	-	1278518	1280768	1282348	2604	2250
chain	1000	scf_8254601	46535	+	33831	35267	40516	scf_8254601	chr1	36321994	-	1282348	1283784	1343051	2603	1436
chain	1000	scf_8254601	46535	+	40516	41813	41810	scf_8254601	chr1	36321994	-	1343051	1344348	1346227	2596	1297
chain	1000	scf_8254601	46535	+	41810	44309	44309	scf_8254601	chr1	36321994	-	1346227	1348726	1355276	2595	2499
chain	1000	scf_8254601	46535	+	44309	46535	1832	scf_8254695	chr1	36321994	-	1355276	1357502	1383728	2594	2226
chain	1000	scf_8254695	7480	+	1832	3963	3959	scf_8254695	chr1	36321994	-	1383728	1385859	1388997	2591	2131
chain	1000	scf_8254695	7480	+	3959	5263	5260	scf_8254695	chr1	36321994	-	1388997	1390301	1394825	2590	1304
chain	1000	scf_8254695	7480	+	5260	7476	3039	scf_8254629	chr1	36321994	-	1394825	1397041	1431509	2589	2216
chain	1000	scf_8254629	113100	+	3039	4326	7363	scf_8254629	chr1	36321994	-	1431509	1432796	1447371	2585	1287
chain	1000	scf_8254629	113100	+	7363	8719	8719	scf_8254629	chr1	36321994	-	1447371	1448727	1454950	2584	1356
chain	1000	scf_8254629	113100	+	8719	12541	12541	scf_8254629	chr1	36321994	-	1454950	1458772	1459812	2583	3822
chain	1000	scf_8254629	113100	+	12541	13754	13734	scf_8254629	chr1	36321994	-	1459812	1461025	1463747	2582	1213
chain	1000	scf_8254629	113100	+	13734	15933	15933	scf_8254629	chr1	36321994	-	1463747	1465946	1469821	2581	2199
chain	1000	scf_8254629	113100	+	15933	19562	19562	scf_8254629	chr1	36321994	-	1469821	1473450	1476508	2580	3629
chain	1000	scf_8254629	113100	+	19562	21735	21718	scf_8254629	chr1	36321994	-	1476508	1478681	1483527	2579	2173
chain	1000	scf_8254629	113100	+	21718	26193	26192	scf_8254629	chr1	36321994	-	1483527	1488002	1488732	2578	4475
chain	1000	scf_8254629	113100	+	26192	29365	30374	scf_8254629	chr1	36321994	-	1488732	1491905	1492677	2577	3173
chain	1000	scf_8254629	113100	+	30374	31897	31880	scf_8254629	chr1	36321994	-	1492677	1494200	1494652	2576	1523
chain	1000	scf_8254629	113100	+	31880	35098	35098	scf_8254629	chr1	36321994	-	1494652	1497870	1502645	2575	3218
chain	1000	scf_8254629	113100	+	35098	37219	39426	scf_8254629	chr1	36321994	-	1502645	1504766	1506740	2574	2121
chain	1000	scf_8254629	113100	+	39426	40625	40622	scf_8254629	chr1	36321994	-	1506740	1507939	1513652	2573	1199
chain	1000	scf_8254629	113100	+	40622	43234	43280	scf_8254629	chr1	36321994	-	1513652	1516264	1516364	2572	2612
chain	1000	scf_8254629	113100	+	43280	45141	45137	scf_8254629	chr1	36321994	-	1516364	1518225	1519309	2571	1861
chain	1000	scf_8254629	113100	+	45137	46330	46316	scf_8254629	chr1	36321994	-	1519309	1520502	1524394	2570	1193
chain	1000	scf_8254629	113100	+	46316	51142	51142	scf_8254629	chr1	36321994	-	1524394	1529220	1530036	2569	4826
chain	1000	scf_8254629	113100	+	51142	63884	63881	scf_8254629	chr1	36321994	-	1530036	1542778	1544598	2568	12742
chain	1000	scf_8254629	113100	+	63881	66781	66781	scf_8254629	chr1	36321994	-	1544598	1547498	1548272	2567	2900
chain	1000	scf_8254629	113100	+	66781	71028	71025	scf_8254629	chr1	36321994	-	1548272	1552519	1555008	2566	4247
chain	1000	scf_8254629	113100	+	71025	76471	76471	scf_8254629	chr1	36321994	-	1555008	1560454	1563109	2565	5446
chain	1000	scf_8254629	113100	+	76471	80219	80285	scf_8254629	chr1	36321994	-	1563109	1566857	1572628	2564	3748
chain	1000	scf_8254629	113100	+	80285	93599	93598	scf_8254629	chr1	36321994	-	1572628	1585942	1589799	2563	13314
chain	1000	scf_8254629	113100	+	93598	95425	95424	scf_8254629	chr1	36321994	-	1589799	1591626	1594163	2562	1827
chain	1000	scf_8254629	113100	+	95424	98172	98157	scf_8254629	chr1	36321994	-	1594163	1596911	1598272	2561	2748
chain	1000	scf_8254629	113100	+	98157	101522	101516	scf_8254629	chr1	36321994	-	1598272	1601637	1604581	2560	3365
chain	1000	scf_8254629	113100	+	101516	106321	106314	scf_8254629	chr1	36321994	-	1604581	1609386	1611625	2559	4805
chain	1000	scf_8254629	113100	+	106314	108461	2934	scf_8254826	chr1	36321994	-	1611625	1613772	1629786	2558	2147
chain	1000	scf_8254826	51850	+	2934	6028	1610	scf_8254462	chr1	36321994	-	1629786	1632880	1640421	2557	3094
chain	1000	scf_8254462	8358	+	1610	3719	2	scf_8254538	chr1	36321994	-	1640421	1642530	1641023	2556	2109
chain	1000	scf_8254538	10448	+	2	1509	3717	scf_8254462	chr1	36321994	-	1641023	1642530	1653587	2555	1507
chain	1000	scf_8254462	8358	+	3717	8358	108459	scf_8254629	chr1	36321994	-	1653587	1658228	1653587	2553	4641
chain	1000	scf_8254629	113100	+	108459	113100	1507	scf_8254538	chr1	36321994	-	1653587	1658228	1653588	2554	4641
chain	1000	scf_8254538	10448	+	1507	6228	6227	scf_8254538	chr1	36321994	-	1653588	1658309	1659849	2552	4721
chain	1000	scf_8254538	10448	+	6227	7493	7485	scf_8254538	chr1	36321994	-	1659849	1661115	1663207	2551	1266
chain	1000	scf_8254538	10448	+	7485	10448	1767	scf_8254826	chr1	36321994	-	1663207	1666170	1665761	2550	2963
chain	1000	scf_8254826	51850	+	1767	2834	7443	scf_8254826	chr1	36321994	-	1665761	1666828	1673188	2549	1067
chain	1000	scf_8254826	51850	+	7443	9664	9656	scf_8254826	chr1	36321994	-	1673188	1675409	1679342	2548	2221
chain	1000	scf_8254826	51850	+	9656	14390	14389	scf_8254826	chr1	36321994	-	1679342	1684076	1685563	2547	4734
chain	1000	scf_8254826	51850	+	14389	15642	15642	scf_8254826	chr1	36321994	-	1685563	1686816	1688296	2546	1253
chain	1000	scf_8254826	51850	+	15642	21396	21391	scf_8254826	chr1	36321994	-	1688296	1694050	1696342	2545	5754
chain	1000	scf_8254826	51850	+	21391	22669	22664	scf_8254826	chr1	36321994	-	1696342	1697620	1697951	2544	1278
chain	1000	scf_8254826	51850	+	22664	24890	24890	scf_8254826	chr1	36321994	-	1697951	1700177	1703076	2543	2226
chain	1000	scf_8254826	51850	+	24890	29908	30008	scf_8254826	chr1	36321994	-	1703076	1708094	1708161	2542	5018
chain	1000	scf_8254826	51850	+	30008	42769	42757	scf_8254826	chr1	36321994	-	1708161	1720922	1724076	2541	12761
chain	1000	scf_8254826	51850	+	42757	46201	46201	scf_8254826	chr1	36321994	-	1724076	1727520	1729506	2540	3444
chain	1000	scf_8254826	51850	+	46201	49305	3406	scf_8254658	chr1	36321994	-	1729506	1732610	1734979	2539	3104
chain	1000	scf_8254658	337613	+	14	2172	7427	scf_8254658	chr1	36321994	-	1736391	1738549	1747074	2535	2158
chain	1000	scf_8254658	337613	+	3406	7434	14	scf_8254658	chr1	36321994	-	1734979	1739007	1736391	2534	4028
chain	1000	scf_8254658	337613	+	7427	23682	26742	scf_8254658	chr1	36321994	-	1747074	1763329	1770674	2533	16255
chain	1000	scf_8254658	337613	+	26742	29192	29188	scf_8254658	chr1	36321994	-	1770674	1773124	1773631	2532	2450
chain	1000	scf_8254658	337613	+	29188	31724	31722	scf_8254658	chr1	36321994	-	1773631	1776167	1780987	2531	2536
chain	1000	scf_8254658	337613	+	31722	34588	34586	scf_8254658	chr1	36321994	-	1780987	1783853	1786317	2530	2866
chain	1000	scf_8254658	337613	+	34586	36229	36229	scf_8254658	chr1	36321994	-	1786317	1787960	1794245	2529	1643
chain	1000	scf_8254658	337613	+	36229	40812	40812	scf_8254658	chr1	36321994	-	1794245	1798828	1801164	2528	4583
chain	1000	scf_8254658	337613	+	40812	42431	42430	scf_8254658	chr1	36321994	-	1801164	1802783	1805436	2527	1619
chain	1000	scf_8254658	337613	+	42430	44101	44101	scf_8254658	chr1	36321994	-	1805436	1807107	1809193	2526	1671
