supercontig	IES_in_supercontig_start	IES_in_supercontig_end	IES_ID	IES_size	start_supercontig	end_supercontig	chromosome_name	supercontig_in_chromosome_start	supercontig_in_chromosome_end	IES_in_chromosome_start	IES_in_chromosome_end
supercont2.104	82710	89253	IES-00354-r14	6544	383438	1	chr5	15732859	16116296	16027044	16033588
supercont2.104	119414	127204	IES-00355-r9	7791	383438	1	chr5	15732859	16116296	15989093	15996884
supercont2.104	143185	149011	IES-00356-r14	5827	383438	1	chr5	15732859	16116296	15967286	15973113
supercont2.104	150649	151203	IES-00357-r14	555	383438	1	chr5	15732859	16116296	15965094	15965649
supercont2.104	154489	159016	IES-00358-r21	4528	383438	1	chr5	15732859	16116296	15957281	15961809
supercont2.104	172661	173803	IES-00359-r17	1143	383438	1	chr5	15732859	16116296	15942494	15943637
supercont2.104	193510	195148	IES-00360-r14	1639	383438	1	chr5	15732859	16116296	15921149	15922788
supercont2.104	202050	207825	IES-00361-r15	5776	383438	1	chr5	15732859	16116296	15908472	15914248
supercont2.104	243755	247149	IES-00362-r14	3395	383438	1	chr5	15732859	16116296	15869148	15872543
supercont2.104	253105	254591	IES-00363-r10	1487	383438	1	chr5	15732859	16116296	15861706	15863193
supercont2.104	274145	279691	IES-00364-r14	5547	383438	1	chr5	15732859	16116296	15836606	15842153
supercont2.104	300107	306731	IES-00365-r13	6625	383438	1	chr5	15732859	16116296	15809566	15816191
supercont2.104	310752	313978	IES-00366-r25	3227	383438	1	chr5	15732859	16116296	15802319	15805546
supercont2.104	319101	325788	IES-00367-r14	6688	383438	1	chr5	15732859	16116296	15790509	15797197
supercont2.104	326706	330959	IES-00368-r16	4254	383438	1	chr5	15732859	16116296	15785338	15789592
supercont2.104	340676	356102	IES-00369-r12	15427	383438	1	chr5	15732859	16116296	15760195	15775622
supercont2.104	369444	377614	IES-00370-r5	8171	383438	1	chr5	15732859	16116296	15738683	15746854
supercont2.104	380170	382677	IES-00371-r9	2508	383438	1	chr5	15732859	16116296	15733620	15736128
supercont2.107	30205	37165	IES-00414-r13	6961	1	372518	chr5	8589752	8962269	8619957	8626918
supercont2.107	39626	42527	IES-00415-r15	2902	1	372518	chr5	8589752	8962269	8629378	8632280
supercont2.107	72290	76335	IES-00416-r5	4046	1	372518	chr5	8589752	8962269	8662042	8666088
supercont2.107	84530	86368	IES-00417-r15	1839	1	372518	chr5	8589752	8962269	8674282	8676121
supercont2.107	115744	117721	IES-00418-r14	1978	1	372518	chr5	8589752	8962269	8705496	8707474
supercont2.107	155223	155838	IES-00419-r13	616	1	372518	chr5	8589752	8962269	8744975	8745591
supercont2.107	158977	160769	IES-00420-r8	1793	1	372518	chr5	8589752	8962269	8748729	8750522
supercont2.107	180295	184090	IES-00421-r17	3796	1	372518	chr5	8589752	8962269	8770047	8773843
supercont2.107	210260	212218	IES-00422-r17	1959	1	372518	chr5	8589752	8962269	8800012	8801971
supercont2.107	245801	247825	IES-00423-r5	2025	1	372518	chr5	8589752	8962269	8835553	8837578
supercont2.107	281119	285688	IES-00424-r11	4570	1	372518	chr5	8589752	8962269	8870871	8875441
supercont2.107	290096	292933	IES-00425-r13	2838	1	372518	chr5	8589752	8962269	8879848	8882686
supercont2.107	313211	314388	IES-00426-r9	1178	1	372518	chr5	8589752	8962269	8902963	8904141
supercont2.107	327333	333319	IES-00427-r14	5987	1	372518	chr5	8589752	8962269	8917085	8923072
supercont2.107	339562	341330	IES-00428-r9	1769	1	372518	chr5	8589752	8962269	8929314	8931083
supercont2.107	346744	349747	IES-00429-r13	3004	1	372518	chr5	8589752	8962269	8936496	8939500
supercont2.107	358552	362307	IES-00430-r11	3756	1	372518	chr5	8589752	8962269	8948304	8952060
supercont2.107	364546	367256	IES-00431-r12	2711	1	372518	chr5	8589752	8962269	8954298	8957009
supercont2.109	10853	13060	IES-00447-r9	2208	353224	1	chr5	25897887	26251110	26238051	26240259
supercont2.109	82435	84844	IES-00448-r9	2410	353224	1	chr5	25897887	26251110	26166267	26168677
supercont2.109	101921	111704	IES-00449-r11	9784	353224	1	chr5	25897887	26251110	26139407	26149191
supercont2.109	188353	190934	IES-00450-r11	2582	353224	1	chr5	25897887	26251110	26060177	26062759
supercont2.109	198583	202461	IES-00451-r20	3879	353224	1	chr5	25897887	26251110	26048650	26052529
supercont2.109	210246	212763	IES-00452-r14	2518	353224	1	chr5	25897887	26251110	26038348	26040866
supercont2.109	219580	224812	IES-00453-r9	5233	353224	1	chr5	25897887	26251110	26026299	26031532
supercont2.109	228821	231107	IES-00454-r11	2287	353224	1	chr5	25897887	26251110	26020004	26022291
supercont2.109	236154	237009	IES-00455-r7	856	353224	1	chr5	25897887	26251110	26014102	26014958
supercont2.109	238184	238739	IES-00456-r13	556	353224	1	chr5	25897887	26251110	26012372	26012928
supercont2.109	251810	254152	IES-00457-r18	2343	353224	1	chr5	25897887	26251110	25996959	25999302
supercont2.109	256829	258022	IES-00458-r21	1194	353224	1	chr5	25897887	26251110	25993089	25994283
supercont2.109	259444	264048	IES-00459-r22	4605	353224	1	chr5	25897887	26251110	25987063	25991668
supercont2.109	280371	281292	IES-00460-r17	922	353224	1	chr5	25897887	26251110	25969819	25970741
supercont2.109	289996	292079	IES-00461-r17	2084	353224	1	chr5	25897887	26251110	25959032	25961116
supercont2.109	299723	301684	IES-00462-r19	1962	353224	1	chr5	25897887	26251110	25949427	25951389
supercont2.109	327354	329630	IES-00463-r17	2277	353224	1	chr5	25897887	26251110	25921481	25923758
supercont2.109	344278	346508	IES-00464-r12	2231	353224	1	chr5	25897887	26251110	25904603	25906834
supercont2.115	14065	14300	IES-00618-r14	236	341823	1	chr5	16127971	16469793	16455494	16455730
supercont2.115	17139	18502	IES-00619-r11	1364	341823	1	chr5	16127971	16469793	16451292	16452656
supercont2.115	31199	33002	IES-00620-r12	1804	341823	1	chr5	16127971	16469793	16436792	16438596
supercont2.115	50536	51615	IES-00621-r7	1080	341823	1	chr5	16127971	16469793	16418179	16419259
supercont2.115	52851	56413	IES-00622-r4	3563	341823	1	chr5	16127971	16469793	16413381	16416944
supercont2.115	63974	65420	IES-00623-r12	1447	341823	1	chr5	16127971	16469793	16404374	16405821
supercont2.115	70535	77261	IES-00624-r14	6727	341823	1	chr5	16127971	16469793	16392533	16399260
supercont2.115	88367	92794	IES-00625-r12	4428	341823	1	chr5	16127971	16469793	16377000	16381428
supercont2.115	114932	116969	IES-00626-r13	2038	341823	1	chr5	16127971	16469793	16352825	16354863
supercont2.115	123446	139602	IES-00627-r7	16157	341823	1	chr5	16127971	16469793	16330192	16346349
supercont2.115	155324	165149	IES-00628-r13	9826	341823	1	chr5	16127971	16469793	16304645	16314471
supercont2.115	167342	167833	IES-00629-r3	492	341823	1	chr5	16127971	16469793	16301961	16302453
supercont2.115	171372	176529	IES-00630-r12	5158	341823	1	chr5	16127971	16469793	16293265	16298423
supercont2.115	189676	196807	IES-00632-r7	7132	341823	1	chr5	16127971	16469793	16272987	16280119
supercont2.115	200719	202911	IES-00633-r5	2193	341823	1	chr5	16127971	16469793	16266883	16269076
supercont2.115	216678	219710	IES-00634-r9	3033	341823	1	chr5	16127971	16469793	16250084	16253117
supercont2.115	244920	246630	IES-00635-r10	1711	341823	1	chr5	16127971	16469793	16223164	16224875
supercont2.115	261626	263455	IES-00636-r10	1830	341823	1	chr5	16127971	16469793	16206339	16208169
supercont2.115	269524	277435	IES-00637-r18	7912	341823	1	chr5	16127971	16469793	16192359	16200271
supercont2.115	292277	295990	IES-00638-r10	3714	341823	1	chr5	16127971	16469793	16173804	16177518
supercont2.115	304999	309251	IES-00639-r11	4253	341823	1	chr5	16127971	16469793	16160543	16164796
supercont2.115	313136	318399	IES-00640-r19	5264	341823	1	chr5	16127971	16469793	16151395	16156659
supercont2.115	320659	324684	IES-00641-r14	4026	341823	1	chr5	16127971	16469793	16145110	16149136
supercont2.115	329924	333594	IES-00642-r12	3671	341823	1	chr5	16127971	16469793	16136200	16139871
supercont2.126	27890	31405	IES-00912-r13	3516	1	298207	chr5	23077781	23375987	23105671	23109187
supercont2.126	45646	46466	IES-00913-r12	821	1	298207	chr5	23077781	23375987	23123427	23124248
supercont2.126	83121	85259	IES-00914-r18	2139	1	298207	chr5	23077781	23375987	23160902	23163041
supercont2.126	95097	95692	IES-00915-r8	596	1	298207	chr5	23077781	23375987	23172878	23173474
supercont2.126	100036	100910	IES-00916-r10	875	1	298207	chr5	23077781	23375987	23177817	23178692
supercont2.126	114647	117297	IES-00917-r3	2651	1	298207	chr5	23077781	23375987	23192428	23195079
supercont2.126	124390	128876	IES-00918-r6	4487	1	298207	chr5	23077781	23375987	23202171	23206658
supercont2.126	133657	138264	IES-00919-r13	4608	1	298207	chr5	23077781	23375987	23211438	23216046
supercont2.126	161618	165041	IES-00920-r7	3424	1	298207	chr5	23077781	23375987	23239399	23242823
supercont2.126	177039	179458	IES-00921-r16	2420	1	298207	chr5	23077781	23375987	23254820	23257240
supercont2.126	288781	290154	IES-00922-r14	1374	1	298207	chr5	23077781	23375987	23366562	23367936
supercont2.13	1467	7511	IES-00974-r5	6045	153665	900971	chr5	22052367	22799673	22053834	22059879
supercont2.13	22115	25512	IES-00975-r6	3398	153665	900971	chr5	22052367	22799673	22074482	22077880
supercont2.13	27662	42761	IES-00976-r9	15100	153665	900971	chr5	22052367	22799673	22080029	22095129
supercont2.13	55406	61043	IES-00977-r10	5638	153665	900971	chr5	22052367	22799673	22107773	22113411
supercont2.13	63396	67766	IES-00978-r5	4371	153665	900971	chr5	22052367	22799673	22115763	22120134
supercont2.13	74967	83842	IES-00979-r14	8876	153665	900971	chr5	22052367	22799673	22127334	22136210
supercont2.13	88152	96569	IES-00980-r13	8418	153665	900971	chr5	22052367	22799673	22140519	22148937
supercont2.13	99257	108866	IES-00981-r11	9610	153665	900971	chr5	22052367	22799673	22151624	22161234
supercont2.13	156363	164677	IES-00982-r14	8315	153665	900971	chr5	22052367	22799673	22208730	22217045
supercont2.13	167818	173258	IES-00983-r12	5441	153665	900971	chr5	22052367	22799673	22220185	22225626
supercont2.13	186317	190227	IES-00984-r11	3911	153665	900971	chr5	22052367	22799673	22238684	22242595
supercont2.13	200446	204924	IES-00985-r18	4479	153665	900971	chr5	22052367	22799673	22252813	22257292
supercont2.13	247885	251696	IES-00986-r14	3812	153665	900971	chr5	22052367	22799673	22300252	22304064
supercont2.13	259546	262802	IES-00987-r10	3257	153665	900971	chr5	22052367	22799673	22311913	22315170
supercont2.13	338427	342646	IES-00988-r6	4220	153665	900971	chr5	22052367	22799673	22390794	22395014
supercont2.13	361424	364027	IES-00989-r10	2604	153665	900971	chr5	22052367	22799673	22413791	22416395
supercont2.13	374890	376005	IES-00990-r10	1116	153665	900971	chr5	22052367	22799673	22427257	22428373
supercont2.13	383746	386056	IES-00991-r11	2311	153665	900971	chr5	22052367	22799673	22436113	22438424
supercont2.13	404247	405604	IES-00992-r12	1358	153665	900971	chr5	22052367	22799673	22456614	22457972
supercont2.13	442315	447007	IES-00993-r8	4693	153665	900971	chr5	22052367	22799673	22494682	22499375
supercont2.13	483170	484879	IES-00994-r10	1710	153665	900971	chr5	22052367	22799673	22535537	22537247
supercont2.13	503098	504649	IES-00995-r19	1552	153665	900971	chr5	22052367	22799673	22555465	22557017
supercont2.13	511313	515964	IES-00996-r12	4652	153665	900971	chr5	22052367	22799673	22563680	22568332
supercont2.13	547407	550329	IES-00997-r15	2923	153665	900971	chr5	22052367	22799673	22599774	22602697
supercont2.13	559047	563256	IES-00998-r15	4210	153665	900971	chr5	22052367	22799673	22611414	22615624
supercont2.13	582485	584271	IES-00999-r12	1787	153665	900971	chr5	22052367	22799673	22634852	22636639
supercont2.13	603221	607177	IES-01000-r15	3957	153665	900971	chr5	22052367	22799673	22655588	22659545
supercont2.13	623849	625451	IES-01001-r7	1603	153665	900971	chr5	22052367	22799673	22676216	22677819
supercont2.13	644685	645840	IES-01002-r16	1156	153665	900971	chr5	22052367	22799673	22697052	22698208
supercont2.13	653074	658494	IES-01003-r13	5421	153665	900971	chr5	22052367	22799673	22705441	22710862
supercont2.13	671872	673158	IES-01004-r17	1287	153665	900971	chr5	22052367	22799673	22724239	22725526
supercont2.13	674686	680232	IES-01005-r13	5552	153665	900971	chr5	22052367	22799673	22727053	22732605
supercont2.13	694010	695916	IES-01006-r8	1907	153665	900971	chr5	22052367	22799673	22746377	22748284
supercont2.13	701772	704339	IES-01007-r11	2568	153665	900971	chr5	22052367	22799673	22754139	22756707
supercont2.13	709883	710334	IES-01008-r7	452	153665	900971	chr5	22052367	22799673	22762250	22762702
supercont2.13	725012	727494	IES-01009-r15	2483	153665	900971	chr5	22052367	22799673	22777379	22779862
supercont2.13	729926	731271	IES-01010-r10	1346	153665	900971	chr5	22052367	22799673	22782293	22783639
supercont2.13	748304	749395	IES-01011-r11	1092	153665	900971	chr5	22052367	22799673	22800671	22801763
supercont2.13	754888	758486	IES-01012-r9	3599	153665	900971	chr5	22052367	22799673	22807255	22810854
supercont2.13	790003	792410	IES-01013-r19	2408	153665	900971	chr5	22052367	22799673	22842370	22844778
supercont2.13	798854	800194	IES-01014-r16	1341	153665	900971	chr5	22052367	22799673	22851221	22852562
supercont2.13	803493	804707	IES-01015-r17	1215	153665	900971	chr5	22052367	22799673	22855860	22857075
supercont2.13	836030	839058	IES-01016-r14	3029	153665	900971	chr5	22052367	22799673	22888397	22891426
supercont2.13	883809	898017	IES-01017-r8	14209	153665	900971	chr5	22052367	22799673	22936176	22950385
supercont2.13	910959	920413	IES-01018-r15	9455	153665	900971	chr5	22052367	22799673	22963326	22972781
supercont2.13	927773	930281	IES-01019-r10	2509	153665	900971	chr5	22052367	22799673	22980140	22982649
supercont2.13	931374	949973	IES-01020-r9	18600	153665	900971	chr5	22052367	22799673	22983741	23002341
supercont2.13	951160	953137	IES-01021-r13	1978	153665	900971	chr5	22052367	22799673	23003527	23005505
supercont2.13	955387	959869	IES-01022-r14	4483	153665	900971	chr5	22052367	22799673	23007754	23012237
supercont2.13	975100	976246	IES-01023-r12	1147	153665	900971	chr5	22052367	22799673	23027467	23028614
supercont2.13	978011	982984	IES-01024-r9	4974	153665	900971	chr5	22052367	22799673	23030378	23035352
supercont2.13	994827	998217	IES-01025-r18	3391	153665	900971	chr5	22052367	22799673	23047194	23050585
supercont2.13	1006455	1007090	IES-01026-r13	636	153665	900971	chr5	22052367	22799673	23058822	23059458
supercont2.13	1010982	1013217	IES-01027-r8	2236	153665	900971	chr5	22052367	22799673	23063349	23065585
supercont2.13	1032618	1035767	IES-01028-r15	3150	153665	900971	chr5	22052367	22799673	23084985	23088135
supercont2.13	1070267	1074307	IES-01029-r15	4041	153665	900971	chr5	22052367	22799673	23122634	23126675
supercont2.13	1078439	1084179	IES-01030-r22	5741	153665	900971	chr5	22052367	22799673	23130806	23136547
supercont2.13	1122863	1127006	IES-01031-r10	4144	153665	900971	chr5	22052367	22799673	23175230	23179374
supercont2.13	1140367	1141589	IES-01032-r9	1223	153665	900971	chr5	22052367	22799673	23192734	23193957
supercont2.13	1145178	1147667	IES-01033-r12	2490	153665	900971	chr5	22052367	22799673	23197545	23200035
supercont2.13	1163551	1167912	IES-01034-r12	4362	153665	900971	chr5	22052367	22799673	23215918	23220280
supercont2.13	1172542	1175905	IES-01035-r8	3364	153665	900971	chr5	22052367	22799673	23224909	23228273
supercont2.13	1180049	1181978	IES-01036-r12	1930	153665	900971	chr5	22052367	22799673	23232416	23234346
supercont2.13	1189068	1189889	IES-01037-r14	822	153665	900971	chr5	22052367	22799673	23241435	23242257
supercont2.13	1221722	1222772	IES-01038-r13	1051	153665	900971	chr5	22052367	22799673	23274089	23275140
supercont2.13	1270231	1275069	IES-01039-r5	4839	153665	900971	chr5	22052367	22799673	23322598	23327437
supercont2.13	1277778	1284674	IES-01040-r8	6897	153665	900971	chr5	22052367	22799673	23330145	23337042
supercont2.13	1288206	1290132	IES-01041-r15	1927	153665	900971	chr5	22052367	22799673	23340573	23342500
supercont2.13	1291679	1294118	IES-01042-r15	2440	153665	900971	chr5	22052367	22799673	23344046	23346486
supercont2.13	1299433	1303776	IES-01043-r9	4344	153665	900971	chr5	22052367	22799673	23351800	23356144
supercont2.13	1307377	1309268	IES-01044-r14	1892	153665	900971	chr5	22052367	22799673	23359744	23361636
supercont2.13	1310702	1312041	IES-01045-r16	1340	153665	900971	chr5	22052367	22799673	23363069	23364409
supercont2.13	1327787	1331359	IES-01046-r11	3573	153665	900971	chr5	22052367	22799673	23380154	23383727
supercont2.13	1359836	1362656	IES-01047-r9	2821	153665	900971	chr5	22052367	22799673	23412203	23415024
supercont2.13	1364437	1377952	IES-01048-r14	13516	153665	900971	chr5	22052367	22799673	23416804	23430320
supercont2.13	1380546	1388774	IES-01049-r14	8229	153665	900971	chr5	22052367	22799673	23432913	23441142
supercont2.13	1391928	1392974	IES-01050-r15	1047	153665	900971	chr5	22052367	22799673	23444295	23445342
supercont2.13	1431870	1434723	IES-01051-r8	2854	153665	900971	chr5	22052367	22799673	23484237	23487091
supercont2.13	1440074	1441802	IES-01052-r9	1729	153665	900971	chr5	22052367	22799673	23492441	23494170
supercont2.13	1444102	1446238	IES-01053-r6	2137	153665	900971	chr5	22052367	22799673	23496469	23498606
supercont2.13	1511411	1517220	IES-01054-r11	5810	153665	900971	chr5	22052367	22799673	23563778	23569588
supercont2.13	1519465	1520632	IES-01055-r3	1168	153665	900971	chr5	22052367	22799673	23571832	23573000
supercont2.13	1521744	1528362	IES-01056-r8	6619	153665	900971	chr5	22052367	22799673	23574111	23580730
supercont2.13	1555479	1558750	IES-01057-r8	3272	153665	900971	chr5	22052367	22799673	23607846	23611118
supercont2.13	1582586	1585138	IES-01058-r8	2553	153665	900971	chr5	22052367	22799673	23634953	23637506
supercont2.13	1587743	1589264	IES-01059-r8	1522	153665	900971	chr5	22052367	22799673	23640110	23641632
supercont2.13	1602586	1605216	IES-01060-r17	2631	153665	900971	chr5	22052367	22799673	23654953	23657584
supercont2.13	1613320	1614162	IES-01061-r15	843	153665	900971	chr5	22052367	22799673	23665687	23666530
supercont2.13	1633332	1633969	IES-01062-r11	638	153665	900971	chr5	22052367	22799673	23685699	23686337
supercont2.13	1649851	1663763	IES-01063-r10	13913	153665	900971	chr5	22052367	22799673	23702218	23716131
supercont2.13	1666038	1677080	IES-01064-r8	11043	153665	900971	chr5	22052367	22799673	23718405	23729448
supercont2.13	1680275	1682606	IES-01065-r8	2332	153665	900971	chr5	22052367	22799673	23732642	23734974
supercont2.13	1683619	1690214	IES-01066-r9	6596	153665	900971	chr5	22052367	22799673	23735986	23742582
supercont2.130	1807	2531	IES-01067-r17	725	291376	1	chr5	24937589	25228964	25226434	25227159
supercont2.130	11713	12730	IES-01068-r14	1018	291376	1	chr5	24937589	25228964	25216235	25217253
supercont2.130	37732	39523	IES-01069-r9	1792	291376	1	chr5	24937589	25228964	25189442	25191234
supercont2.130	84830	86841	IES-01070-r27	2012	291376	1	chr5	24937589	25228964	25142124	25144136
supercont2.130	98059	98926	IES-01071-r18	868	291376	1	chr5	24937589	25228964	25130039	25130907
supercont2.130	135561	137225	IES-01072-r14	1665	291376	1	chr5	24937589	25228964	25091740	25093405
supercont2.130	159424	160923	IES-01073-r21	1500	291376	1	chr5	24937589	25228964	25068042	25069542
supercont2.130	186501	188168	IES-01074-r19	1668	291376	1	chr5	24937589	25228964	25040797	25042465
supercont2.130	214009	218033	IES-01075-r16	4025	291376	1	chr5	24937589	25228964	25010932	25014957
supercont2.130	223222	225986	IES-01076-r12	2765	291376	1	chr5	24937589	25228964	25002979	25005744
supercont2.130	240073	242220	IES-01077-r21	2148	291376	1	chr5	24937589	25228964	24986745	24988893
supercont2.130	272798	275429	IES-01078-r13	2632	291376	1	chr5	24937589	25228964	24953536	24956168
supercont2.130	277820	285607	IES-01079-r13	7788	291376	1	chr5	24937589	25228964	24943358	24951146
supercont2.131	10795	13751	IES-01080-r8	2957	89626	292733	chr5	17807353	18010460	17818148	17821105
supercont2.131	35764	38057	IES-01081-r6	2294	89626	292733	chr5	17807353	18010460	17843117	17845411
supercont2.131	91996	103239	IES-01082-r16	11244	89626	292733	chr5	17807353	18010460	17899349	17910593
supercont2.131	107041	118123	IES-01083-r12	11083	89626	292733	chr5	17807353	18010460	17914394	17925477
supercont2.131	136236	137202	IES-01084-r10	967	89626	292733	chr5	17807353	18010460	17943589	17944556
supercont2.131	142151	145541	IES-01085-r14	3391	89626	292733	chr5	17807353	18010460	17949504	17952895
supercont2.131	184249	190013	IES-01086-r14	5765	89626	292733	chr5	17807353	18010460	17991602	17997367
supercont2.131	201118	211174	IES-01087-r16	10057	89626	292733	chr5	17807353	18010460	18008471	18018528
supercont2.131	213871	221159	IES-01088-r14	7289	89626	292733	chr5	17807353	18010460	18021224	18028513
supercont2.131	239723	242462	IES-01089-r15	2740	89626	292733	chr5	17807353	18010460	18047076	18049816
supercont2.131	245210	247160	IES-01090-r10	1951	89626	292733	chr5	17807353	18010460	18052563	18054514
supercont2.134	13190	14404	IES-01126-r9	1215	282191	1	chr5	10067633	10349823	10335420	10336635
supercont2.134	27368	31544	IES-01127-r10	4177	282191	1	chr5	10067633	10349823	10318280	10322457
supercont2.134	33487	50796	IES-01128-r6	17310	282191	1	chr5	10067633	10349823	10299028	10316338
supercont2.134	51848	56072	IES-01129-r7	4225	282191	1	chr5	10067633	10349823	10293752	10297977
supercont2.134	62206	67514	IES-01130-r11	5309	282191	1	chr5	10067633	10349823	10282310	10287619
supercont2.134	68833	73106	IES-01131-r15	4274	282191	1	chr5	10067633	10349823	10276718	10280992
supercont2.134	74773	77078	IES-01132-r11	2306	282191	1	chr5	10067633	10349823	10272746	10275052
supercont2.134	82711	86663	IES-01133-r10	3953	282191	1	chr5	10067633	10349823	10263161	10267114
supercont2.134	121910	123254	IES-01134-r16	1345	282191	1	chr5	10067633	10349823	10226570	10227915
supercont2.134	131206	136288	IES-01135-r17	5083	282191	1	chr5	10067633	10349823	10213536	10218619
supercont2.134	154947	157768	IES-01136-r16	2822	282191	1	chr5	10067633	10349823	10192056	10194878
supercont2.134	161299	170529	IES-01137-r13	9231	282191	1	chr5	10067633	10349823	10179295	10188526
supercont2.134	192668	207167	IES-01138-r5	14500	282191	1	chr5	10067633	10349823	10142657	10157157
supercont2.134	208459	213986	IES-01139-r6	5528	282191	1	chr5	10067633	10349823	10135838	10141366
supercont2.134	221226	223031	IES-01140-r7	1806	282191	1	chr5	10067633	10349823	10126793	10128599
supercont2.134	225483	226984	IES-01141-r7	1502	282191	1	chr5	10067633	10349823	10122840	10124342
supercont2.134	262102	265937	IES-01142-r18	3836	282191	1	chr5	10067633	10349823	10083887	10087723
supercont2.134	270449	270689	IES-01143-r18	241	282191	1	chr5	10067633	10349823	10079135	10079376
supercont2.134	273892	277795	IES-01144-r8	3904	282191	1	chr5	10067633	10349823	10072029	10075933
supercont2.146	1319	5706	IES-01363-r10	4388	266016	1	chr5	16735681	17001696	16995991	17000379
supercont2.146	22161	29158	IES-01364-r13	6998	266016	1	chr5	16735681	17001696	16972539	16979537
supercont2.146	36787	41764	IES-01365-r14	4978	266016	1	chr5	16735681	17001696	16959933	16964911
supercont2.146	48022	56474	IES-01366-r21	8453	266016	1	chr5	16735681	17001696	16945223	16953676
supercont2.146	57746	64226	IES-01367-r23	6481	266016	1	chr5	16735681	17001696	16937471	16943952
supercont2.146	70769	72938	IES-01368-r12	2170	266016	1	chr5	16735681	17001696	16928759	16930929
supercont2.146	89208	93430	IES-01369-r11	4223	266016	1	chr5	16735681	17001696	16908267	16912490
supercont2.146	106614	112477	IES-01371-r6	5864	266016	1	chr5	16735681	17001696	16889220	16895084
supercont2.146	113605	117152	IES-01372-r5	3548	266016	1	chr5	16735681	17001696	16884545	16888093
supercont2.146	128969	130310	IES-01373-r15	1342	266016	1	chr5	16735681	17001696	16871387	16872729
supercont2.146	141962	143790	IES-01374-r13	1829	266016	1	chr5	16735681	17001696	16857907	16859736
supercont2.146	147877	149408	IES-01375-r14	1532	266016	1	chr5	16735681	17001696	16852289	16853821
supercont2.146	176092	178059	IES-01376-r16	1968	266016	1	chr5	16735681	17001696	16823638	16825606
supercont2.146	179003	179855	IES-01377-r16	853	266016	1	chr5	16735681	17001696	16821842	16822695
supercont2.146	184917	189823	IES-01378-r8	4907	266016	1	chr5	16735681	17001696	16811874	16816781
